
"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Modeling of the product termomechanical behavior during 3D deposition of wire materials in ansys","Smetannikov, O.Y.| Trushnikov, D.N.| Maksimov, P.V.| Bartolomey, M.L.| Kovyazin, A.V.","5","6506701644| 6504502579| 57191031585| 56009907300| 57202061213","2017","PNRPU Mechanics Bulletin","1.53","32","2","0.14","53","68","Smetannikov, O.Y., Trushnikov, D.N., Maksimov, P.V. and 2 more (...) (2017).Modeling of the product termomechanical behavior during 3D deposition of wire materials in ansys. PNRPU Mechanics Bulletin,(4) 154-172","https://www.scopus.com/record/display.url?eid=2-s2.0-85047013354&origin=resultslist","10.15593/perm.mech/2017.4.11","Article","2-s2.0-85047013354","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2206| 2211| 2501","Computational Mechanics| Mechanics of Materials| Materials Science (miscellaneous)","Additives,Manufacture,Printing","609","Selective Laser Melting,Titanium Alloy (TiAl6V4),Inconel (Trademark)","1114","96.586","99.981"
"Structure, phase transformations, mechanical characteristics, and cold resistance of low-carbon martensitic steels","Kozvonin, V.A.| Shatsov, A.A.| Ryaposov, I.V.| Zakirova, M.G.| Generalova, K.N.","5","57189245704| 7003652683| 23036594800| 26321245400| 57189250341","2016","Physics of Metals and Metallography","0.92","24","2","0.11","56","69","Kozvonin, V.A., Shatsov, A.A., Ryaposov, I.V. and 2 more (...) (2016).Structure, phase transformations, mechanical characteristics, and cold resistance of low-carbon martensitic steels. Physics of Metals and Metallography,117(8) 834-842","https://www.scopus.com/record/display.url?eid=2-s2.0-84983670551&origin=resultslist","10.1134/S0031918X16080081","Article","2-s2.0-84983670551","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2505| 3104","Materials Chemistry| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Martensitic Transformations,Martensite,Dynamics (Theory)","25535","97.456","53.064"
"Differences of regional development in Russia and Mexico: Is cluster policy reducing the gap?","Lara Cervantes, R.F.| Dubrovskaya, J.V.","2","57192940680| 56327948300","2016","International Journal of Environmental and Science Education","2.21","60","2","0.18","56","65","Lara Cervantes, R.F., Dubrovskaya, J.V. (2016).Differences of regional development in Russia and Mexico: Is cluster policy reducing the gap?. International Journal of Environmental and Science Education,11(18) 12875-12890","https://www.scopus.com/record/display.url?eid=2-s2.0-85009288333&origin=resultslist","-","Article","2-s2.0-85009288333","University of Economics, Prague| Perm National Research Polytechnic University","60017004| 60023325","Vysoká škola ekonomická v Praze| Perm National Research Polytechnic University","Russian Federation| Czech Republic","2200| 2300| 3304","General Engineering| General Environmental Science| Education","Land Use,Models,Rural Areas","558","Circular Migration,Impact Studies,Libya","85213","64.659","38.177"
"Ultra-Jet Diagnosis of Heat Treated Material Microstructure","Bochkarev, S.V.| Tsaplin, A.I.| Galinovskii, A.L.| Abashin, M.I.| Barzov, A.A.","5","57188690440| 6601948534| 55319113300| 56507013500| 6508009459","2017","Metal Science and Heat Treatment","0.96","23","2","0.21","53","63","Bochkarev, S.V., Tsaplin, A.I., Galinovskii, A.L. and 2 more (...) (2017).Ultra-Jet Diagnosis of Heat Treated Material Microstructure. Metal Science and Heat Treatment,59(5-6) 384-388","https://www.scopus.com/record/display.url?eid=2-s2.0-85030110982&origin=resultslist","10.1007/s11041-017-0160-7","Article","2-s2.0-85030110982","Bauman Moscow State Technical University| Perm National Research Polytechnic University","60023325| 60033469","Perm National Research Polytechnic University| Bauman Moscow State Technical University","Russian Federation","2211| 2506| 3104","Mechanics of Materials| Metals and Alloys| Condensed Matter Physics","Students,Russian,Education","1114","Hard Facing,Welding,PMS-1","28623","77.644","81.181"
"Investigation of municipal solid waste massif by method of multichannel analysis of surface waves","Ofrikhter, V.G.| Ofrikhter, I.V.","2","6507708259| 57188988835","2015","15th Asian Regional Conference on Soil Mechanics and Geotechnical Engineering, ARC 2015: New Innovations and Sustainability","2.97","19","2","1.16","59","26","Ofrikhter, V.G., Ofrikhter, I.V. (2015).Investigation of municipal solid waste massif by method of multichannel analysis of surface waves. 15th Asian Regional Conference on Soil Mechanics and Geotechnical Engineering, ARC 2015: New Innovations and Sustainability,1956-1959","https://www.scopus.com/record/display.url?eid=2-s2.0-84971408077&origin=resultslist","10.3208/jgssp.TC215-01","Conference Paper","2-s2.0-84971408077","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1111| 1909","Soil Science| Geotechnical Engineering and Engineering Geology","Microbial Fuel Cells,Anaerobic Digestion,Bioreactors","65","Municipal Solid Waste,Waste Disposal Facilities,Leachates","8985","98.929","84.566"
"Development of a dynamic model of thermal processes for plasma surfacing at direct and reverse polarity","Neulybin, S.D.| Permyakov, G.L.| Trushnikov, D.N.| Shchitsyn, Y.D.| Belenkiy, V.Y.","5","56698252500| 56106023700| 6504502579| 6505867537| 55539756700","2017","International Journal of Applied Engineering Research","1.28","26","2","0.36","53","54","Neulybin, S.D., Permyakov, G.L., Trushnikov, D.N. and 2 more (...) (2017).Development of a dynamic model of thermal processes for plasma surfacing at direct and reverse polarity. International Journal of Applied Engineering Research,12(22) 11847-11854","https://www.scopus.com/record/display.url?eid=2-s2.0-85038874699&origin=resultslist","-","Article","2-s2.0-85038874699","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2200","General Engineering","Additives,Manufacture,Printing","609","Gas Metal Arc Welding,3D Printers,Arc of A Curve","36952","96.586","97.601"
"Optimal control of distributed systems in problems of quartz optical fiber production","Pervadchuk, V.| Vladimirova, D.| Gordeeva, I.","3","7004712734| 57195328353| 57195326697","2018","AIP Conference Proceedings","1.58","22","2","1.67","46","17","Pervadchuk, V., Vladimirova, D., Gordeeva, I. (2018).Optimal control of distributed systems in problems of quartz optical fiber production. AIP Conference Proceedings,1926","https://www.scopus.com/record/display.url?eid=2-s2.0-85041009602&origin=resultslist","10.1063/1.5020485","Conference Paper","2-s2.0-85041009602","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","3100","General Physics and Astronomy","Heat Transfer,Nusselt Number,Natural Convection","142","Thermophoresis,Deposition Velocity,Ventilation Ducts","12593","96.319","76.046"
"Complex method of selecting reagents to delete asphaltenosmolaparinine deposits in mechanized oil-producing wells","Syuzev, A.V.| Lekomtsev, A.V.| Martyushev, D.A.","3","57200504542| 36616469100| 56308102400","2018","Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering","0.96","22","2","0.29","46","57","Syuzev, A.V., Lekomtsev, A.V., Martyushev, D.A. (2018).Complex method of selecting reagents to delete asphaltenosmolaparinine deposits in mechanized oil-producing wells. Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering,329(1) 15-24","https://www.scopus.com/record/display.url?eid=2-s2.0-85041417259&origin=resultslist","-","Article","2-s2.0-85041417259","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1905| 1909| 2103| 2308| 2311| 2501","Economic Geology| Geotechnical Engineering and Engineering Geology| Fuel Technology| Management, Monitoring, Policy and Law| Waste Management and Disposal| Materials Science (miscellaneous)","Crude Oil,Asphaltenes,Oil Sands","629","Asphaltenes,Petroleum,Cubic Equations","629","67.805","98.863"
"Development of neural systems for monitoring and controlling emission of gas?transmission and power gas turbine units","Avgustinovich, V.G.| Kuznetsova, T.A.| Nugumanov, A.D.","3","6602609366| 55653048700| 57220297627","2019","Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering","1.39","28","2","0.51","33","44","Avgustinovich, V.G., Kuznetsova, T.A., Nugumanov, A.D. (2019).Development of neural systems for monitoring and controlling emission of gas?transmission and power gas turbine units. Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering,330(8) 7-17","https://www.scopus.com/record/display.url?eid=2-s2.0-85071838703&origin=resultslist","10.18799/24131830/2019/8/2207","Article","2-s2.0-85071838703","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1905| 1909| 2103| 2308| 2311| 2501","Economic Geology| Geotechnical Engineering and Engineering Geology| Fuel Technology| Management, Monitoring, Policy and Law| Waste Management and Disposal| Materials Science (miscellaneous)","Combustion,Combustors,Ignition","256","Thermoacoustics,Combustion Stability,Premixed Flames","855","87.216","98.195"
"Crack control in concrete using shock wave techniques","Shardakov, I.| Bykov, A.| Shestakov, A.| Glot, I.","4","6603106093| 55907459800| 7101891042| 56226184500","2017","Procedia Structural Integrity","0.48","6","2","1.88","53","14","Shardakov, I., Bykov, A., Shestakov, A. and 1 more (...) (2017).Crack control in concrete using shock wave techniques. Procedia Structural Integrity,5210-216","https://www.scopus.com/record/display.url?eid=2-s2.0-85065850845&origin=resultslist","10.1016/j.prostr.2017.07.114","Conference Paper","2-s2.0-85065850845","Russian Academy of Sciences| Perm National Research Polytechnic University| RAS - Institute of Continuous Media Mechanics, Ural Branch","60021331| 60026928| 60023325","Russian Academy of Sciences| Institute of Continuous Media Mechanics of the Ural Branch of Russian Academy of Science| Perm National Research Polytechnic University","Russian Federation","2205| 2210| 2211| 2500","Civil and Structural Engineering| Mechanical Engineering| Mechanics of Materials| General Materials Science","Structural Health Monitoring,Damage Detection,Modal Analysis","514","Damage Identification,Mode Shape,Model Updating","692","70.348","97.893"
"Design features of rubber metal compensators and numerical simulation of their stress-strain state upon hydrostatic compression","Kiryukhin, A.V.| Mil’Man, O.O.| Ptakhin, A.V.| Shaidurova, G.I.| Shaidurov, A.A.","5","56543180400| 6701423133| 56193082600| 24480060400| 57195106907","2017","Engineering Solid Mechanics","0.78","21","2","0.21","53","63","Kiryukhin, A.V., Mil’Man, O.O., Ptakhin, A.V. and 2 more (...) (2017).Design features of rubber metal compensators and numerical simulation of their stress-strain state upon hydrostatic compression. Engineering Solid Mechanics,5(3) 177-184","https://www.scopus.com/record/display.url?eid=2-s2.0-85025455232&origin=resultslist","10.5267/j.esm.2017.6.001","Article","2-s2.0-85025455232","Perm National Research Polytechnic University","60015666| 101072844| 60023325","Tsiolkovskiy Kaluga State University| ZAO NPVP Turbokon| Perm National Research Polytechnic University","Russian Federation","2205| 2211| 2503| 2506| 2507","Civil and Structural Engineering| Mechanics of Materials| Ceramics and Composites| Metals and Alloys| Polymers and Plastics","Valves (Mechanical),Hydraulics,Hydraulic Equipment","1266","Reciprocating Pumps,Wave Runup,Cylinder Blocks","13105","22.691","91.228"
"A parametric experimental study of jet-flap interaction noise for a realistic small-scale swept wing model","Belyaev, I.| Faranosov, G.| Ostrikov, N.| Paranin, G.","4","24823984000| 24338095500| 6508249751| 56256166700","2016","21st AIAA/CEAS Aeroacoustics Conference","0","3","2","0.82","56","34","Belyaev, I., Faranosov, G., Ostrikov, N. and 1 more (...) (2016).A parametric experimental study of jet-flap interaction noise for a realistic small-scale swept wing model. 21st AIAA/CEAS Aeroacoustics Conference,","https://www.scopus.com/record/display.url?eid=2-s2.0-85085407184&origin=resultslist","10.2514/6.2015-2690","Conference Paper","2-s2.0-85085407184","Central Aerohydrodynamic Institute| Perm National Research Polytechnic University","60012482| 60023325| 114118497","Central Aerohydrodynamic Institute (TsAGI)| Perm National Research Polytechnic University| Irkut Corporation","Russian Federation","2202| 2208","Aerospace Engineering| Electrical and Electronic Engineering","Reynolds Number,Boundary Layers,Large Eddy Simulation","34","Jet Aircraft Noise,Turbulent Jets,Aeroacoustics","966","91.165","94.121"
"Evaluation of air velocity in ventilation passages","Levin, L.Y.| Semin, M.A.| Klyukin, Y.A.| Kiryakov, A.S.","4","56358515000| 56462570900| 57188969203| 55922202700","2016","Gornyi Zhurnal","2.45","41","2","0.33","56","56","Levin, L.Y., Semin, M.A., Klyukin, Y.A. and 1 more (...) (2016).Evaluation of air velocity in ventilation passages. Gornyi Zhurnal,2016(3) 68-72","https://www.scopus.com/record/display.url?eid=2-s2.0-84964324711&origin=resultslist","10.17580/gzh.2016.03.14","Article","2-s2.0-84964324711","RAS - Mining Institute, Ural Branch| Perm National Research Polytechnic University","60023325| 60109738","Perm National Research Polytechnic University| Mining Institute of the Ural Branch of the Russian Academy of Sciences","Russian Federation","1909","Geotechnical Engineering and Engineering Geology","Coal Deposits,Methane,Coal Mines","1100","Mine Ventilation,Sulfur Hexafluoride,Underground","53505","63.253","50.579"
"Modelling of cancellous bone tissue adaptation in ramus of the human mandible","Chikova, T.N.| Kichenko, A.A.| Tverier, V.M.| Nyashin, Y.I.","4","57204935709| 57194394793| 35390293600| 6602823587","2018","Russian Journal of Biomechanics","0.86","19","2","0.24","46","60","Chikova, T.N., Kichenko, A.A., Tverier, V.M. and 1 more (...) (2018).Modelling of cancellous bone tissue adaptation in ramus of the human mandible. Russian Journal of Biomechanics,22(3) 254-261","https://www.scopus.com/record/display.url?eid=2-s2.0-85057964864&origin=resultslist","10.15593/RJBiomeh/2018.3.02","Article","2-s2.0-85057964864","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1304| 2502","Biophysics| Biomaterials","Orthodontics,Malocclusion,Temporomandibular Joint","236","Temporomandibular Joint Disc,Pterygoid Muscles,Mastication","18292","62.45","80.033"
"Identifying the Transient Component of Noisy Transient Processes in Synchronous Machines","Sudakov, A.I.| Kamenskikh, I.A.","2","7003557746| 57200340915","2018","Russian Electrical Engineering","0.39","6","2","0.27","46","59","Sudakov, A.I., Kamenskikh, I.A. (2018).Identifying the Transient Component of Noisy Transient Processes in Synchronous Machines. Russian Electrical Engineering,89(11) 652-657","https://www.scopus.com/record/display.url?eid=2-s2.0-85061099580&origin=resultslist","10.3103/S1068371218110111","Article","2-s2.0-85061099580","Perm National Research Polytechnic University","60023325| 60023325","Perm National Research Polytechnic University| Perm National Research Polytechnic University","Russian Federation","2208","Electrical and Electronic Engineering","-","-","-","-","-","-"
"Studying of wave processes in a rock mass by technique for recognizing fractured zones in fields of seismic waves","Semerikova, I.I.","1","56600575900","2017","Geomodel 2017 - 19th Science and Applied Research Conference on Oil and Gas Geological Exploration and Development","1.3","11","2","1.62","53","17","Semerikova, I.I. (2017).Studying of wave processes in a rock mass by technique for recognizing fractured zones in fields of seismic waves. Geomodel 2017 - 19th Science and Applied Research Conference on Oil and Gas Geological Exploration and Development,2017-","https://www.scopus.com/record/display.url?eid=2-s2.0-85048640987&origin=resultslist","10.3997/2214-4609.201702274","Conference Paper","2-s2.0-85048640987","Russian Academy of Sciences| Perm National Research Polytechnic University","60023325| 60021331","Perm National Research Polytechnic University| Russian Academy of Sciences","Russian Federation","1907| 1908| 2102| 2103","Geology| Geophysics| Energy Engineering and Power Technology| Fuel Technology","-","-","-","-","-","-"
"Synthesis of Biologically Active 6-(Tolylhydrazinylidene)Pyrazolo[1,5-a]Pyrimidinones","Burgart, Y.V.| Elkina, N.А.| Shchegolkov, E.V.| Krasnykh, O.P.| Maslova, V.V.| Triandafilova, G.A.| Solodnikov, S.Y.| Makhaeva, G.F.| Serebryakova, O.G.| Rudakova, E.V.| Saloutin, V.I.","11","35550145000| 57209887339| 15081238200| 57212431763| 57192390170| 57204769893| 6507711215| 6701632592| 26028099700| 6603577182| 7006326168","2020","Chemistry of Heterocyclic Compounds","2.18","20","2","1.81","11","15","Burgart, Y.V., Elkina, N.А., Shchegolkov, E.V. and 8 more (...) (2020).Synthesis of Biologically Active 6-(Tolylhydrazinylidene)Pyrazolo[1,5-a]Pyrimidinones. Chemistry of Heterocyclic Compounds,56(2) 199-207","https://www.scopus.com/record/display.url?eid=2-s2.0-85081567142&origin=resultslist","10.1007/s10593-020-02652-1","Article","2-s2.0-85081567142","Ural Federal University| Russian Academy of Sciences| Perm National Research Polytechnic University| RAS - Postovsky Institute of Organic Synthesis, Ural Branch| RAS - Ural Branch","60072266| 60108903| 60103702| 60023325| 60109762| 60021331","Ural Branch, Russian Academy of Sciences| Postovsky Institute of Organic Synthesis of Ural Division of Russian Academy of Sciences| Ural Federal University| Perm National Research Polytechnic University| Institute of Physiologically Active Compounds of the Russian Academy of Science| Russian Academy of Sciences","Russian Federation","1605","Organic Chemistry","Chromatin,Histones,Epigenomics","201","Histone Demethylases,Tranylcypromine,GSK-j4","7937","95.315","99.095"
"Sound codes in advertising","Bolshakova, N.F.","1","55903581300","2015","Mediterranean Journal of Social Sciences","2.47","77","2","1.04","59","28","Bolshakova, N.F. (2015).Sound codes in advertising. Mediterranean Journal of Social Sciences,6(3) 75-82","https://www.scopus.com/record/display.url?eid=2-s2.0-84930433385&origin=resultslist","10.5901/mjss.2015.v6n3s4p75","Article","2-s2.0-84930433385","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1200| 2000| 3300","General Arts and Humanities| General Economics,Econometrics and Finance| General Social Sciences","Industry,Research,Marketing","36","Advertising Music,Sound Branding,Marketing","40252","98.394","52.578"
"Contemporary Digital Technologies in Construction Part 2: About Experimental & Field Studies, Material Sciences, Construction Operations, BIM and ""smart"" City","Travush, V.I.| Belostosky, A.M.| Akimov, P.A.","3","6602647191| 36771895000| 35974766800","2018","IOP Conference Series: Materials Science and Engineering","4.41","63","2","1.27","46","23","Travush, V.I., Belostosky, A.M., Akimov, P.A. (2018).Contemporary Digital Technologies in Construction Part 2: About Experimental & Field Studies, Material Sciences, Construction Operations, BIM and ""smart"" City. IOP Conference Series: Materials Science and Engineering,456(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85063082928&origin=resultslist","10.1088/1757-899X/456/1/012030","Conference Paper","2-s2.0-85063082928","Tomsk State University of Architecture and Building| Russian University of Transport| Perm National Research Polytechnic University| People's Friendship University of Russia","117844696| 122271867| 114352121| 60018918| 60105393| 60015024| 60023325","Russian Academy of Architecture and Construction Sciences| Urban Planning Institute of Residential and Public Buildings| Research and Development Centre StaDyO| Russian University of Transport| Tomsk State University of Architecture and Building| RUDN University| Perm National Research Polytechnic University","Russian Federation","2200| 2500","General Engineering| General Materials Science","Wind,Wind Stress,Wind Effects","1226","Superplasticity,Tornadoes,Coulomb Friction","81779","34.873","62.259"
"Increasing efficiency of hydrocarbon fields development based on complex geomechanical research","Kashnikov, Y.A.| Ashikhmin, S.G.| Shustov, D.V.| Yakimov, S.Y.| Kukhtinskii, A.E.","5","6602745718| 6603057955| 36464278000| 55638948600| 57194059333","2019","Neftyanoe Khozyaystvo - Oil Industry","0.67","14","2","0.37","33","50","Kashnikov, Y.A., Ashikhmin, S.G., Shustov, D.V. and 2 more (...) (2019).Increasing efficiency of hydrocarbon fields development based on complex geomechanical research. Neftyanoe Khozyaystvo - Oil Industry,2019(3) 66-69","https://www.scopus.com/record/display.url?eid=2-s2.0-85077373233&origin=resultslist","10.24887/0028-2448-2019-3-66-69","Article","2-s2.0-85077373233","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2102| 2103","Energy Engineering and Power Technology| Fuel Technology","Reservoirs (Water),Oil Well Flooding,Hydraulic Fracturing","164","Drilling Fluids,Shales,Borehole Stability","6238","89.224","97.256"
"Determination of acoustic characteristics of full-scale sample of single-layered Honeycomb Liner based on numerical simulation","Khramtsov, I.| Kustov, O.| Palchikovskiy, V.","3","57191837820| 57189518816| 56418519800","2019","Akustika","0.81","13","2","0.75","33","36","Khramtsov, I., Kustov, O., Palchikovskiy, V. (2019).Determination of acoustic characteristics of full-scale sample of single-layered Honeycomb Liner based on numerical simulation. Akustika,32182-188","https://www.scopus.com/record/display.url?eid=2-s2.0-85074168654&origin=resultslist","-","Article","2-s2.0-85074168654","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","3102","Acoustics and Ultrasonics","Reynolds Number,Boundary Layers,Large Eddy Simulation","34","Grazing Flow,Aeroacoustics,Perforated Plates","11033","91.165","85.367"
"Numerical study of the acoustic efficiency of sound-absorbing structures with resonators of various forms","Pisarev, P.V.| Anoshkin, A.N.| Maksimova, K.A.","3","57008128900| 6602891114| 57200301801","2018","Materials Science Forum","1.9","21","2","2.01","46","13","Pisarev, P.V., Anoshkin, A.N., Maksimova, K.A. (2018).Numerical study of the acoustic efficiency of sound-absorbing structures with resonators of various forms. Materials Science Forum,931158-165","https://www.scopus.com/record/display.url?eid=2-s2.0-85055949045&origin=resultslist","10.4028/www.scientific.net/MSF.931.158","Conference Paper","2-s2.0-85055949045","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Acoustics,Architectural Acoustics,Acoustic Waves","647","Sound Transmission,Silencers,Perforated Plates","15493","46.452","86.849"
"Morphologies, metastability, and coarsening of quantum nanoislands on the surfaces of the annealed Ag(110) and Pb(111) thin films","Price, D.L.| Henner, V.| Khenner, M.","3","57201306166| 6603893777| 6603323555","2018","Journal of Applied Physics","1.65","27","2","0.23","46","61","Price, D.L., Henner, V., Khenner, M. (2018).Morphologies, metastability, and coarsening of quantum nanoislands on the surfaces of the annealed Ag(110) and Pb(111) thin films. Journal of Applied Physics,124(17) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85056086549&origin=resultslist","10.1063/1.5052641","Article","2-s2.0-85056086549","Western Kentucky University| Perm State National Research University| Perm National Research Polytechnic University","60014611| 60023914| 60023325| 60014611","Western Kentucky University| Perm State University| Perm National Research Polytechnic University| Western Kentucky University","United States| Russian Federation","3100","General Physics and Astronomy","Scanning Tunneling Microscopy,Density Functional Theory,Surfaces","216","Quantum Effects,Superconductivity,Semiconductor Quantum Wells","14940","63.521","73.697"
"Parametric Study of the Noise from Vortex Rings with Various Diameters","Kopiev, V.F.| Khramtsov, I.V.| Zaytsev, M.Y.| Cherenkova, E.S.| Kustov, O.Y.| Palchikovskiy, V.V.","6","55885720000| 57191837820| 57218095888| 57203062886| 57189518816| 56418519800","2018","Acoustical Physics","1.46","25","2","0.4","46","52","Kopiev, V.F., Khramtsov, I.V., Zaytsev, M.Y. and 3 more (...) (2018).Parametric Study of the Noise from Vortex Rings with Various Diameters. Acoustical Physics,64(4) 503-510","https://www.scopus.com/record/display.url?eid=2-s2.0-85050404026&origin=resultslist","10.1134/S1063771018040097","Article","2-s2.0-85050404026","Central Aerohydrodynamic Institute| Perm National Research Polytechnic University","60023325| 60012482","Perm National Research Polytechnic University| Central Aerohydrodynamic Institute (TsAGI)","Russian Federation","3102","Acoustics and Ultrasonics","Reynolds Number,Boundary Layers,Large Eddy Simulation","34","Jet Aircraft Noise,Turbulent Jets,Aeroacoustics","966","91.165","94.121"
"Prediction of elastic characteristics of spatially reinforced composite materials","Anoshkin, A.N.| Pisarev, P.V.| Ermakov, D.A.| Merzlyakova, N.A.","4","6602891114| 57008128900| 57200309908| 57218947517","2018","IOP Conference Series: Materials Science and Engineering","1.96","28","2","1.27","46","23","Anoshkin, A.N., Pisarev, P.V., Ermakov, D.A. and 1 more (...) (2018).Prediction of elastic characteristics of spatially reinforced composite materials. IOP Conference Series: Materials Science and Engineering,406(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85054205573&origin=resultslist","10.1088/1757-899X/406/1/012023","Conference Paper","2-s2.0-85054205573","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2200| 2500","General Engineering| General Materials Science","Composite Materials,Laminates,Fiber Reinforced Plastics","183","Braided Composites,Braiding,Three Dimensional Composites","2385","88.086","97.548"
"Determination of technical condition of a bridge structure based on survey results","Karpushko, M.O.| Bartolomei, I.L.| Karpushko, E.N.","3","57190061495| 57194626701| 57190063883","2018","Materials Science Forum","3.98","44","2","2.01","46","13","Karpushko, M.O., Bartolomei, I.L., Karpushko, E.N. (2018).Determination of technical condition of a bridge structure based on survey results. Materials Science Forum,931643-648","https://www.scopus.com/record/display.url?eid=2-s2.0-85055922970&origin=resultslist","10.4028/www.scientific.net/MSF.931.643","Conference Paper","2-s2.0-85055922970","Volgograd State Technical University| Perm National Research Polytechnic University","60023325| 60029073","Perm National Research Polytechnic University| Volgograd State Technical University","Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Oil Spills,Hazardous Materials Spills,Marine Pollution","1361","Temporary Bridges,Railway Transport,Critical Infrastructures","76609","11.111","69.708"
"Experience of Implementing an Intensifying Device on the Developed Mobile Well Production Treatment Unit","Lekomtsev, A.V.| Ilyushin, P.Y.| Martyushev, D.A.","3","36616469100| 52563735500| 56308102400","2018","Chemical and Petroleum Engineering","0.61","13","2","0.25","46","60","Lekomtsev, A.V., Ilyushin, P.Y., Martyushev, D.A. (2018).Experience of Implementing an Intensifying Device on the Developed Mobile Well Production Treatment Unit. Chemical and Petroleum Engineering,54(3-4) 213-219","https://www.scopus.com/record/display.url?eid=2-s2.0-85052856399&origin=resultslist","10.1007/s10556-018-0465-4","Article","2-s2.0-85052856399","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1500| 1906| 2102| 2103","General Chemical Engineering| Geochemistry and Petrology| Energy Engineering and Power Technology| Fuel Technology","Reservoirs (Water),Oil Well Flooding,Hydraulic Fracturing","164","Fracturing Fluids,Proppants,Hydroxypropyl Guar","22123","89.224","84.673"
"A transformation strategy for financial instruments according to the requirements of international standards","Ponomareva, S.V.| Mel'nikova, A.S.","2","56646222800| 57192713191","2016","Indian Journal of Science and Technology","0.71","18","2","0.12","56","68","Ponomareva, S.V., Mel'nikova, A.S. (2016).A transformation strategy for financial instruments according to the requirements of international standards. Indian Journal of Science and Technology,9(46) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85007592931&origin=resultslist","10.17485/ijst/2016/v9i46/107569","Article","2-s2.0-85007592931","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1000","Multidisciplinary","Corporate Social Responsibility,Corporate Governance,Firms","56","Loan Loss Provisions,Fair Value,Other Comprehensive Income","15038","96.653","91.521"
"HPLC–UV method for simultaneous determination of adenosine triphosphate and its metabolites in mycobacterium smegmatis","Akhova, A.V.| Tkachenko, A.G.","2","12794628100| 7102705892","2019","Acta Chromatographica","1.5","30","2","0.33","33","51","Akhova, A.V., Tkachenko, A.G. (2019).HPLC–UV method for simultaneous determination of adenosine triphosphate and its metabolites in mycobacterium smegmatis. Acta Chromatographica,31(1) 45-48","https://www.scopus.com/record/display.url?eid=2-s2.0-85061509352&origin=resultslist","10.1556/1326.2017.00344","Article","2-s2.0-85061509352","Perm State National Research University| RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch| Russian Academy of Sciences| Perm National Research Polytechnic University","60021331| 60109740| 60023325| 60023914","Russian Academy of Sciences| Institute of Ecology and Genetics of Microorganisms, Ural Branch of the Russian Academy of Sciences| Perm National Research Polytechnic University| Perm State University","Russian Federation","1600","General Chemistry","Nucleosides,Oligonucleotides,DNA","414","Adenosine Triphosphate,Nucleotides,Simultaneous","71133","56.961","13.156"
