

"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Analysis of the mean time to data loss of nested disk arrays RAID-01 on basis of a specialized mathematical model","Rahman, P.A.","1","57117503700","2017","IOP Conference Series: Materials Science and Engineering","1.01","17","12","4.92","18","3","Rahman, P.A. (2017).Analysis of the mean time to data loss of nested disk arrays RAID-01 on basis of a specialized mathematical model. IOP Conference Series: Materials Science and Engineering,177(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85016200756&origin=resultslist","10.1088/1757-899X/177/1/012088","Conference Paper","2-s2.0-85016200756","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","2200| 2500","General Engineering| General Materials Science","Design,Networks (Circuits),Field Programmable Gate Arrays (FPGA)","148","Disk Array,Fault-Tolerant,Overhead Expenses","82691","61.58","39.622"
"The effects of a probiotic dietary supplementation on the amino acid and mineral composition of broilers meat","Sharipova, A.| Khaziev, D.| Kanareikina, S.| Kanareikin, V.| Rebezov, M.| Kazanina, M.| Andreeva, A.| Okuskhanova, E.| Yessimbekov, Z.| Bykova, O.","10","57197855379| 57197852544| 57196149623| 57196148013| 54974244300| 57200257096| 57200261068| 57074098400| 56955809600| 57196947217","2017","Annual Research and Review in Biology","4.1","79","12","1.26","18","23","Sharipova, A., Khaziev, D., Kanareikina, S. and 7 more (...) (2017).The effects of a probiotic dietary supplementation on the amino acid and mineral composition of broilers meat. Annual Research and Review in Biology,21(6) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85040516273&origin=resultslist","10.9734/ARRB/2017/38429","Article","2-s2.0-85040516273","Ufa State Petroleum Technological University| Shakarim University| South Ural State University","60095509| 60001457| 118643817| 60008009| 60110093| 60113784","Bashkir State Agrarian University| Ufa State Petroleum Technological University| Russian Academy of Staffing of Agro-Industrial Complex| South Ural State University| Ural State Agrarian University| Shakarim University","Kazakhstan| Russian Federation","1100| 1300","General Agricultural and Biological Sciences| General Biochemistry,Genetics and Molecular Biology","Diptera,Myiasis,Larva","1195","Edible Insects,Hermetia Illucens,Stratiomyidae","9421","52.677","99.46"
"Study of Application of Vibration Isolators with Quasi-zero Stiffness for Reducing Dynamics Loads on the Foundation","Valeev, A.| Alexey, Z.| Artem, T.","3","53882117100| 7006610155| 57193836296","2017","Procedia Engineering","2.84","44","12","4.14","18","4","Valeev, A., Alexey, Z., Artem, T. (2017).Study of Application of Vibration Isolators with Quasi-zero Stiffness for Reducing Dynamics Loads on the Foundation. Procedia Engineering,176137-143","https://www.scopus.com/record/display.url?eid=2-s2.0-85016980490&origin=resultslist","10.1016/j.proeng.2017.02.281","Conference Paper","2-s2.0-85016980490","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","2200","General Engineering","Vibration Control,Magnetorheological Fluids,Automobile Suspensions","652","Vibration Isolators,Harmonic Balance,Stiffness","26762","68.34","93.252"
"Estimation of displacement coefficient with due account for hydrophobization of reservoir using geophysical data of wells","Akhmetov, R.T.| Mukhametshin, V.V.","2","6602890338| 57203543434","2018","IOP Conference Series: Earth and Environmental Science","0.92","13","12","11.71","12","1","Akhmetov, R.T., Mukhametshin, V.V. (2018).Estimation of displacement coefficient with due account for hydrophobization of reservoir using geophysical data of wells. IOP Conference Series: Earth and Environmental Science,194(6) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85057360738&origin=resultslist","10.1088/1755-1315/194/6/062001","Conference Paper","2-s2.0-85057360738","Ufa State Petroleum Technological University","60001457| 60001457","Ufa State Petroleum Technological University| Ufa State Petroleum Technological University","Russian Federation","1900| 2300","General Earth and Planetary Sciences| General Environmental Science","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Destruction patterns of x70 steel sample, possessing cracks of corrosion-mechanical origin, under cyclic loading","Nasibullina, O.A.| Gareev, A.G.","2","57204524833| 6506805836","2019","Materials Science Forum","1.68","15","12","32.89","5","1","Nasibullina, O.A., Gareev, A.G. (2019).Destruction patterns of x70 steel sample, possessing cracks of corrosion-mechanical origin, under cyclic loading. Materials Science Forum,94620-24","https://www.scopus.com/record/display.url?eid=2-s2.0-85067805689&origin=resultslist","10.4028/www.scientific.net/MSF.946.20","Conference Paper","2-s2.0-85067805689","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Buckling,Vibration Analysis,Functionally Graded Materials","240","Discrete Singular Convolution,Rectangular Plates,Free Vibration","6356","82.262","89.945"
"On the choice of the oscillators' installation site","Khuzina, L.B.| Mukhametshin, V.S.| Tyncherov, K.T.| Shaikhutdinova, A.F.","4","55531418000| 57194128050| 6506047076| 57205190442","2018","International Journal of Civil Engineering and Technology","1.32","29","12","1.63","12","18","Khuzina, L.B., Mukhametshin, V.S., Tyncherov, K.T. and 1 more (...) (2018).On the choice of the oscillators' installation site. International Journal of Civil Engineering and Technology,9(9) 1952-1959","https://www.scopus.com/record/display.url?eid=2-s2.0-85058948052&origin=resultslist","-","Article","2-s2.0-85058948052","Ufa State Petroleum Technological University","60001457| 60189658","Ufa State Petroleum Technological University| Almetyevsk State Oil Institute","Russian Federation","1705| 2205| 2207| 2215","Computer Networks and Communications| Civil and Structural Engineering| Control and Systems Engineering| Building and Construction","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Study of chemical and mineral composition of new sour milk bio-product with sapropel powder","Gorelik, O.| Shatskikh, Y.| Rebezov, M.| Kanareikina, S.| Kanareikin, V.| Lihodeyevskaya, O.| Andrushechkina, N.| Harlap, S.| Temerbayeva, M.| Dolmatova, I.| Okuskhanova, E.","11","57195346514| 57196150685| 54974244300| 57196149623| 57196148013| 57196151664| 57196149592| 57208038464| 57190874484| 57194526472| 57074098400","2017","Annual Research and Review in Biology","4.3","83","11","1.16","20","25","Gorelik, O., Shatskikh, Y., Rebezov, M. and 8 more (...) (2017).Study of chemical and mineral composition of new sour milk bio-product with sapropel powder. Annual Research and Review in Biology,18(4) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85032022344&origin=resultslist","10.9734/ARRB/2017/36937","Article","2-s2.0-85032022344","Ufa State Petroleum Technological University| Shakarim University| S. Toraighyrov Pavlodar State University| Nosov Magnitogorsk State Technical University","60110093| 118643817| 60107592| 60095509| 60001457| 60107235| 60104545| 60113784","Ural State Agrarian University| Russian Academy of Staffing of Agro-Industrial Complex| Federal State Educational Institution of Higher Education, Volgograd State Agricultural University| Bashkir State Agrarian University| Ufa State Petroleum Technological University| Toraighyrov University| Nosov Magnitogorsk State Technical University| Shakarim University","Kazakhstan| Russian Federation","1100| 1300","General Agricultural and Biological Sciences| General Biochemistry,Genetics and Molecular Biology","Cheeses,Caseins,Milk","178","Ass Milk,Asses,Lactalbumin","22298","94.043","84.05"
"Impact of oil compatibility on quality of produced fuel oil during start-up operations of the new residue ebullated bed H-Oil hydrocracking unit in the LUKOIL Neftohim Burgas refinery","Stratiev, D.| Shishkova, I.| Nedelchev, A.| Nikolaychuk, E.| Sharafutdinov, I.| Nikolova, R.| Mitkova, M.| Yordanov, D.| Belchev, Z.| Rudnev, N.","10","6602677975| 23010524500| 52364735700| 56572756600| 54942830800| 55876693400| 7004062729| 23991890100| 44462233700| 54943464500","2016","Fuel Processing Technology","2.63","66","11","0.69","24","39","Stratiev, D., Shishkova, I., Nedelchev, A. and 7 more (...) (2016).Impact of oil compatibility on quality of produced fuel oil during start-up operations of the new residue ebullated bed H-Oil hydrocracking unit in the LUKOIL Neftohim Burgas refinery. Fuel Processing Technology,143213-218","https://www.scopus.com/record/display.url?eid=2-s2.0-84949603831&origin=resultslist","10.1016/j.fuproc.2015.12.002","Article","2-s2.0-84949603831","Ufa State Petroleum Technological University| Bourgas Prof. Assen Zlatarov University","60002102| 60001457","Bourgas Prof. Assen Zlatarov University| Ufa State Petroleum Technological University","Russian Federation| Bulgaria","1500| 2102| 2103","General Chemical Engineering| Energy Engineering and Power Technology| Fuel Technology","Crude Oil,Asphaltenes,Oil Sands","629","Asphaltenes,Petroleum,Cubic Equations","629","67.805","98.863"
"Numerical simulation of oil formation with regulated disturbances. Oil recovery quality simulation","Batalov, S.A.| Andreev, V.E.| Lobankov, V.M.| Mukhametshin, V.Sh.","4","10042993000| 57198006697| 57192070092| 57194128050","2019","Journal of Physics: Conference Series","0.62","8","11","22.69","6","1","Batalov, S.A., Andreev, V.E., Lobankov, V.M. and 1 more (...) (2019).Numerical simulation of oil formation with regulated disturbances. Oil recovery quality simulation. Journal of Physics: Conference Series,1333(3) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85078030490&origin=resultslist","10.1088/1742-6596/1333/3/032006","Conference Paper","2-s2.0-85078030490","Ufa State Petroleum Technological University","60001457| 123643869| 60001457","Ufa State Petroleum Technological University| Sasi Institute of Strategic Research of the Republic of Bashkortostan| Ufa State Petroleum Technological University","Russian Federation","3100","General Physics and Astronomy","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Construction and operation of pipelines. Innovations and priorities","Bakhtizin, R.N.| Mustafin, F.M.| Bykov, L.I.| Hasanov, R.R.| Kunafin, R.N.","5","7005073686| 57189073150| 57191578940| 57191585428| 57191575529","2016","SOCAR Proceedings","2.7","55","11","0.62","24","42","Bakhtizin, R.N., Mustafin, F.M., Bykov, L.I. and 2 more (...) (2016).Construction and operation of pipelines. Innovations and priorities. SOCAR Proceedings,(3) 52-58","https://www.scopus.com/record/display.url?eid=2-s2.0-84991721687&origin=resultslist","10.5510/OGP20160300289","Article","2-s2.0-84991721687","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","1501| 1601| 1907| 1908| 1909| 2102| 2103| 2604","Chemical Engineering (miscellaneous)| Chemistry (miscellaneous)| Geology| Geophysics| Geotechnical Engineering and Engineering Geology| Energy Engineering and Power Technology| Fuel Technology| Applied Mathematics","Russia,Russian,Ukraine","549","Energy Security,Liquefied Natural Gas,Gas Market","18234","40.964","85.563"
"Synthesis of (4E,6Z)-hexadeca-4,6-dien-1-ol and its acetate - Components of the sex pheromone of Stathmopoda masinissa","Shakhmaev, R.N.| Sunagatullina, A.Sh.| Emyshaeva, N.V.| Zorin, V.V.","4","6602796125| 53985411900| 56512364500| 7102463675","2015","Chemistry of Natural Compounds","0.3","8","11","0.97","28","30","Shakhmaev, R.N., Sunagatullina, A.Sh., Emyshaeva, N.V. and 1 more (...) (2015).Synthesis of (4E,6Z)-hexadeca-4,6-dien-1-ol and its acetate - Components of the sex pheromone of Stathmopoda masinissa. Chemistry of Natural Compounds,51(1) 127-129","https://www.scopus.com/record/display.url?eid=2-s2.0-84929331438&origin=resultslist","10.1007/s10600-015-1217-8","Article","2-s2.0-84929331438","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","1110","Plant Science","Catalysis,Synthesis (Chemical),Catalysts","4","Grignard Reagents,Cross-coupling Reactions,Halides","11501","99.732","99.552"
"Studying heat-affected zone deformations of electric arc welding","Suleimanov, R.I.| Zainagalina, L.Z.| Khabibullin, M.Ya.| Zaripova, L.M.| Kovalev, N.O.","5","57195838256| 57201781056| 57212314516| 57201728805| 57193741462","2018","IOP Conference Series: Materials Science and Engineering","2.52","36","11","7.01","13","2","Suleimanov, R.I., Zainagalina, L.Z., Khabibullin, M.Ya. and 2 more (...) (2018).Studying heat-affected zone deformations of electric arc welding. IOP Conference Series: Materials Science and Engineering,327(3) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85046097885&origin=resultslist","10.1088/1757-899X/327/3/032053","Conference Paper","2-s2.0-85046097885","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","2200| 2500","General Engineering| General Materials Science","Welding,Friction Stir Welding,Welds","270","Welds,High-Strength Low-Alloy Steel,Welded Joints","29398","87.55","69.722"
"Effect of ultrasonic treatment on the structure and microhardness of ultrafine grained nickel processed by high pressure torsion","Mukhametgalina, A.A.| Samigullina, A.A.| Sergeyev, S.N.| Zhilyaev, A.P.| Nazarov, A.A.| Zagidullina, Y.R.| Parkhimovich, N.Y.| Rubanik, V.V.| Tsarenko, Y.V.","9","57194490443| 56145663700| 57194502532| 7004310065| 7201780354| 57194502550| 56916007400| 57215218253| 36118199100","2017","Letters on Materials","1.69","50","11","0.69","20","39","Mukhametgalina, A.A., Samigullina, A.A., Sergeyev, S.N. and 6 more (...) (2017).Effect of ultrasonic treatment on the structure and microhardness of ultrafine grained nickel processed by high pressure torsion. Letters on Materials,7(2) 85-90","https://www.scopus.com/record/display.url?eid=2-s2.0-85020397071&origin=resultslist","10.22226/2410-3535-2017-2-85-90","Article","2-s2.0-85020397071","Ufa State Petroleum Technological University| Belarus Academy of Sciences| Bashkir State University| Russian Academy of Sciences","60028722| 60021331| 60001414| 60001457| 60111022","Institute for Metals Superplasticity Problems of RAS| Russian Academy of Sciences| Baskirskij Gosudarstvennyj Universitet| Ufa State Petroleum Technological University| Institute of Technical Acoustics, Belarus","Russian Federation| Belarus","2500","General Materials Science","Microstructure,Steel,Austenite","20","Ultrasonic Processing,Grain Boundaries,Nanocrystalline Alloys","46694","97.456","64.311"
"Kinetics of the catalytic reforming of gasoline","Zainullin, R.Z.| Koledina, K.F.| Akhmetov, A.F.| Gubaidullin, I.M.","4","57195055179| 56005881200| 7004645636| 16401691400","2017","Kinetics and Catalysis","1.48","36","11","0.91","20","32","Zainullin, R.Z., Koledina, K.F., Akhmetov, A.F. and 1 more (...) (2017).Kinetics of the catalytic reforming of gasoline. Kinetics and Catalysis,58(3) 279-289","https://www.scopus.com/record/display.url?eid=2-s2.0-85025093158&origin=resultslist","10.1134/S0023158417030132","Article","2-s2.0-85025093158","Ufa State Petroleum Technological University| Russian Academy of Sciences","60001457| 60021331| 60106908","Ufa State Petroleum Technological University| Russian Academy of Sciences| Institute of Petrochemistry and Catalysis of RAS","Russian Federation","1503| 1600| 1706| 2611","Catalysis| General Chemistry| Computer Science Applications| Modeling and Simulation","Catalysts,Zeolites,Hydrogenation","7","Catalytic Reforming,Production of Methanol,Gasoline","25987","99.531","85.024"
"Evaluation of the Possibility of Obtaining Tube-to-Tube Sheet Welded Joints of 15Cr5Mo Steel by Alternative Technological Process","Rizvanov, R.G.| Mulikov, D.S.| Karetnikov, D.V.| Fairushin, A.M.| Tokarev, A.S.","5","6503973635| 57192199211| 55787685000| 24724216900| 57217363253","2018","IOP Conference Series: Materials Science and Engineering","1.75","25","11","7.01","13","2","Rizvanov, R.G., Mulikov, D.S., Karetnikov, D.V. and 2 more (...) (2018).Evaluation of the Possibility of Obtaining Tube-to-Tube Sheet Welded Joints of 15Cr5Mo Steel by Alternative Technological Process. IOP Conference Series: Materials Science and Engineering,317(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85044514941&origin=resultslist","10.1088/1757-899X/317/1/012077","Conference Paper","2-s2.0-85044514941","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","2200| 2500","General Engineering| General Materials Science","Industry,Belts,Conveyors","994","Laser Welding,Butt Joints,Vibration Isolators","24012","41.031","80.599"
"Estimation of influence character of installation loads on degree of corrosive wear of column apparatus","Mukhametzyanov, Z.R.| Rubtsov, A.V.| Valiev, A.S.","3","57199402497| 57196033993| 57204525279","2019","Lecture Notes in Mechanical Engineering","1.34","26","11","13.03","6","1","Mukhametzyanov, Z.R., Rubtsov, A.V., Valiev, A.S. (2019).Estimation of influence character of installation loads on degree of corrosive wear of column apparatus. Lecture Notes in Mechanical Engineering,0(9783319956299) 1999-2006","https://www.scopus.com/record/display.url?eid=2-s2.0-85060087270&origin=resultslist","10.1007/978-3-319-95630-5_215","Chapter","2-s2.0-85060087270","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","1507| 2202| 2203| 2210","Fluid Flow and Transfer Processes| Aerospace Engineering| Automotive Engineering| Mechanical Engineering","Cracks,Stress Intensity Factors,Crack Propagation","303","Offshore Pipelines,Buckling,Hyperbaric Chambers","10640","63.922","84.171"
"Prediction of production well flow rates using survey data","Mukhametshin, V.V.| Kuleshova, L.S.","2","57203543434| 49963947200","2019","IOP Conference Series: Earth and Environmental Science","0.59","7","11","23.54","6","1","Mukhametshin, V.V., Kuleshova, L.S. (2019).Prediction of production well flow rates using survey data. IOP Conference Series: Earth and Environmental Science,378(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85076389356&origin=resultslist","10.1088/1755-1315/378/1/012116","Conference Paper","2-s2.0-85076389356","Ufa State Petroleum Technological University","60001457| 60001457","Ufa State Petroleum Technological University| Ufa State Petroleum Technological University","Russian Federation","1900| 2300","General Earth and Planetary Sciences| General Environmental Science","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Chlorine condenser-evaporator simulation","Muraveva, E.A.","1","56512042300","2017","IOP Conference Series: Earth and Environmental Science","0.73","11","11","7.04","20","2","Muraveva, E.A. (2017).Chlorine condenser-evaporator simulation. IOP Conference Series: Earth and Environmental Science,87(8) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85032457463&origin=resultslist","10.1088/1755-1315/87/8/082032","Conference Paper","2-s2.0-85032457463","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","1900| 2300","General Earth and Planetary Sciences| General Environmental Science","Reservoirs (Water),Oil Well Flooding,Hydraulic Fracturing","164","Horizontal Wells,Hydraulic Fracturing,Oil and Gas Fields","65461","89.224","53.461"
"The impact of the global financial crisis on Russia’s cooperation with the countries of EurAsEC","Kobersy, I.S.| Kuzmina, T.I.| Guseva, A.I.| Lebedev, N.A.| Ismagilova, T.V.| Volkova, Y.S.","6","56299492900| 57190408263| 57191160684| 55848740900| 57190407968| 57190413368","2016","International Journal of Economics and Financial Issues","2.98","69","11","2.99","24","7","Kobersy, I.S., Kuzmina, T.I., Guseva, A.I. and 3 more (...) (2016).The impact of the global financial crisis on Russia’s cooperation with the countries of EurAsEC. International Journal of Economics and Financial Issues,6(1S) 300-305","https://www.scopus.com/record/display.url?eid=2-s2.0-84979796505&origin=resultslist","-","Article","2-s2.0-84979796505","Ufa State Petroleum Technological University| Moscow Polytechnic University| Russian Academy of Sciences| Moscow Engineering Physics Institute| Southern Federal University| Don State Technical University","60018011| 60105103| 60068673| 60110430| 60001457| 60025383","Don State Technical University| Moscow Polytechnic University| National Research Nuclear University MEPhI| Institute of Economics of the Russian Academy of Sciences| Ufa State Petroleum Technological University| Southern Federal University","Russian Federation","2000","General Economics,Econometrics and Finance","Students,Russian,Education","1114","Agroindustrial Complex,Eurasian Economic Union,EAEU","27875","77.644","99.247"
"An investigation on the feasibility of simulating the distribution of the boiling point and molecular weight of heavy oils","Stratiev, D.S.| Dinkov, R.K.| Shishkova, I.K.| Nedelchev, A.D.| Tasaneva, T.| Nikolaychuk, E.| Sharafutdinov, I.M.| Rudney, N.| Nenov, S.| Mitkova, M.| Skunov, M.| Yordanov, D.","12","6602677975| 23468976100| 23010524500| 52364735700| 56572901900| 56572756600| 54942830800| 56572813200| 6602223291| 7004062729| 56572780000| 23991890100","2015","Petroleum Science and Technology","2.24","60","11","0.83","28","34","Stratiev, D.S., Dinkov, R.K., Shishkova, I.K. and 9 more (...) (2015).An investigation on the feasibility of simulating the distribution of the boiling point and molecular weight of heavy oils. Petroleum Science and Technology,33(5) 527-541","https://www.scopus.com/record/display.url?eid=2-s2.0-84925588302&origin=resultslist","10.1080/10916466.2014.999945","Article","2-s2.0-84925588302","Ufa State Petroleum Technological University| University of Chemical Technology and Metallurgy Sofia","106634194| 60001457| 60022097","Burgas University| Ufa State Petroleum Technological University| University of Chemical Technology and Metallurgy Sofia","Russian Federation| Bulgaria","1500| 1600| 1909| 2102| 2103","General Chemical Engineering| General Chemistry| Geotechnical Engineering and Engineering Geology| Energy Engineering and Power Technology| Fuel Technology","Gasoline,Catalysts,Desulfurization","1485","Catalytic Cracking,Rice Bran Saccharide,Boiling Point","48159","0.335","52.031"
"The influence of quasi-static loading regimes on the strength of vessels operating under pressure","Kovshova, Y.S.| Kuzeev, I.R.| Naumkin, E.A.| Makhutov, N.A.| Gadenin, M.M.","5","57190029384| 6701756863| 56964380300| 7007007056| 6507965646","2015","Inorganic Materials","1.55","44","11","0","28","71","Kovshova, Y.S., Kuzeev, I.R., Naumkin, E.A. and 2 more (...) (2015).The influence of quasi-static loading regimes on the strength of vessels operating under pressure. Inorganic Materials,51(15) 1502-1507","https://www.scopus.com/record/display.url?eid=2-s2.0-84976609453&origin=resultslist","10.1134/S0020168515150091","Article","2-s2.0-84976609453","Ufa State Petroleum Technological University| Russian Academy of Sciences","60001457| 60030359","Ufa State Petroleum Technological University| Mechanical Engineering Research Institute, Russian Academy of Sciences","Russian Federation","1500| 1604| 2505| 2506","General Chemical Engineering| Inorganic Chemistry| Materials Chemistry| Metals and Alloys","Fatigue Of Materials,Fatigue Testing,Fatigue Crack Propagation","344","Strain Localization,Surface Layers,Plastic Deformation","17678","62.918","79.025"
"Corporate staff identity as a factor of increasing labor productivity","Gaisina, L.M.| Gareev, E.S.| Valitova, N.E.| Khairullina, N.G.| Ustinova, O.V.","5","57195339870| 56747799200| 56819133000| 21734952000| 57203848664","2015","Mediterranean Journal of Social Sciences","2.3","51","11","5.73","28","3","Gaisina, L.M., Gareev, E.S., Valitova, N.E. and 2 more (...) (2015).Corporate staff identity as a factor of increasing labor productivity. Mediterranean Journal of Social Sciences,6(5) 274-285","https://www.scopus.com/record/display.url?eid=2-s2.0-84940841794&origin=resultslist","10.5901/mjss.2015.v6n5p274","Article","2-s2.0-84940841794","Ufa State Petroleum Technological University| Tyumen State Oil and Gas University","60001457| 60104752| 60104752","Ufa State Petroleum Technological University| Tyumen industrial University| Tyumen industrial University","Russian Federation","1200| 2000| 3300","General Arts and Humanities| General Economics,Econometrics and Finance| General Social Sciences","Students,Russian,Education","1114","Housing Policy,Foreign Language,Nenets","70143","77.644","62.967"
"Forecasting the parameters of non-stationary water flooding of oil deposits","Yaskin, S.A.| Mukhametshin, V.V.| Andreev, V.E.| Dubinskiy, G.S.","4","57204643547| 57203543434| 57198006697| 56609164300","2018","IOP Conference Series: Earth and Environmental Science","1.41","20","10","9.76","15","1","Yaskin, S.A., Mukhametshin, V.V., Andreev, V.E. and 1 more (...) (2018).Forecasting the parameters of non-stationary water flooding of oil deposits. IOP Conference Series: Earth and Environmental Science,194(6) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85057369095&origin=resultslist","10.1088/1755-1315/194/6/062037","Conference Paper","2-s2.0-85057369095","Ufa State Petroleum Technological University| Lukoil| Russian Academy of Sciences","60003228| 60001457| 114435040| 60021331| 60030359","Lukoil| Ufa State Petroleum Technological University| State-financed Institution of the Republic of Bashkortostan Environmental Research and Protection Ce| Russian Academy of Sciences| Mechanical Engineering Research Institute, Russian Academy of Sciences","Russian Federation","1900| 2300","General Earth and Planetary Sciences| General Environmental Science","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Dipole polarizability, structure, and stability of [2+2]-linked fullerene nanostructures (C60)n (n≤7)","Pankratyev, E.Y.| Tukhbatullina, A.A.| Sabirov, D.S.","3","35761265500| 55257678300| 12799307200","2017","Physica E: Low-Dimensional Systems and Nanostructures","1.77","39","10","1.04","21","28","Pankratyev, E.Y., Tukhbatullina, A.A., Sabirov, D.S. (2017).Dipole polarizability, structure, and stability of [2+2]-linked fullerene nanostructures (C60)n (n≤7). Physica E: Low-Dimensional Systems and Nanostructures,86237-242","https://www.scopus.com/record/display.url?eid=2-s2.0-85000443050&origin=resultslist","10.1016/j.physe.2016.10.042","Article","2-s2.0-85000443050","Ufa State Petroleum Technological University| Russian Academy of Sciences","60021331| 60107632| 60001457| 60021331| 60106908","Russian Academy of Sciences| Institute of Physics of Molecules and Crystals, Ufa Scientific Center,RAS| Ufa State Petroleum Technological University| Russian Academy of Sciences| Institute of Petrochemistry and Catalysis of RAS","Russian Federation","2504| 3104| 3107","Electronic, Optical and Magnetic Materials| Condensed Matter Physics| Atomic and Molecular Physics, and Optics","Fullerenes,Porphyrins,Isomers","731","Fullerene C70,Addend,Isomerism","33779","54.618","51.437"
"Automation of the drying and milling unit for the mineral powders plant","Ostroukh, A.| Maksimychev, O.| Nikolaev, A.| Kolbasin, A.| Nedoseko, I.","5","7801330029| 8964508200| 55940918800| 57189308558| 6508383453","2016","ARPN Journal of Engineering and Applied Sciences","1.01","21","10","1.95","26","14","Ostroukh, A., Maksimychev, O., Nikolaev, A. and 2 more (...) (2016).Automation of the drying and milling unit for the mineral powders plant. ARPN Journal of Engineering and Applied Sciences,11(9) 5717-5721","https://www.scopus.com/record/display.url?eid=2-s2.0-84968901844&origin=resultslist","-","Article","2-s2.0-84968901844","Ufa State Petroleum Technological University| Moscow Automobile and Road Construction State Technical University","60007516| 60007516| 60001457","Moscow Automobile and Road Construction State Technical University (MADI)| Moscow Automobile and Road Construction State Technical University (MADI)| Ufa State Petroleum Technological University","Russian Federation","2200","General Engineering","Students,Teacher,Learning","337","Document Management,Earthmoving Machinery,Factual Situations","66452","66.6","61.472"
"Concentration of paramagnetic centres at low-temperature thermal destruction of asphaltenes of heavy petroleum distillates","Dolomatov, M.U.| Rodionov, A.A.| Gafurov, M.R.| Petrov, A.V.| Biktagirov, T.B.| Bakhtizin, R.Z.| Makarchikov, S.O.| Khairudinov, I.Z.| Orlinskii, S.B.","9","6603583462| 55838511037| 7003858686| 57192422163| 54082626500| 7005073685| 57192438943| 57192432087| 6603460368","2016","Magnetic Resonance in Solids","3.46","60","10","0.87","26","33","Dolomatov, M.U., Rodionov, A.A., Gafurov, M.R. and 6 more (...) (2016).Concentration of paramagnetic centres at low-temperature thermal destruction of asphaltenes of heavy petroleum distillates. Magnetic Resonance in Solids,18(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85006371569&origin=resultslist","-","Article","2-s2.0-85006371569","Ufa State Petroleum Technological University| Kazan Volga Region Federal University| Bashkir State University","60001414| 60001457| 60070941| 113995578","Baskirskij Gosudarstvennyj Universitet| Ufa State Petroleum Technological University| Kazan Federal University| Institute of Petroleum Refining and Petrochemistry","Russian Federation","1607| 2504| 3106| 3107","Spectroscopy| Electronic, Optical and Magnetic Materials| Nuclear and High Energy Physics| Atomic and Molecular Physics, and Optics","Photochemotherapy,Porphyrins,Photosensitizing Agents","314","Asphaltenes,Vanadates,Porphyrins","16831","78.648","81.986"
