
"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Description of “Candidatus Jettenia ecosi” sp. nov., a New Species of Anammox Bacteria","Botchkova, E.A.| Litti, Y.V.| Novikov, A.A.| Grouzdev, D.S.| Bochkareva, E.S.| Beskorovayny, A.V.| Kuznetsov, B.B.| Nozhevnikova, A.N.","8","56674603800| 55251689800| 57195301592| 55683461500| 57204874029| 57204874702| 7102807771| 35516284800","2018","Microbiology (Russian Federation)","0.91","20","5","0.71","29","38","Botchkova, E.A., Litti, Y.V., Novikov, A.A. and 5 more (...) (2018).Description of “Candidatus Jettenia ecosi” sp. nov., a New Species of Anammox Bacteria. Microbiology (Russian Federation),87(6) 766-776","https://www.scopus.com/record/display.url?eid=2-s2.0-85057578430&origin=resultslist","10.1134/S002626171806005X","Article","2-s2.0-85057578430","Russian Academy of Sciences| Lomonosov Moscow State University| I.M. Gubkin Russian State University of Oil and Gas","60109101| 60010055| 60007457","Federal Research Centre “Fundamentals of Biotechnology” of the Russian Academy of Sciences| National University of Oil and Gas «Gubkin University»| Lomonosov Moscow State University","Russian Federation","2402| 2404","Applied Microbiology and Biotechnology| Microbiology","Microbial Fuel Cells,Anaerobic Digestion,Bioreactors","65","Anaerobic Ammonium Oxidation,Anammox Bacterium,Nitrogen Removal","5131","98.929","99.542"
"Radiation Stability of Metal Fe0.56Ni0.44 Nanowires Exposed to Powerful Pulsed Ion Beams","Bedin, S.A.| Ovchinnikov, V.V.| Remnev, G.E.| Makhin’ko, F.F.| Pavlov, S.K.| Gushchina, N.V.| Zagorskiy, D.L.","7","24178033600| 57025641100| 35577676700| 57193547825| 57191747603| 6602003253| 55816408300","2018","Physics of Metals and Metallography","3.6","73","5","0.68","29","39","Bedin, S.A., Ovchinnikov, V.V., Remnev, G.E. and 4 more (...) (2018).Radiation Stability of Metal Fe0.56Ni0.44 Nanowires Exposed to Powerful Pulsed Ion Beams. Physics of Metals and Metallography,119(1) 44-51","https://www.scopus.com/record/display.url?eid=2-s2.0-85043468714&origin=resultslist","10.1134/S0031918X18010040","Article","2-s2.0-85043468714","Ural Federal University| Tomsk Polytechnic University| Russian Academy of Sciences| RAS - Institute of Electrophysics, Ural Branch| RAS - Shubnikov Institute of Crystallography| I.M. Gubkin Russian State University of Oil and Gas","60021331| 60020490| 60103702| 60024069| 60021331| 60070881| 60010055","Russian Academy of Sciences| Institute of Electrophysics of the Ural Division of the Russian Academy of Sciences| Ural Federal University| Tomsk Polytechnic University| Russian Academy of Sciences| Shubnikov Institute of Crystallography, Russian Academy of Sciences| National University of Oil and Gas «Gubkin University»","Russian Federation","2505| 3104","Materials Chemistry| Condensed Matter Physics","Magnetron Sputtering,Nitriding,Coatings","369","Ion Irradiation,Recoil Atoms,Alloys","42513","71.218","54.863"
"Theory of the anomalous critical behavior for the smectic- A -hexatic transition","Kats, E.I.| Lebedev, V.V.| Muratov, A.R.","3","7006255135| 8971405800| 57091389800","2016","Physical Review E","2.29","30","5","0.63","40","41","Kats, E.I., Lebedev, V.V., Muratov, A.R. (2016).Theory of the anomalous critical behavior for the smectic- A -hexatic transition. Physical Review E,93(6) ","https://www.scopus.com/record/display.url?eid=2-s2.0-84977151197&origin=resultslist","10.1103/PhysRevE.93.062707","Article","2-s2.0-84977151197","RAS - Landau Institute for Theoretical Physics| Russian Academy of Sciences| I.M. Gubkin Russian State University of Oil and Gas","60021331| 60068683| 60010055","Russian Academy of Sciences| Landau Institute for Theoretical Physics, Russian Academy of Sciences| National University of Oil and Gas «Gubkin University»","Russian Federation","2613| 3104| 3109","Statistics and Probability| Condensed Matter Physics| Statistical and Nonlinear Physics","Liquid Crystals,Nematic Liquid Crystals,Liquid Crystal Displays","220","Nematic,Liquid Crystals,N-(4-Methoxybenzylidene)-4-Butylaniline","15872","76.372","65.053"
"On the origin of petroleum n-alkylbenzenes","Gordadze, G.N.| Plotnikova, I.N.| Giruts, M.V.| Poshibaeva, A.R.| Bogatyrev, S.O.| Koshelev, V.N.","6","6602104368| 13004845400| 8607789200| 56943463600| 56403097500| 7103357969","2015","Petroleum Chemistry","1.07","35","5","0.41","44","51","Gordadze, G.N., Plotnikova, I.N., Giruts, M.V. and 3 more (...) (2015).On the origin of petroleum n-alkylbenzenes. Petroleum Chemistry,55(8) 604-608","https://www.scopus.com/record/display.url?eid=2-s2.0-84946208386&origin=resultslist","10.1134/S0965544115080058","Article","2-s2.0-84946208386","Kazan Volga Region Federal University| I.M. Gubkin Russian State University of Oil and Gas","60010055| 60070941","National University of Oil and Gas «Gubkin University»| Kazan Federal University","Russian Federation","1500| 1600| 1906| 2102| 2103","General Chemical Engineering| General Chemistry| Geochemistry and Petrology| Energy Engineering and Power Technology| Fuel Technology","Ethylenes,Apples,Fruit","308","Obafluorin,Xanthomonas Campestris,Acyl Coenzyme A","71338","74.364","35.1"
"Examination of the Nvidia RTX","Sanzharov, V.V.| Gorbonosov, A.I.| Frolov, V.A.| Voloboy, A.G.","4","57203162429| 57211633815| 55535611600| 36663079200","2019","CEUR Workshop Proceedings","1.98","23","5","4.48","16","4","Sanzharov, V.V., Gorbonosov, A.I., Frolov, V.A. and 1 more (...) (2019).Examination of the Nvidia RTX. CEUR Workshop Proceedings,24857-12","https://www.scopus.com/record/display.url?eid=2-s2.0-85074694454&origin=resultslist","-","Conference Paper","2-s2.0-85074694454","RAS - Keldysh Institute of Applied Mathematics| Lomonosov Moscow State University| I.M. Gubkin Russian State University of Oil and Gas","60010055| 60010862| 60007457","National University of Oil and Gas «Gubkin University»| Keldysh Institute of Applied Mathematics of Russian Academy of Sciences| Lomonosov Moscow State University","Russian Federation","1700","General Computer Science","Algorithms,Computer Graphics,Surfaces","228","Bounding Volume Hierarchy,Ray Tracing,Kd-Tree","16285","68.608","73.921"
"Georadar sensing from terrestrial surface and shafts: Approaches to evaluation of rock fracturing","Balabin, R.V.| Volkomirskaya, L.B.| Gulevich, O.A.| Krivosheev, N.V.| Lyakhov, G.A.| Musalev, D.N.| Reznikov, A.E.| Safieva, R.Z.| Semyonov, S.N.","9","15049329900| 6506614217| 56663135100| 56663143300| 7005653966| 6504385640| 7102270319| 6602805500| 56663107800","2015","Physics of Wave Phenomena","2.99","67","5","0.27","44","58","Balabin, R.V., Volkomirskaya, L.B., Gulevich, O.A. and 6 more (...) (2015).Georadar sensing from terrestrial surface and shafts: Approaches to evaluation of rock fracturing. Physics of Wave Phenomena,23(2) 143-153","https://www.scopus.com/record/display.url?eid=2-s2.0-84930208130&origin=resultslist","10.3103/S1541308X15020107","Article","2-s2.0-84930208130","I.M. Gubkin Russian State University of Oil and Gas| Russian Academy of Sciences| Swiss Federal Institute of Technology Zurich| RAS - General Physics Institute| RAS - Pushkov Institute of Terrestrial Magnetism, Ionosphere and Radiowave Propagation| Don State Technical University","60010055| 60025858| 60014036| 60021331| 60018011| 60021331| 60068680","National University of Oil and Gas «Gubkin University»| ETH Zürich| Pushkov Institute of Terrestrial Magnetism, Ionosphere and Radiowave Propagation, Russian Academy of| Russian Academy of Sciences| Don State Technical University| Russian Academy of Sciences| Prokhorov General Physics Institute of the Russian Academy of Sciences","Switzerland| Russian Federation","3100","General Physics and Astronomy","Electrical Resistivity,Ground Penetrating Radar Systems,Geological Surveys","508","Ground Penetrating Radar,Ultra-Wideband (UWB),Bows","30169","56.693","70.245"
"Relation between self-organization and wear mechanisms of diamond films","Podgursky, V.| Bogatov, A.| Yashin, M.| Sobolev, S.| Gershman, I.S.","5","6602501896| 56770941400| 57192918430| 56585577200| 6701814828","2018","Entropy","1.95","32","5","0.57","29","44","Podgursky, V., Bogatov, A., Yashin, M. and 2 more (...) (2018).Relation between self-organization and wear mechanisms of diamond films. Entropy,20(4) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85045840063&origin=resultslist","10.3390/e20040279","Article","2-s2.0-85045840063","Moscow State Technological University Stankin| Moscow Polytechnic University| Tallinn University of Technology| Open Joint Stock Company Russian Railways| I.M. Gubkin Russian State University of Oil and Gas","60068861| 60010055| 60105103| 60109763| 60014196","Tallinna Tehnikaülikool| National University of Oil and Gas «Gubkin University»| Moscow Polytechnic University| ""Joint Stock Company ""Scientific Research Institute of Railway Transport""""| Moscow State Technological University Stankin","Russian Federation| Estonia","3100","General Physics and Astronomy","Diamonds,Diamond Films,Carbon Films","352","Diamond Films,Polishing,Vapor Deposition","17158","70.683","83.218"
"Crystallization and glass transition in crude oils and their fractions at atmospheric and high pressures","Kutcherov, V.| Chernoutsan, A.| Brazhkin, V.","3","14622887800| 6506290098| 7006207785","2017","Journal of Molecular Liquids","0.62","30","5","0.16","36","67","Kutcherov, V., Chernoutsan, A., Brazhkin, V. (2017).Crystallization and glass transition in crude oils and their fractions at atmospheric and high pressures. Journal of Molecular Liquids,241428-434","https://www.scopus.com/record/display.url?eid=2-s2.0-85020833115&origin=resultslist","10.1016/j.molliq.2017.05.056","Review","2-s2.0-85020833115","Russian Academy of Sciences| KTH Royal Institute of Technology| I.M. Gubkin Russian State University of Oil and Gas","60002014| 60010055| 60073370| 60021331","The Royal Institute of Technology (KTH)| National University of Oil and Gas «Gubkin University»| Institute for High Pressure Physics, Russian Academy of Sciences| Russian Academy of Sciences","Russian Federation| Sweden","1606| 1607| 2504| 2505| 3104| 3107","Physical and Theoretical Chemistry| Spectroscopy| Electronic, Optical and Magnetic Materials| Materials Chemistry| Condensed Matter Physics| Atomic and Molecular Physics, and Optics","Crude Oil,Asphaltenes,Oil Sands","629","Pour Point,Depressants,Waxes","3495","67.805","96.155"
"Hydrodynamic modeling of thermochemical treatment of low permeable kerogen-containing reservoirs","Kravchenko, M.N.| Dieva, N.N.| Lishchuk, A.N.| Muradov, A.V.| Vershinin, V.E.","5","7004264665| 56369921600| 57214965964| 56021909400| 56006629500","2018","Georesursy","0.77","12","5","0.83","29","34","Kravchenko, M.N., Dieva, N.N., Lishchuk, A.N. and 2 more (...) (2018).Hydrodynamic modeling of thermochemical treatment of low permeable kerogen-containing reservoirs. Georesursy,20(3) 178-185","https://www.scopus.com/record/display.url?eid=2-s2.0-85076483502&origin=resultslist","10.18599/grs.2018.3.178-185","Article","2-s2.0-85076483502","Tyumen State University| I.M. Gubkin Russian State University of Oil and Gas","60010055| 119427836| 60009789","National University of Oil and Gas «Gubkin University»| HMS Group Management Company LLC| University of Tyumen","Russian Federation","1907| 1908","Geology| Geophysics","Hydrocarbons,Deposits,Basin","1407","Western Siberia,Catagenesis,Jurassic","38138","12.784","79.418"
"Controllable queueing systems: From the very beginning up to nowadays","Rykov, V.","1","7006845635","2017","Reliability: Theory and Applications","0.1","3","5","0.36","36","54","Rykov, V. (2017).Controllable queueing systems: From the very beginning up to nowadays. Reliability: Theory and Applications,12(2) 39-61","https://www.scopus.com/record/display.url?eid=2-s2.0-85053922627&origin=resultslist","-","Review","2-s2.0-85053922627","I.M. Gubkin Russian State University of Oil and Gas","60010055","National University of Oil and Gas «Gubkin University»","Russian Federation","1804| 2213| 3311","Statistics, Probability and Uncertainty| Safety, Risk, Reliability and Quality| Safety Research","Servers,Queueing Theory,Markov Processes","843","Retrial Queue,Working Vacation,Supplementary Variable","2074","35.207","88.965"
"Heat generators modeling for oil and gas production systems","Bondarenko, V.V.| Mokhov, M.A.| Sazonov, Yu.A.","3","7402523168| 36146450100| 7004518492","2015","Neftyanoe Khozyaystvo - Oil Industry","0.13","11","5","0.55","44","44","Bondarenko, V.V., Mokhov, M.A., Sazonov, Yu.A. (2015).Heat generators modeling for oil and gas production systems. Neftyanoe Khozyaystvo - Oil Industry,(12) 127-129","https://www.scopus.com/record/display.url?eid=2-s2.0-84968784376&origin=resultslist","-","Article","2-s2.0-84968784376","I.M. Gubkin Russian State University of Oil and Gas","60010055","National University of Oil and Gas «Gubkin University»","Russian Federation","2102| 2103","Energy Engineering and Power Technology| Fuel Technology","Well Logging,Reservoirs (Water),Petroleum Reservoirs","1411","Perth,Western Australia,Compressed Gas","64720","15.73","50.492"
"Assessment of caprock fluid-resistive characteristics of pre-urals fore deep southern part","Osipov, A.V.| Monakova, A.S.| Zakharchenko, M.V.| Mustaev, R.N.","4","8574084700| 56400949900| 57111954600| 56400854700","2015","Geomodel 2015 - 17th Scientific-Practical Conference on Oil and Gas Geological Exploration and Development","0.99","15","5","3.04","44","7","Osipov, A.V., Monakova, A.S., Zakharchenko, M.V. and 1 more (...) (2015).Assessment of caprock fluid-resistive characteristics of pre-urals fore deep southern part. Geomodel 2015 - 17th Scientific-Practical Conference on Oil and Gas Geological Exploration and Development,649-653","https://www.scopus.com/record/display.url?eid=2-s2.0-84957922847&origin=resultslist","-","Conference Paper","2-s2.0-84957922847","I.M. Gubkin Russian State University of Oil and Gas","60010055","National University of Oil and Gas «Gubkin University»","Russian Federation","1907| 1908| 2102| 2103","Geology| Geophysics| Energy Engineering and Power Technology| Fuel Technology","Lakes,Gold,Ore Deposits","1083","Nepa,Riphean,Catagenesis","58572","11.981","76.43"
"Investigation of the ozonation products of natural complex mixtures using Fourier transform ion cyclotron resonance mass spectrometry","Kostyukevich, Y.| Stavitskaya, A.| Zherebker, A.| Konstantinova, M.| Vlaskin, M.| Borisova, L.| Kononikhin, A.| Popov, I.| Nikolaev, E.","9","54897911800| 57190568044| 56245448000| 7005287693| 25628784900| 7006547878| 8678493100| 7202087266| 55394217800","2017","European Journal of Mass Spectrometry","2.19","42","5","0.54","36","45","Kostyukevich, Y., Stavitskaya, A., Zherebker, A. and 6 more (...) (2017).Investigation of the ozonation products of natural complex mixtures using Fourier transform ion cyclotron resonance mass spectrometry. European Journal of Mass Spectrometry,23(4) 152-155","https://www.scopus.com/record/display.url?eid=2-s2.0-85038127024&origin=resultslist","10.1177/1469066717718836","Article","2-s2.0-85038127024","RAS - Joint Institute for High Temperatures Research| RAS - N.N. Semenov Institute of Chemical Physics| Russian Academy of Sciences| Moscow Institute of Physics and Technology| Skolkovo Institute of Science and Technology| Lomonosov Moscow State University| I.M. Gubkin Russian State University of Oil and Gas| Higher School of Economics","60107405| 60069636| 60021331| 60096196| 60021331| 60000308| 60017889| 60021331| 60010055| 60007457| 60020513","Skolkovo Institute of Science and Technology| N.N. Semenov Federal Research Center for Chemical Physics, Russian Academy of Sciences| Russian Academy of Sciences| Emanuel Institute of Biochemical Physics, Russian Academy of Sciences| Russian Academy of Sciences| Moscow Institute of Physics and Technology| Joint Institute for High Temperatures of the Russian Academy of Sciences| Russian Academy of Sciences| National University of Oil and Gas «Gubkin University»| Lomonosov Moscow State University| National Research University Higher School of Economics","Russian Federation","1607| 3107","Spectroscopy| Atomic and Molecular Physics, and Optics","Proteomics,Mass Spectrometry,Proteins","227","Cyclotron Resonance,Deuterium,Electrospray Ionization","43648","89.424","75.757"
"Mobility-Centric Analysis of Communication Offloading for Heterogeneous Internet of Things Devices","Kozyrev, D.| Ometov, A.| Moltchanov, D.| Rykov, V.| Efrosinin, D.| Milovanova, T.| Andreev, S.| Koucheryavy, Y.","8","26040704400| 56028797300| 7801384540| 7006845635| 55350489000| 26641495400| 27067535800| 6507253900","2018","Wireless Communications and Mobile Computing","3.18","61","5","0.66","29","40","Kozyrev, D., Ometov, A., Moltchanov, D. and 5 more (...) (2018).Mobility-Centric Analysis of Communication Offloading for Heterogeneous Internet of Things Devices. Wireless Communications and Mobile Computing,2018","https://www.scopus.com/record/display.url?eid=2-s2.0-85053033445&origin=resultslist","10.1155/2018/3761075","Article","2-s2.0-85053033445","RAS - Institute of Control Sciences| People's Friendship University of Russia| I.M. Gubkin Russian State University of Oil and Gas| Tampere University","60015024| 60007574| 60009565| 60010055","RUDN University| V. A. Trapeznikov Institute of Control Sciences, Russian Academy of Sciences| Tampere University of Technology| National University of Oil and Gas «Gubkin University»","Finland| Russian Federation","1705| 1710| 2208","Computer Networks and Communications| Information Systems| Electrical and Electronic Engineering","Cognitive Radio,MIMO Systems,Orthogonal Frequency Division Multiplexing","3","Cellular Networks,Power Allocation,Relay Selection","5521","97.925","99.394"
"The Northern Sea Route: Problems and prospects of development of transport route in the Arctic","Fedorov, V.P.| Zhuravel, V.P.| Grinyaev, S.N.| Medvedev, D.A.","4","57193094459| 57202587519| 57210917964| 57210914395","2020","IOP Conference Series: Earth and Environmental Science","6.14","30","4","38.94","5","1","Fedorov, V.P., Zhuravel, V.P., Grinyaev, S.N. and 1 more (...) (2020).The Northern Sea Route: Problems and prospects of development of transport route in the Arctic. IOP Conference Series: Earth and Environmental Science,434(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85079661888&origin=resultslist","10.1088/1755-1315/434/1/012007","Conference Paper","2-s2.0-85079661888","Russian Academy of Sciences| I.M. Gubkin Russian State University of Oil and Gas","60110456| 60010055","The Institute of Europe, Russian Academy of Sciences| National University of Oil and Gas «Gubkin University»","Russian Federation","1900| 2300","General Earth and Planetary Sciences| General Environmental Science","Arctic,Seas,Piracy","938","Arctic,Coastal State,Law of the Sea","10537","29.853","94.813"
"Modeling gas dissolution in black oil models","Zubov, V.R.| Indrupskiy, I.M.| Bogachev, K.Yu.","3","57141909100| 14015783600| 6507386007","2015","Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference","0","4","4","0.79","48","35","Zubov, V.R., Indrupskiy, I.M., Bogachev, K.Yu. (2015).Modeling gas dissolution in black oil models. Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference,","https://www.scopus.com/record/display.url?eid=2-s2.0-85088195399&origin=resultslist","10.2118/176618-ms","Conference Paper","2-s2.0-85088195399","I.M. Gubkin Russian State University of Oil and Gas","60010055| 113527374| 119046829","National University of Oil and Gas «Gubkin University»| OGRI RAS| Rock Flow Dynamics","Russian Federation","1906| 1908| 1909| 2103","Geochemistry and Petrology| Geophysics| Geotechnical Engineering and Engineering Geology| Fuel Technology","Seismic Waves,Seismology,Seismic Data","371","Earth Orbital Rendezvous,History Matching,Seismic Monitoring","71315","59.438","39.691"
"Challenges of formation of engineering thinking of technical specialists","Gorokhova, N.V.| Kubyshko, I.N.","2","57201981393| 57201987619","2018","Astra Salvensis","2.21","24","4","3.3","33","6","Gorokhova, N.V., Kubyshko, I.N. (2018).Challenges of formation of engineering thinking of technical specialists. Astra Salvensis,6625-630","https://www.scopus.com/record/display.url?eid=2-s2.0-85046634949&origin=resultslist","-","Article","2-s2.0-85046634949","I.M. Gubkin Russian State University of Oil and Gas","60105217| 60010055","Moscow State University of Technologies and Management| National University of Oil and Gas «Gubkin University»","Russian Federation","1202| 1211| 1212| 3304| 3316","History| Philosophy| Religious Studies| Education| Cultural Studies","Students,Russian,Education","1114","Pedagogical Support,Educational Process,Professional Competence","13419","77.644","99.37"
"Biodiesel fuel production by Aspergillus niger whole-cell biocatalyst in optimized medium","Almyasheva, N.R.| Shuktueva, M.I.| Petrova, D.A.| Kopitsyn, D.S.| Kotelev, M.S.| Vinokurov, V.A.| Novikov, A.A.","7","56406547700| 55889512000| 57218098979| 55796794500| 55144076800| 7101929921| 57195301592","2018","Mycoscience","3.54","63","4","0.76","33","37","Almyasheva, N.R., Shuktueva, M.I., Petrova, D.A. and 4 more (...) (2018).Biodiesel fuel production by Aspergillus niger whole-cell biocatalyst in optimized medium. Mycoscience,59(2) 147-152","https://www.scopus.com/record/display.url?eid=2-s2.0-85039761712&origin=resultslist","10.1016/j.myc.2017.09.003","Article","2-s2.0-85039761712","Lomonosov Moscow State University| Russian Academy of Medical Sciences| I.M. Gubkin Russian State University of Oil and Gas","60010055| 60109881| 60007457","National University of Oil and Gas «Gubkin University»| Gause Institute of New Antibiotics RAMS| Lomonosov Moscow State University","Russian Federation","1105","Ecology, Evolution, Behavior and Systematics","Lipases,Biocatalysts,Biocatalysis","323","Transesterification,Triacylglycerol Lipase,Pseudozyma Antarctica","13514","86.546","94.996"
"A catalyst for producing diesel fuels with improved cold flow characteristics","Grudanova, A.I.| Gulyaeva, L.A.| Krasil’nikova, L.A.| Chernysheva, E.A.","4","57200191276| 7003566818| 57189029805| 8551384900","2016","Catalysis in Industry","0.55","21","4","0.18","45","65","Grudanova, A.I., Gulyaeva, L.A., Krasil’nikova, L.A. and 1 more (...) (2016).A catalyst for producing diesel fuels with improved cold flow characteristics. Catalysis in Industry,8(1) 40-47","https://www.scopus.com/record/display.url?eid=2-s2.0-84964720198&origin=resultslist","10.1134/S2070050416010074","Article","2-s2.0-84964720198","I.M. Gubkin Russian State University of Oil and Gas","100435088| 60010055","All-Russian Research Institute of Oil Refining| National University of Oil and Gas «Gubkin University»","Russian Federation","1503","Catalysis","Catalysts,Zeolites,Hydrogenation","7","Isomerization,Temperature Programmed Desorption,Isopentane","3127","99.531","91.94"
"An ultrahigh-resolution mass spectrometry study of ozonation products of petroleum sulfur compounds","Stavitskaya, A.V.| Konstantinova, M.L.| Safieva, R.Z.","3","57190568044| 7005287693| 6602805500","2016","Petroleum Chemistry","1.47","37","4","0.29","45","58","Stavitskaya, A.V., Konstantinova, M.L., Safieva, R.Z. (2016).An ultrahigh-resolution mass spectrometry study of ozonation products of petroleum sulfur compounds. Petroleum Chemistry,56(7) 623-628","https://www.scopus.com/record/display.url?eid=2-s2.0-84981287936&origin=resultslist","10.1134/S0965544116020146","Article","2-s2.0-84981287936","Saint Petersburg Mining University| Russian Academy of Sciences| I.M. Gubkin Russian State University of Oil and Gas","60010055| 60096196| 60029071","National University of Oil and Gas «Gubkin University»| Emanuel Institute of Biochemical Physics, Russian Academy of Sciences| Saint Petersburg Mining University","Russian Federation","1500| 1600| 1906| 2102| 2103","General Chemical Engineering| General Chemistry| Geochemistry and Petrology| Energy Engineering and Power Technology| Fuel Technology","Crude Oil,Asphaltenes,Oil Sands","629","Naphthenates,Tar Sands,Process Water","6001","67.805","97.437"
"Acid and Oxidative Treatment of Raw Material for the Production of Nanofibrillar Cellulose","Novikov, A.A.| Anikushin, B.M.| Petrova, D.A.| Konstantinova, S.A.| Mel’nikov, V.B.| Vinokurov, V.A.","6","57195301592| 57200859784| 57218098979| 55827262800| 57201739590| 7101929921","2018","Chemistry and Technology of Fuels and Oils","1.46","34","4","0.44","33","50","Novikov, A.A., Anikushin, B.M., Petrova, D.A. and 3 more (...) (2018).Acid and Oxidative Treatment of Raw Material for the Production of Nanofibrillar Cellulose. Chemistry and Technology of Fuels and Oils,54(5) 564-568","https://www.scopus.com/record/display.url?eid=2-s2.0-85057337707&origin=resultslist","10.1007/s10553-018-0960-5","Article","2-s2.0-85057337707","Lomonosov Moscow State University| I.M. Gubkin Russian State University of Oil and Gas","60010055| 60007457","National University of Oil and Gas «Gubkin University»| Lomonosov Moscow State University","Russian Federation","1500| 1600| 2102| 2103","General Chemical Engineering| General Chemistry| Energy Engineering and Power Technology| Fuel Technology","Cellulose,Lignin,Cellulases","119","Nanocellulose,Oxidized Cellulose,Nanowhiskers","348","97.791","99.971"
"Partial oxidation of methane to synthesis gas over NdCaCoO4 catalyst: Kinetic modeling of autothermal reforming","Gartman, T.N.| Sovetin, F.S.| Borovkova, E.A.| Shvets, V.F.| Kozlovskii, R.A.| Loktev, A.S.| Lebedev, Yu.V.| Dedov, A.G.| Moiseev, I.I.","9","6603198132| 35369463900| 56943345300| 7103160465| 6602642773| 7003346600| 56954508400| 7005177188| 7101827937","2015","Petroleum Chemistry","1.28","42","4","0.31","48","56","Gartman, T.N., Sovetin, F.S., Borovkova, E.A. and 6 more (...) (2015).Partial oxidation of methane to synthesis gas over NdCaCoO4 catalyst: Kinetic modeling of autothermal reforming. Petroleum Chemistry,55(6) 455-461","https://www.scopus.com/record/display.url?eid=2-s2.0-84946749701&origin=resultslist","10.1134/S0965544115060043","Article","2-s2.0-84946749701","Mendeleev University of Chemical Technology| Gazprom| I.M. Gubkin Russian State University of Oil and Gas","60012138| 60010055| 60022227","Mendeleev University of Chemical Technology of Russia| National University of Oil and Gas «Gubkin University»| Gazprom","Russian Federation","1500| 1600| 1906| 2102| 2103","General Chemical Engineering| General Chemistry| Geochemistry and Petrology| Energy Engineering and Power Technology| Fuel Technology","-","-","-","-","-","-"
"Structure and the Age of Conglomerates of Mount Southern Demerdzhi Based on the First U/Pb Dating of Detrital Zircons (Upper Jurassic, Crimean Mountains)","Rud’ko, S.V.| Kuznetsov, N.B.| Romanyuk, T.V.| Belousova, E.A.","4","51664089900| 20734582700| 6602962661| 7004100545","2018","Doklady Earth Sciences","0.61","11","4","0.6","33","43","Rud’ko, S.V., Kuznetsov, N.B., Romanyuk, T.V. and 1 more (...) (2018).Structure and the Age of Conglomerates of Mount Southern Demerdzhi Based on the First U/Pb Dating of Detrital Zircons (Upper Jurassic, Crimean Mountains). Doklady Earth Sciences,483(1) 1423-1426","https://www.scopus.com/record/display.url?eid=2-s2.0-85058857006&origin=resultslist","10.1134/S1028334X18110223","Article","2-s2.0-85058857006","Macquarie University| Russian Academy of Sciences| RAS - United Schmidt Institute of Physics of the Earth| I.M. Gubkin Russian State University of Oil and Gas","60104186| 60021331| 60010055| 60019544| 60069620| 60021331","Geological Institute, Russian Academy of Sciences| Russian Academy of Sciences| National University of Oil and Gas «Gubkin University»| Macquarie University| Schmidt Institute of Physics of the Earth of the Russian Academy of Sciences| Russian Academy of Sciences","Australia| Russian Federation","1900| 1901","General Earth and Planetary Sciences| Earth and Planetary Sciences (miscellaneous)","Earthquakes,North Anatolian Fault,Basin","844","Black Sea,Crimea,Albian","36443","38.822","64.621"
"Effect of the Support Nature on Stability of Nickel and Nickel–Cobalt Catalysts for Partial Oxidation and Dry Reforming of Methane to Synthesis Gas","Dedov, A.G.| Loktev, A.S.| Mukhin, I.E.| Baranchikov, A.E.| Ivanov, V.K.| Bykov, M.A.| Solodova, E.V.| Moiseev, I.I.","8","7005177188| 7003346600| 56625704800| 6603369496| 56532555100| 57217843473| 56755051900| 7101827937","2019","Petroleum Chemistry","4.62","88","4","0.82","20","34","Dedov, A.G., Loktev, A.S., Mukhin, I.E. and 5 more (...) (2019).Effect of the Support Nature on Stability of Nickel and Nickel–Cobalt Catalysts for Partial Oxidation and Dry Reforming of Methane to Synthesis Gas. Petroleum Chemistry,59(4) 385-393","https://www.scopus.com/record/display.url?eid=2-s2.0-85066470056&origin=resultslist","10.1134/S0965544119040042","Article","2-s2.0-85066470056","RAS - Kurnakov Institute of General and Inorganic Chemistry| Russian Academy of Sciences| Lomonosov Moscow State University| I.M. Gubkin Russian State University of Oil and Gas","60010055| 60084538| 60021331| 60007457| 60095467| 60021331","National University of Oil and Gas «Gubkin University»| Kurnakov Institute of General and Inorganic Chemistry, Russian Academy of Sciences| Russian Academy of Sciences| Lomonosov Moscow State University| A.V.Topchiev Institute of Petrochemical Synthesis, RAS| Russian Academy of Sciences","Russian Federation","1500| 1600| 1906| 2102| 2103","General Chemical Engineering| General Chemistry| Geochemistry and Petrology| Energy Engineering and Power Technology| Fuel Technology","Catalysts,Zeolites,Hydrogenation","7","Dry Reforming Methane,Steam Reforming,Synthesis Gas","837","99.531","99.789"
