
"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Three-component spiro heterocyclization of pyrrole-2,3-diones with malononitrile and indan-1,3-dione","Dmitriev, M.V.| Silaichev, P.S.| Maslivets, A.N.","3","35094965000| 8521794900| 7003775887","2016","Russian Journal of Organic Chemistry","0.6","17","4","0.39","45","52","Dmitriev, M.V., Silaichev, P.S., Maslivets, A.N. (2016).Three-component spiro heterocyclization of pyrrole-2,3-diones with malononitrile and indan-1,3-dione. Russian Journal of Organic Chemistry,52(4) 600-601","https://www.scopus.com/record/display.url?eid=2-s2.0-84971616780&origin=resultslist","10.1134/S1070428016040254","Article","2-s2.0-84971616780","Perm State National Research University","60023914","Perm State University","Russian Federation","1605","Organic Chemistry","Synthesis (Chemical),Cycloaddition Reaction,Cyclization","882","Dione,Pyrroles,Pyrrolo(1,2-A)Quinoxaline","26228","29.585","63.485"
"Visual analytics tools for systematic exploration of multi-parameter data of social web-based service users","Ryabinin, K.V.| Belousov, K.I.| Chuprina, S.I.| Shchebetenko, S.A.| Permyakov, S.S.","5","56085695800| 56331104300| 56086359200| 36053689000| 57204965469","2018","Scientific Visualization","1.38","25","4","0.45","33","49","Ryabinin, K.V., Belousov, K.I., Chuprina, S.I. and 2 more (...) (2018).Visual analytics tools for systematic exploration of multi-parameter data of social web-based service users. Scientific Visualization,10(4) 93-110","https://www.scopus.com/record/display.url?eid=2-s2.0-85058151588&origin=resultslist","10.26583/sv.10.4.07","Article","2-s2.0-85058151588","Perm State National Research University| Higher School of Economics","60023914| 60020513","Perm State University| National Research University Higher School of Economics","Russian Federation","1707| 1712","Computer Vision and Pattern Recognition| Software","Students,Education,Teaching","542","Data Visualization,Ontology,Client/Server","78136","73.494","44.382"
"Enantioselective retention mechanisms of dipeptides on antibiotic-based chiral stationary phases: Leucyl-leucine, glycyl-leucine, and leucyl-glycine as case studies","Reshetova, E.N.| Kopchenova, M.V.| Vozisov, S.E.| Vasyanin, A.N.| Asnin, L.D.","5","26430019000| 57209268877| 57209275345| 14065580300| 6602774626","2019","Journal of Chromatography A","1.86","37","4","0.81","20","35","Reshetova, E.N., Kopchenova, M.V., Vozisov, S.E. and 2 more (...) (2019).Enantioselective retention mechanisms of dipeptides on antibiotic-based chiral stationary phases: Leucyl-leucine, glycyl-leucine, and leucyl-glycine as case studies. Journal of Chromatography A,1602368-377","https://www.scopus.com/record/display.url?eid=2-s2.0-85067129947&origin=resultslist","10.1016/j.chroma.2019.06.025","Article","2-s2.0-85067129947","Perm State National Research University| RAS - Institute of Technical Chemistry, Ural Branch| Perm National Research Polytechnic University| RAS - Ural Branch","60072266| 60109739| 60023325| 60023914","Ural Branch, Russian Academy of Sciences| Institute of Technical Chemistry of Ural Branch of the RAS| Perm National Research Polytechnic University| Perm State University","Russian Federation","1303| 1602| 1605","Biochemistry| Analytical Chemistry| Organic Chemistry","Chromatography,Liquid Chromatography,Column Chromatography","376","Stationary Phase,18-Crown-6 2,3,11,12-Tetracarboxylic Acid,Cinchona Alkaloids","26294","69.946","80.037"
"Synthesis, Bioevaluation, Structure-Activity Relationship and Docking Studies of Natural Product Inspired (Z)-3-benzylideneisobenzofuran-1(3H)-ones as Highly Potent antioxidants and Antiplatelet agents","Shyamlal, B.R.K.| Yadav, L.| Tiwari, M.K.| Mathur, M.| Prikhodko, J.I.| Mashevskaya, I.V.| Yadav, D.K.| Chaudhary, S.","8","57190307228| 57202624087| 57119050500| 56401581400| 57194078150| 6701661074| 36997636500| 18133545100","2020","Scientific Reports","5.09","56","4","2.17","5","13","Shyamlal, B.R.K., Yadav, L., Tiwari, M.K. and 5 more (...) (2020).Synthesis, Bioevaluation, Structure-Activity Relationship and Docking Studies of Natural Product Inspired (Z)-3-benzylideneisobenzofuran-1(3H)-ones as Highly Potent antioxidants and Antiplatelet agents. Scientific Reports,10(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85079339579&origin=resultslist","10.1038/s41598-020-59218-6","Article","2-s2.0-85079339579","Malaviya National Institute of Technology| Perm State National Research University| Suresh Gyan Vihar University| Gachon University","60017757| 60114286| 60023914| 60080734","Malaviya National Institute of Technology Jaipur| Suresh Gyan Vihar University| Perm State University| Gachon University","India| South Korea| Russian Federation","1000","Multidisciplinary","Fungi,Endophytes,Aspergillus","799","Isocoumarins,Amicoumacin A,Phthalides","16212","59.839","77.865"
"Effective Synthesis of 3-(2-Furyl)Phthalides under the Friedel-Crafts Reaction Conditions","Shpuntov, P.M.| Shcherbinin, V.A.| Butin, A.V.","3","55347351800| 36193269000| 6602178447","2015","Chemistry of Heterocyclic Compounds","0.51","13","4","0.4","48","51","Shpuntov, P.M., Shcherbinin, V.A., Butin, A.V. (2015).Effective Synthesis of 3-(2-Furyl)Phthalides under the Friedel-Crafts Reaction Conditions. Chemistry of Heterocyclic Compounds,50(12) 1768-1771","https://www.scopus.com/record/display.url?eid=2-s2.0-84953350030&origin=resultslist","10.1007/s10593-015-1649-x","Article","2-s2.0-84953350030","Perm State National Research University| Kuban State Technological University","60069628| 60023914","Kuban State Technological University| Perm State University","Russian Federation","1605","Organic Chemistry","Naphthoquinones,Plants,Apoptosis","1291","Lapachol,Beta-Lapachone,Naphthoquinones","12294","33.467","90.347"
"Deployment of Large-Size Shell Constructions by Internal Pressure","Pestrenin, V.M.| Pestrenina, I.V.| Rusakov, S.V.| Kondyurin, A.V.","4","6603186278| 6603269081| 56085029200| 56431368000","2015","Mechanics of Composite Materials","1.33","27","4","0.46","48","48","Pestrenin, V.M., Pestrenina, I.V., Rusakov, S.V. and 1 more (...) (2015).Deployment of Large-Size Shell Constructions by Internal Pressure. Mechanics of Composite Materials,51(5) 629-636","https://www.scopus.com/record/display.url?eid=2-s2.0-84956946440&origin=resultslist","10.1007/s11029-015-9532-5","Article","2-s2.0-84956946440","University of Sydney| Perm State National Research University","60023914| 60025709","Perm State University| The University of Sydney","Australia| Russian Federation","2211| 2502| 2503| 2507| 2600| 3104","Mechanics of Materials| Biomaterials| Ceramics and Composites| Polymers and Plastics| General Mathematics| Condensed Matter Physics","Neutrons,Neutron Sources,Neutron Detectors","1141","Tropoelastin,Ion Implantation,Immersion","50045","14.859","71.81"
"Oxidation of carbon by water vapor in hydrate gas-formation mechanism in manufacture of cellular glass","Vaisman, Y.I.| Ketov, A.A.| Ketov, Y.A.| Molochko, R.A.","4","9270132600| 7801322898| 56698290000| 56698310800","2015","Russian Journal of Applied Chemistry","0.58","18","4","0.38","48","52","Vaisman, Y.I., Ketov, A.A., Ketov, Y.A. and 1 more (...) (2015).Oxidation of carbon by water vapor in hydrate gas-formation mechanism in manufacture of cellular glass. Russian Journal of Applied Chemistry,88(3) 382-385","https://www.scopus.com/record/display.url?eid=2-s2.0-84932597755&origin=resultslist","10.1134/S1070427215030039","Article","2-s2.0-84932597755","Perm State National Research University| Perm National Research Polytechnic University","60023325| 60023914","Perm National Research Polytechnic University| Perm State University","Russian Federation","1500| 1600","General Chemical Engineering| General Chemistry","Hydroxyapatite,Calcium Phosphate,Scaffolds","247","Barytocalcite,Carbon-14,Sintering","52383","92.57","50.306"
"Advanced bioreactor treatments of hydrocarbon-containing wastewater","Kuyukina, M.S.| Krivoruchko, A.V.| Ivshina, I.B.","3","6603140098| 55645780300| 6701606381","2020","Applied Sciences (Switzerland)","1.33","20","4","2.16","5","13","Kuyukina, M.S., Krivoruchko, A.V., Ivshina, I.B. (2020).Advanced bioreactor treatments of hydrocarbon-containing wastewater. Applied Sciences (Switzerland),10(3) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85081543513&origin=resultslist","10.3390/app10030831","Review","2-s2.0-85081543513","Perm State National Research University| RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch| Russian Academy of Sciences| RAS - Perm Federal Research Center, Ural Branch","60023914| 60109740| 60021331| 60109737","Perm State University| Institute of Ecology and Genetics of Microorganisms, Ural Branch of the Russian Academy of Sciences| Russian Academy of Sciences| Perm Federal Research Center, Ural Branch, Russian Academy of Sciences","Russian Federation","1507| 1508| 1706| 2200| 2500| 3105","Fluid Flow and Transfer Processes| Process Chemistry and Technology| Computer Science Applications| General Engineering| General Materials Science| Instrumentation","Membranes,Desalination,Ultrafiltration","223","Produced Water,Ceramic Membranes,Microfiltration","14533","97.323","95.801"
"Intramolecular Palladium-Catalyzed Oxidative Amination of Furans: Synthesis of Functionalized Indoles","Makarov, A.S.| Uchuskin, M.G.| Gevorgyan, V.","3","36053054600| 24081771500| 7003570939","2018","Journal of Organic Chemistry","5.37","117","4","0.5","33","47","Makarov, A.S., Uchuskin, M.G., Gevorgyan, V. (2018).Intramolecular Palladium-Catalyzed Oxidative Amination of Furans: Synthesis of Functionalized Indoles. Journal of Organic Chemistry,83(22) 14010-14021","https://www.scopus.com/record/display.url?eid=2-s2.0-85056167576&origin=resultslist","10.1021/acs.joc.8b02470","Article","2-s2.0-85056167576","Perm State National Research University| University of Illinois at Chicago","60023914| 60027561","Perm State University| University of Illinois at Chicago","United States| Russian Federation","1605","Organic Chemistry","Catalysis,Synthesis (Chemical),Catalysts","4","Alkenes,Palladium,Diastereoselectivity","10001","99.732","97.37"
"Three-component spiro heterocyclization of 1H-pyrrole-2,3-diones with malononitrile and pyrazolones. Crystal and molecular structure of a spiro[pyrano[2,3-c]-pyrazole-4,3′-pyrrole]","Dmitriev, M.V.| Silaichev, P.S.| Sal'nikova, T.V.| Melyukhin, P.V.| Maslivets, A.N.","5","35094965000| 8521794900| 56741079100| 55180651000| 7003775887","2015","Russian Journal of Organic Chemistry","0.38","20","4","0.2","48","63","Dmitriev, M.V., Silaichev, P.S., Sal'nikova, T.V. and 2 more (...) (2015).Three-component spiro heterocyclization of 1H-pyrrole-2,3-diones with malononitrile and pyrazolones. Crystal and molecular structure of a spiro[pyrano[2,3-c]-pyrazole-4,3′-pyrrole]. Russian Journal of Organic Chemistry,51(6) 884-887","https://www.scopus.com/record/display.url?eid=2-s2.0-84938070794&origin=resultslist","10.1134/S1070428015060111","Article","2-s2.0-84938070794","Perm State National Research University","60023914","Perm State University","Russian Federation","1605","Organic Chemistry","Synthesis (Chemical),Cycloaddition Reaction,Cyclization","882","Dione,Pyrroles,Pyrrolo(1,2-A)Quinoxaline","26228","29.585","63.485"
"Chemistry of iminofurans: XIV. Ring opening of 5-substituted furan-2,3-dione 3-benzoylhydrazones by the action of aromatic and heterocyclic amines","Kiselev, M.A.| Igidov, N.M.| Chernov, I.N.| Toksarova, Y.S.| Rubtsov, A.E.","5","57102936000| 6701786062| 57195214982| 36054177700| 7007059861","2017","Russian Journal of Organic Chemistry","2.01","50","4","0.38","41","53","Kiselev, M.A., Igidov, N.M., Chernov, I.N. and 2 more (...) (2017).Chemistry of iminofurans: XIV. Ring opening of 5-substituted furan-2,3-dione 3-benzoylhydrazones by the action of aromatic and heterocyclic amines. Russian Journal of Organic Chemistry,53(6) 920-925","https://www.scopus.com/record/display.url?eid=2-s2.0-85026298840&origin=resultslist","10.1134/S1070428017060173","Article","2-s2.0-85026298840","Perm State Pharmaceutical Academy| Perm State National Research University| Nizhny Novgorod State University","60069635| 60008673| 60023914","Perm State Pharmaceutical Academy| Lobachevsky State University of Nizhni Novgorod| Perm State University","Russian Federation","1605","Organic Chemistry","Synthesis (Chemical),Cycloaddition Reaction,Cyclization","882","Furans,Triphenyls,Heterocyclic Amines","72924","29.585","44.592"
"Study of two cases of severe tornadoes in the Predural'e region","Shikhov, A.N.| Bykov, A.V.","2","56951126200| 57023211500","2015","Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa","1.04","27","4","0.2","48","63","Shikhov, A.N., Bykov, A.V. (2015).Study of two cases of severe tornadoes in the Predural'e region. Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa,12(3) 124-133","https://www.scopus.com/record/display.url?eid=2-s2.0-84952055100&origin=resultslist","-","Article","2-s2.0-84952055100","Perm State National Research University","60023914","Perm State University","Russian Federation","1705| 1706| 1903","Computer Networks and Communications| Computer Science Applications| Computers in Earth Sciences","Wind,Wind Stress,Wind Effects","1226","Superplasticity,Tornadoes,Coulomb Friction","81779","34.873","62.259"
"Unraveling the unusual effect of fluorination on crystal packing in an organic semiconductor","Komissarova, E.A.| Dominskiy, D.I.| Zhulanov, V.E.| Abashev, G.G.| Siddiqui, A.| Singh, S.P.| Sosorev, A.Y.| Paraschuk, D.Y.","8","57189388560| 57195300646| 57191372790| 35477433800| 57205463298| 56595731100| 36115421300| 6701552333","2020","Physical Chemistry Chemical Physics","2.51","20","4","3.42","5","8","Komissarova, E.A., Dominskiy, D.I., Zhulanov, V.E. and 5 more (...) (2020).Unraveling the unusual effect of fluorination on crystal packing in an organic semiconductor. Physical Chemistry Chemical Physics,22(3) 1665-1673","https://www.scopus.com/record/display.url?eid=2-s2.0-85078551184&origin=resultslist","10.1039/c9cp05455c","Article","2-s2.0-85078551184","CSIR - Indian Institute of Chemical Technology| RAS - Institute of Spectroscopy| Perm State National Research University| RAS - Institute of Technical Chemistry, Ural Branch| Russian Academy of Sciences| Lomonosov Moscow State University| Academy of Scientific and Innovative Research","60109739| 60021331| 60023914| 60007457| 60023994| 60121522| 60021331| 60069259","Institute of Technical Chemistry of Ural Branch of the RAS| Russian Academy of Sciences| Perm State University| Lomonosov Moscow State University| Indian Institute of Chemical Technology| Academy of Scientific and Innovative Research (AcSIR)| Russian Academy of Sciences| Institute of Spectroscopy, Russian Academy of Sciences","India| Russian Federation","1606| 3100","Physical and Theoretical Chemistry| General Physics and Astronomy","Organic Light Emitting Diodes (OLED),Solar Cells,Conjugated Polymers","61","Organic Field Effect Transistors,Isoindigotin,Semiconducting Polymers","2037","99.13","99.578"
"Reflexive characteristic adaptations within the five-factor theory of personality framework","Shchebetenko, S.A.","1","36053689000","2015","Psikhologicheskii Zhurnal","0.43","24","4","0.38","48","52","Shchebetenko, S.A. (2015).Reflexive characteristic adaptations within the five-factor theory of personality framework. Psikhologicheskii Zhurnal,36(6) 55-65","https://www.scopus.com/record/display.url?eid=2-s2.0-84958684216&origin=resultslist","-","Article","2-s2.0-84958684216","Perm State National Research University","60023914","Perm State University","Russian Federation","3200","General Psychology","Work,Personality,Psychology","29","Personality,Extraversion,Judgments","20736","97.858","84.291"
"Highly Stable Conjugates of Carbon Nanoparticles with DNA Aptamers","Khramtsov, P.| Kropaneva, M.| Kalashnikova, T.| Bochkova, M.| Timganova, V.| Zamorina, S.| Rayev, M.","7","56342617300| 57200165186| 57203576255| 6602909205| 35779213900| 6507973926| 7801554240","2018","Langmuir","1.59","37","4","0.48","33","48","Khramtsov, P., Kropaneva, M., Kalashnikova, T. and 4 more (...) (2018).Highly Stable Conjugates of Carbon Nanoparticles with DNA Aptamers. Langmuir,34(35) 10321-10332","https://www.scopus.com/record/display.url?eid=2-s2.0-85052322433&origin=resultslist","10.1021/acs.langmuir.8b01255","Article","2-s2.0-85052322433","Perm State National Research University| RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch| Russian Academy of Sciences","60023914| 60109740| 60021331","Perm State University| Institute of Ecology and Genetics of Microorganisms, Ural Branch of the Russian Academy of Sciences| Russian Academy of Sciences","Russian Federation","1603| 1607| 2500| 3104| 3110","Electrochemistry| Spectroscopy| General Materials Science| Condensed Matter Physics| Surfaces and Interfaces","Graphene,Carbon Nanotubes,Nanotubes","22","Carbon Quantum Dots,Nanodots,Carbon Nanoparticles","1195","99.866","99.977"
"Historical and recent aufeis in the Indigirka River basin (Russia)","Makarieva, O.| Shikhov, A.| Nesterova, N.| Ostashov, A.","4","57216983727| 56951126200| 57062298500| 57207927266","2019","Earth System Science Data","1.02","26","4","0.44","20","47","Makarieva, O., Shikhov, A., Nesterova, N. and 1 more (...) (2019).Historical and recent aufeis in the Indigirka River basin (Russia). Earth System Science Data,11(1) 409-420","https://www.scopus.com/record/display.url?eid=2-s2.0-85063288502&origin=resultslist","10.5194/essd-11-409-2019","Review","2-s2.0-85063288502","RAS - Melnikov Permafrost Institute, Siberian Branch| St. Petersburg State University| Perm State National Research University| Russian Academy of Sciences| Russian Federal Service for Hydrometeorology and Environmental Monitoring","60103851| 60021331| 60031888| 60023914| 60070987","Melnikov Permafrost Institute of the Siberian Branch of the RAS| Russian Academy of Sciences| Saint Petersburg State University| Perm State University| State Hydrological Institute","Russian Federation","1900","General Earth and Planetary Sciences","Glaciers,Holocene,Glacial Geology","103","Thermokarst,Tundra,Thaw","1359","90.83","99.483"
"Efficient methods to study phase equilibria in multinary aqueous systems","Mazunin, S.A.| Noskov, M.N.| Elsukov, A.V.","3","6507484638| 56644452000| 56644646900","2017","Russian Journal of Inorganic Chemistry","0.38","8","4","0.51","41","47","Mazunin, S.A., Noskov, M.N., Elsukov, A.V. (2017).Efficient methods to study phase equilibria in multinary aqueous systems. Russian Journal of Inorganic Chemistry,62(5) 539-544","https://www.scopus.com/record/display.url?eid=2-s2.0-85020191737&origin=resultslist","10.1134/S0036023617050163","Article","2-s2.0-85020191737","Perm State National Research University","60023914","Perm State University","Russian Federation","1604| 1606| 2501","Inorganic Chemistry| Physical and Theoretical Chemistry| Materials Science (miscellaneous)","Phase Change Materials,Heat Storage,Thermal Energy","1069","Phase Change Materials,Hydrates,Potassium Nitrates","46576","86.145","44.779"
"Conceptual assignment and experience of the task solution for optimization of supervisory activities in the field of sanitary and epidemiological welfare of the population","Zaitseva, N.V.| Kiryanov, D.A.| May, I.V.| Shur, P.Z.| Tsinker, M.Yu.","5","7101903269| 57194239496| 56548428200| 6508141345| 57189662007","2017","Gigiena i Sanitariya","0.5","14","4","0.4","41","52","Zaitseva, N.V., Kiryanov, D.A., May, I.V. and 2 more (...) (2017).Conceptual assignment and experience of the task solution for optimization of supervisory activities in the field of sanitary and epidemiological welfare of the population. Gigiena i Sanitariya,96(1) 10-15","https://www.scopus.com/record/display.url?eid=2-s2.0-85049669333&origin=resultslist","10.18821/0016-9900-2017-96-1-10-15","Article","2-s2.0-85049669333","Perm State National Research University| Perm National Research Polytechnic University","60107400| 60023914| 60023325","Federal Scientific Center for Medical and Preventive Health Risk Management Technologies| Perm State University| Perm National Research Polytechnic University","Russian Federation","2307| 2310| 2739","Health, Toxicology and Mutagenesis| Pollution| Public Health, Environmental and Occupational Health","Sudden Infant Death,Anoxia,Respiration","777","Physical Development,Russian North,Nenets","26696","35.141","82.004"
"Cell adaptations of Rhodococcus rhodochrous IEGM 66 to betulin biotransformation","Tarasova, E.V.| Grishko, V.V.| Ivshina, I.B.","3","55917113500| 7006467013| 6701606381","2017","Process Biochemistry","0.91","24","4","0.37","41","54","Tarasova, E.V., Grishko, V.V., Ivshina, I.B. (2017).Cell adaptations of Rhodococcus rhodochrous IEGM 66 to betulin biotransformation. Process Biochemistry,521-9","https://www.scopus.com/record/display.url?eid=2-s2.0-85001975474&origin=resultslist","10.1016/j.procbio.2016.10.003","Article","2-s2.0-85001975474","Perm State National Research University| RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch| RAS - Institute of Technical Chemistry, Ural Branch| Russian Academy of Sciences","60021331| 60109740| 60109739| 60021331| 60023914","Russian Academy of Sciences| Institute of Ecology and Genetics of Microorganisms, Ural Branch of the Russian Academy of Sciences| Institute of Technical Chemistry of Ural Branch of the RAS| Russian Academy of Sciences| Perm State University","Russian Federation","1303| 1502| 2402","Biochemistry| Bioengineering| Applied Microbiology and Biotechnology","Acids,Triterpenes,Oleanolic Acid","765","Betulin,Betulonic Acid,Lupane","9941","55.89","94.886"
"Potential of magnesium salt-monoalkylpolyethylene glycol-water systems for use in micellar extraction","Elokhov, A.M.| Lesnov, A.E.| Kudryashova, O.S.","3","56670378300| 6602185615| 6601985658","2016","Russian Journal of Inorganic Chemistry","0.44","10","4","0.43","45","50","Elokhov, A.M., Lesnov, A.E., Kudryashova, O.S. (2016).Potential of magnesium salt-monoalkylpolyethylene glycol-water systems for use in micellar extraction. Russian Journal of Inorganic Chemistry,61(2) 243-249","https://www.scopus.com/record/display.url?eid=2-s2.0-84962892242&origin=resultslist","10.1134/S0036023616020066","Article","2-s2.0-84962892242","Perm State National Research University| RAS - Institute of Technical Chemistry, Ural Branch","60109739| 60023914","Institute of Technical Chemistry of Ural Branch of the RAS| Perm State University","Russian Federation","1604| 1606| 2501","Inorganic Chemistry| Physical and Theoretical Chemistry| Materials Science (miscellaneous)","Micelles,Surface Active Agents,Critical Micelle Concentration","406","Point Cloud,Nonidet P-40,Micellization","15732","62.584","87.669"
"Phase and extraction equilibriums in aqueous segregable systems with protolytic interaction","Petrov, B.I.| Lesnov, A.E.| Denisova, S.A.","3","57197502046| 6602185615| 7003586094","2015","Journal of Analytical Chemistry","0.2","27","4","0.07","48","70","Petrov, B.I., Lesnov, A.E., Denisova, S.A. (2015).Phase and extraction equilibriums in aqueous segregable systems with protolytic interaction. Journal of Analytical Chemistry,70(6) 647-660","https://www.scopus.com/record/display.url?eid=2-s2.0-84930212853&origin=resultslist","10.1134/S1061934815040140","Review","2-s2.0-84930212853","Altai State University| Perm State National Research University| RAS - Institute of Technical Chemistry, Ural Branch| Russian Academy of Sciences| RAS - Ural Branch","60020346| 60072266| 60021331| 60109739| 60023914","Altai State University, Barnaul| Ural Branch, Russian Academy of Sciences| Russian Academy of Sciences| Institute of Technical Chemistry of Ural Branch of the RAS| Perm State University","Russian Federation","1602","Analytical Chemistry","X Ray Powder Diffraction,Crystal Structure,Minerals","774","G 1616,Isoquinolines,Tetrahydroisoquinoline Derivative","46777","44.11","27.73"
"Stability of uniform vertical flow through a close porous filter in the presence of solute immobilization","Maryshev, B.S.| Lyubimova, T.P.","2","36761142000| 7003528531","2016","European Physical Journal E","0.47","15","4","0.37","45","54","Maryshev, B.S., Lyubimova, T.P. (2016).Stability of uniform vertical flow through a close porous filter in the presence of solute immobilization. European Physical Journal E,39(6) ","https://www.scopus.com/record/display.url?eid=2-s2.0-84977517617&origin=resultslist","10.1140/epje/i2016-16066-9","Article","2-s2.0-84977517617","Perm State National Research University| RAS - Institute of Continuous Media Mechanics, Ural Branch| RAS - Ural Branch","60072266| 60026928| 60023914","Ural Branch, Russian Academy of Sciences| Institute of Continuous Media Mechanics of the Ural Branch of Russian Academy of Science| Perm State University","Russian Federation","1304| 1305| 1600| 2500| 3110","Biophysics| Biotechnology| General Chemistry| General Materials Science| Surfaces and Interfaces","Carbon Capture,Shale,Storage (Materials)","635","Hele-Shaw,Convection,Linear Stability Analysis","30899","76.305","82.921"
"Stress-strain state near the wedge top with rigidly fastened sides","Pestrenin, V.M.| Pestrenina, I.V.| Landik, L.V.","3","6603186278| 6603269081| 56239094500","2016","PNRPU Mechanics Bulletin","0.62","18","4","0.63","45","41","Pestrenin, V.M., Pestrenina, I.V., Landik, L.V. (2016).Stress-strain state near the wedge top with rigidly fastened sides. PNRPU Mechanics Bulletin,2016(3) 131-147","https://www.scopus.com/record/display.url?eid=2-s2.0-85002766475&origin=resultslist","10.15593/perm.mech/2016.3.09","Article","2-s2.0-85002766475","Perm State National Research University","60023914","Perm State University","Russian Federation","2206| 2211| 2501","Computational Mechanics| Mechanics of Materials| Materials Science (miscellaneous)","Cracks,Stress Intensity Factors,Crack Propagation","303","Stress Singularity,Bimaterial,V-Notch","11626","63.922","71.791"
"A GIS-based modeling of snow accumulation and melt processes in the Votkinsk reservoir basin","Pyankov, S.V.| Shikhov, A.N.| Kalinin, N.A.| Sviyazov, E.M.","4","6506152923| 56951126200| 7006661915| 6504582057","2018","Journal of Geographical Sciences","1.95","36","4","0.66","33","40","Pyankov, S.V., Shikhov, A.N., Kalinin, N.A. and 1 more (...) (2018).A GIS-based modeling of snow accumulation and melt processes in the Votkinsk reservoir basin. Journal of Geographical Sciences,28(2) 221-237","https://www.scopus.com/record/display.url?eid=2-s2.0-85042660074&origin=resultslist","10.1007/s11442-018-1469-x","Article","2-s2.0-85042660074","Perm State National Research University","60023914| 60023914","Perm State University| Perm State University","Russian Federation","1901","Earth and Planetary Sciences (miscellaneous)","Climate Models,Model,Rainfall","5","Snow Water Equivalent,Snowpack,Snow Accumulation","9577","98.996","94.936"
"Stability of stationary plane-parallel flow of viscoplastic fluid between two differentially heated vertical plates","Lyubimova, T.P.| Perminov, A.V.","2","7003528531| 56028254100","2015","Journal of Non-Newtonian Fluid Mechanics","1.26","27","4","0.25","48","60","Lyubimova, T.P., Perminov, A.V. (2015).Stability of stationary plane-parallel flow of viscoplastic fluid between two differentially heated vertical plates. Journal of Non-Newtonian Fluid Mechanics,22451-60","https://www.scopus.com/record/display.url?eid=2-s2.0-84941647553&origin=resultslist","10.1016/j.jnnfm.2015.08.003","Article","2-s2.0-84941647553","Perm State National Research University| Perm National Research Polytechnic University| RAS - Institute of Continuous Media Mechanics, Ural Branch","60026928| 60023914| 60023325","Institute of Continuous Media Mechanics of the Ural Branch of Russian Academy of Science| Perm State University| Perm National Research Polytechnic University","Russian Federation","1500| 2210| 2500| 2604| 3104","General Chemical Engineering| Mechanical Engineering| General Materials Science| Applied Mathematics| Condensed Matter Physics","Rheology,Fluids,Shear Flow","801","Viscoplastic Fluid,Yield Stress,Rayleigh Number","16606","49.732","93.005"
"Stability of a stationary plane-parallel flow of a ternary fluid between two vertical plates maintained at constant different temperatures","Lyubimova, T.| Lobov, N.| Shevtsova, V.","3","7003528531| 6603339637| 7007033659","2018","European Physical Journal E","1.33","31","4","0.45","33","49","Lyubimova, T., Lobov, N., Shevtsova, V. (2018).Stability of a stationary plane-parallel flow of a ternary fluid between two vertical plates maintained at constant different temperatures. European Physical Journal E,41(2) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85042504237&origin=resultslist","10.1140/epje/i2018-11628-5","Article","2-s2.0-85042504237","Université libre de Bruxelles| Perm State National Research University| RAS - Institute of Continuous Media Mechanics, Ural Branch","60026928| 60023914| 60000145","Institute of Continuous Media Mechanics of the Ural Branch of Russian Academy of Science| Perm State University| Université libre de Bruxelles (ULB)","Belgium| Russian Federation","1304| 1305| 1600| 2500| 3110","Biophysics| Biotechnology| General Chemistry| General Materials Science| Surfaces and Interfaces","Heat Transfer,Nusselt Number,Natural Convection","142","Soret Coefficient,Thermophoresis,Thermal Diffusion","11476","96.319","92.477"
