
"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"External respiration features in preteen schoolchildren with scoliosis - Residents of European north","Abramova, M.A.| Chernozemov, V.G.| Popova, O.N.| Tichonova, E.V.| Gudkov, A.B.","5","57045687500| 6506167478| 55531211800| 57198779558| 34876731200","2015","Human Ecology (Russian Federation)","0.87","26","1","0.14","66","66","Abramova, M.A., Chernozemov, V.G., Popova, O.N. and 2 more (...) (2015).External respiration features in preteen schoolchildren with scoliosis - Residents of European north. Human Ecology (Russian Federation),2015(6) 15-19","https://www.scopus.com/record/display.url?eid=2-s2.0-84953847795&origin=resultslist","-","Article","2-s2.0-84953847795","Northern Arctic Federal University| Northern State Medical Academy","60104901| 60025420","Northern (Arctic) Federal University| Northern State Medical University","Russian Federation","2303| 2307| 2739| 3306","Ecology| Health, Toxicology and Mutagenesis| Public Health, Environmental and Occupational Health| Health (social science)","Sudden Infant Death,Anoxia,Respiration","777","Physical Development,Russian North,Nenets","26696","35.141","82.004"
"The frozen disperse systems with fructose impurity electro-physical properties frequency dispersion research","Volkov, A.S.| Koposov, G.D.| Tyagunin, A.V.","3","57207984218| 6506240746| 54386382200","2015","ARPN Journal of Engineering and Applied Sciences","1.73","35","1","0.3","66","57","Volkov, A.S., Koposov, G.D., Tyagunin, A.V. (2015).The frozen disperse systems with fructose impurity electro-physical properties frequency dispersion research. ARPN Journal of Engineering and Applied Sciences,10(18) 7929-7934","https://www.scopus.com/record/display.url?eid=2-s2.0-84944931043&origin=resultslist","-","Article","2-s2.0-84944931043","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","2200","General Engineering","Composite Materials,Homogenization Method,Elasticity","1074","Annular Plates,Pasternak,Elastic Foundation","63179","47.992","13.365"
"Extracting suberin acids from birch bark when exposed to a microwave field","Bezumova, A.V.| Tretyakov, S.I.| Kutakova, N.A.| Koptelova, E.N.","4","57215071075| 57201842305| 56480654500| 56480369500","2018","Khimiya Rastitel'nogo Syr'ya","3.55","77","1","0.14","56","66","Bezumova, A.V., Tretyakov, S.I., Kutakova, N.A. and 1 more (...) (2018).Extracting suberin acids from birch bark when exposed to a microwave field. Khimiya Rastitel'nogo Syr'ya,(1) 21-28","https://www.scopus.com/record/display.url?eid=2-s2.0-85046953171&origin=resultslist","10.14258/jcprm.2018012560","Article","2-s2.0-85046953171","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","1110| 1605| 2502","Plant Science| Organic Chemistry| Biomaterials","Wood,Timber,Wood Products","302","Cork,Suberin,Quercus Suber","22816","73.628","89.774"
"Mathematical simulation of heat and mass transfer processes in a rectangular channel depending on the accommodation coefficient of tangential momentum","Germider, O.V.| Popov, V.N.| Yushkanov, A.A.","3","57190761075| 57208521803| 7005321199","2018","Siberian Electronic Mathematical Reports","0.91","8","1","0.42","56","51","Germider, O.V., Popov, V.N., Yushkanov, A.A. (2018).Mathematical simulation of heat and mass transfer processes in a rectangular channel depending on the accommodation coefficient of tangential momentum. Siberian Electronic Mathematical Reports,151011-1023","https://www.scopus.com/record/display.url?eid=2-s2.0-85074763109&origin=resultslist","10.17377/semi.2018.15.085","Article","2-s2.0-85074763109","Northern Arctic Federal University","60104901| 60106543","Northern (Arctic) Federal University| Moscow Region State University","Russian Federation","2600","General Mathematics","Boltzmann Equation,Kinetic Theory,Lattices","808","Rarefied Gas Flow,Kinetic Theory of Gases,Continuum Flow","5840","57.831","86.99"
"Infection of Dreissena polymorpha (Bivalvia: Dreissenidae) with Phyllodistomum macrocotyle (Digenea: Gorgoderidae) in the northern Dvina River basin, northern Russia","Travina, O.V.| Bespalaya, Y.V.| Aksenova, O.V.| Shevchenko, A.R.| Sokolova, S.E.","5","57190688554| 16309092500| 55631592600| 57201476221| 55631569500","2019","Biharean Biologist","1.61","25","1","0.39","43","49","Travina, O.V., Bespalaya, Y.V., Aksenova, O.V. and 2 more (...) (2019).Infection of Dreissena polymorpha (Bivalvia: Dreissenidae) with Phyllodistomum macrocotyle (Digenea: Gorgoderidae) in the northern Dvina River basin, northern Russia. Biharean Biologist,13(1) 49-51","https://www.scopus.com/record/display.url?eid=2-s2.0-85072078502&origin=resultslist","-","Article","2-s2.0-85072078502","Northern Arctic Federal University| Russian Academy of Sciences","60109282| 60021331| 60104901","Federal Center for Integrated Arctic Research RAS| Russian Academy of Sciences| Northern (Arctic) Federal University","Russian Federation","1100","General Agricultural and Biological Sciences","Mussels,Bivalvia,Oysters","244","Dreissena Polymorpha,Dreissenidae,Bivalvia","6905","72.289","88.226"
"Legislation on language policy in Komi and Sakha (Yakutia) Republics of the Russian Federation","Sokolova, F.K.| Panikar, M.| Beloshitskaya, N.N.","3","57210146710| 57209245879| 57209248481","2019","Polar Journal","1.22","21","1","1.2","43","25","Sokolova, F.K., Panikar, M., Beloshitskaya, N.N. (2019).Legislation on language policy in Komi and Sakha (Yakutia) Republics of the Russian Federation. Polar Journal,9(1) 64-74","https://www.scopus.com/record/display.url?eid=2-s2.0-85067080116&origin=resultslist","10.1080/2154896X.2019.1618553","Article","2-s2.0-85067080116","Northern Arctic Federal University","60104901| 60104901","Northern (Arctic) Federal University| Northern (Arctic) Federal University","Russian Federation","1200| 3300","General Arts and Humanities| General Social Sciences","Language,Reading,Semantics","88","Bilingual Children,Dual Language,Monolingual","24835","88.153","88.373"
"Bio-based solvents and gasoline components from renewable 2,3-butanediol and 1,2-propanediol: Synthesis and characterization","Samoilov, V.| Ni, D.| Goncharova, A.| Zarezin, D.| Kniazeva, M.| Ladesov, A.| Kosyakov, D.| Bermeshev, M.| Maximov, A.","9","56572323200| 57203784665| 57215862140| 57194569388| 57219408242| 56604191000| 6508111520| 16201833100| 7101759864","2020","Molecules","3.13","28","1","0.94","17","25","Samoilov, V., Ni, D., Goncharova, A. and 6 more (...) (2020).Bio-based solvents and gasoline components from renewable 2,3-butanediol and 1,2-propanediol: Synthesis and characterization. Molecules,25(7) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85083226593&origin=resultslist","10.3390/molecules25071723","Article","2-s2.0-85083226593","Northern Arctic Federal University| Russian Academy of Sciences","60021331| 60095467| 60104901","Russian Academy of Sciences| A.V.Topchiev Institute of Petrochemical Synthesis, RAS| Northern (Arctic) Federal University","Russian Federation","1313| 1601| 1602| 1605| 1606| 3002| 3003","Molecular Medicine| Chemistry (miscellaneous)| Analytical Chemistry| Organic Chemistry| Physical and Theoretical Chemistry| Drug Discovery| Pharmaceutical Science","Catalysts,Zeolites,Hydrogenation","7","Hydrogenolysis,Glycerols,Acroleins","6261","99.531","99.026"
"Characteristics of chemical structure of lignin biopolymer from Araucaria relict plant. Questions and answers of evolution","Kocheva, L.S.| Karmanov, A.P.| Mironov, M.V.| Belyy, V.A.| Polina, I.N.| Pokryshkin, S.A.","6","6505764760| 6701559636| 22948158800| 57190393910| 57217019661| 36462948400","2020","International Journal of Biological Macromolecules","2.07","20","1","0.81","17","28","Kocheva, L.S., Karmanov, A.P., Mironov, M.V. and 3 more (...) (2020).Characteristics of chemical structure of lignin biopolymer from Araucaria relict plant. Questions and answers of evolution. International Journal of Biological Macromolecules,159896-903","https://www.scopus.com/record/display.url?eid=2-s2.0-85085749396&origin=resultslist","10.1016/j.ijbiomac.2020.05.150","Article","2-s2.0-85085749396","Northern Arctic Federal University| RAS - Institute of Biology of the Komi Science Centre, Ural Branch| RAS - Komi Science Centre, Ural Branch| Saint-Petersburg State Forestry University| Russian Academy of Sciences","60105307| 60021331| 60105357| 60021331| 60084809| 60021331| 60110359| 60104901","Institute of Geology of the Komi Science Centre of the Ural Branch of the Russian Academy of Science| Russian Academy of Sciences| Institute of Biology of the Komi Science Centre of the Ural Branch of the Russian Academy of Science| Russian Academy of Sciences| Federal State Budgetary Educational Institution of Higher Education «Saint-Petersburg State Forest T| Russian Academy of Sciences| Institute of Chemistry of the Komi Science Centre of the Ural Branch of the Russian Academy of Scien| Northern (Arctic) Federal University","Russian Federation","1303| 1312| 1315| 2002| 2100","Biochemistry| Molecular Biology| Structural Biology| Economics and Econometrics| General Energy","Cellulose,Lignin,Cellulases","119","Kraft Lignin,Resinols,Delignification","3653","97.791","98.384"
"On the Vertical Similarly Homogeneous R-Trees","Andreev, P.D.| Bulygin, A.I.","2","57191783565| 57208426861","2019","Lobachevskii Journal of Mathematics","0.91","8","1","0.65","43","39","Andreev, P.D., Bulygin, A.I. (2019).On the Vertical Similarly Homogeneous R-Trees. Lobachevskii Journal of Mathematics,40(2) 127-139","https://www.scopus.com/record/display.url?eid=2-s2.0-85064744262&origin=resultslist","10.1134/S1995080219020033","Article","2-s2.0-85064744262","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","2600","General Mathematics","Space,Topological Space,Topology","616","Ultrafilter,Menger Space,Continuum Hypothesis","3824","17.135","80.515"
"Thinning effects on stand formation and modifications of a young pine/birch forest: A boreal zone case study","Nakvasina, E.N.| Voevodkina, A.V.| Volkov, A.G.| Zakharov, A.Y.| Koptev, S.V.| Minin, N.S.","6","35389250000| 57211576239| 56714765000| 57211579148| 57200988462| 57211579183","2019","Folia Forestalia Polonica, Series A","1.17","20","1","0.37","43","50","Nakvasina, E.N., Voevodkina, A.V., Volkov, A.G. and 3 more (...) (2019).Thinning effects on stand formation and modifications of a young pine/birch forest: A boreal zone case study. Folia Forestalia Polonica, Series A,61(3) 197-210","https://www.scopus.com/record/display.url?eid=2-s2.0-85074513374&origin=resultslist","10.2478/ffp-2019-0019","Article","2-s2.0-85074513374","Northern Arctic Federal University","60104901| 123400113| 105306211","Northern (Arctic) Federal University| Ministry for Natural Resources and Lumber Industry of the Arkhangelsk Region| Northern Research Institute of Forestry","Russian Federation","1107| 2303","Forestry| Ecology","Soil,Biochar,Soil Organic Carbon","35","Pinus Taeda,Skidding,Man-made Trails","5127","98.193","90.783"
"Dendroclimatic investigations of Pinus sylvestris L. in the subArctic boreal forests","Tyukavina, O.| Golub, V.| Yunitsyna, O.","3","57205166413| 57209618738| 57205162448","2019","IOP Conference Series: Earth and Environmental Science","1.25","15","1","2.14","43","13","Tyukavina, O., Golub, V., Yunitsyna, O. (2019).Dendroclimatic investigations of Pinus sylvestris L. in the subArctic boreal forests. IOP Conference Series: Earth and Environmental Science,263(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85068251431&origin=resultslist","10.1088/1755-1315/263/1/012023","Conference Paper","2-s2.0-85068251431","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","1900| 2300","General Earth and Planetary Sciences| General Environmental Science","Relativity,Particles,Space","1349","Svalbard and Jan Mayen,Linear Trend,Estuaries","78180","2.61","32.044"
"Psychophysiological characteristics of anxiety and intellectual activity in childhood (Review)","Gribanov, A.V.| Deputat, I.S.| Nekhoroshkova, A.N.| Kozhevnikova, I.S.| Pankov, M.N.| Iordanova, Y.A.| Startseva, L.F.| Ikonnikova, I.V.","8","7006693822| 55842804100| 55531624100| 55530847600| 6506089474| 24471801800| 55913734100| 57211335402","2019","Ekologiya Cheloveka (Human Ecology)","0.81","22","1","0.18","43","59","Gribanov, A.V., Deputat, I.S., Nekhoroshkova, A.N. and 5 more (...) (2019).Psychophysiological characteristics of anxiety and intellectual activity in childhood (Review). Ekologiya Cheloveka (Human Ecology),2019(9) 50-58","https://www.scopus.com/record/display.url?eid=2-s2.0-85073560119&origin=resultslist","10.33396/1728-0869-2019-9-50-58","Review","2-s2.0-85073560119","Northern Arctic Federal University| Northern State Medical Academy","60104901| 60025420| 123323264","Northern (Arctic) Federal University| Northern State Medical University| State Institute of Drugs and Good Practices","Russian Federation","2303| 2307| 2739| 3306","Ecology| Health, Toxicology and Mutagenesis| Public Health, Environmental and Occupational Health| Health (social science)","Students,Russian,Education","1114","Pedagogical Support,Mental State,Children with Disabilities","54058","77.644","58.958"
"Colloid chemical aspects accelerated artificial petrification of wood","Danilov, V.E.| Ayzenshtadt, A.M.| Kilyusheva, N.V.| Makhova, T.A.| Belyaev, A.O.","5","56825171400| 6507396764| 57213186120| 26323756000| 57213194380","2019","Journal of Physics: Conference Series","0.93","12","1","2.06","43","14","Danilov, V.E., Ayzenshtadt, A.M., Kilyusheva, N.V. and 2 more (...) (2019).Colloid chemical aspects accelerated artificial petrification of wood. Journal of Physics: Conference Series,1400(7) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85077690358&origin=resultslist","10.1088/1742-6596/1400/7/077053","Conference Paper","2-s2.0-85077690358","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","3100","General Physics and Astronomy","Pulp,Paper,Papermaking","444","Papermaking,Headboxes,Fillers (Equipment)","8087","15.127","73.688"
"The psychological risk management of oil and gas workers","Korneeva, Y.| Simonova, N.| Tyulyubaeva, T.","3","55872459600| 55872890500| 57200245257","2016","Society of Petroleum Engineers - SPE Annual Caspian Technical Conference and Exhibition 2016","0","5","1","0","64","72","Korneeva, Y., Simonova, N., Tyulyubaeva, T. (2016).The psychological risk management of oil and gas workers. Society of Petroleum Engineers - SPE Annual Caspian Technical Conference and Exhibition 2016,","https://www.scopus.com/record/display.url?eid=2-s2.0-85088763268&origin=resultslist","10.2118/182536-ms","Conference Paper","2-s2.0-85088763268","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","2102| 2103","Energy Engineering and Power Technology| Fuel Technology","France,Education,Work","504","Offshore,Psychological Safety,Occupational Safety Regulation","44125","13.387","57.509"
"Freshwater transport between the Kara, Laptev, and East-Siberian seas","Osadchiev, A.A.| Pisareva, M.N.| Spivak, E.A.| Shchuka, S.A.| Semiletov, I.P.","5","53985012400| 47561779400| 26032707800| 6506030207| 7004334437","2020","Scientific Reports","1.64","18","1","0.54","17","31","Osadchiev, A.A., Pisareva, M.N., Spivak, E.A. and 2 more (...) (2020).Freshwater transport between the Kara, Laptev, and East-Siberian seas. Scientific Reports,10(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85088876426&origin=resultslist","10.1038/s41598-020-70096-w","Article","2-s2.0-85088876426","RAS - Far Eastern Branch| Northern Arctic Federal University| RAS - Ilyichov Pacific Oceanological Institute, Far Eastern Branch| Tomsk Polytechnic University| Russian Academy of Sciences| Moscow Institute of Physics and Technology| RAS - P.P. Shirshov Institute of Oceanology","60075230| 60021331| 60021331| 60018984| 60000308| 60019512| 60072267| 60024069| 60104901","P.P.Shirshov Institute of Oceanology, Russian Academy of Sciences| Russian Academy of Sciences| Russian Academy of Sciences| Institute of Geology of Ore Deposits, Petrography, Mineralogy and Geochemistry, RAS| Moscow Institute of Physics and Technology| V.I. Il'ichev Pacific Oceanological Institute| Far Eastern Branch, Russian Academy of Sciences| Tomsk Polytechnic University| Northern (Arctic) Federal University","Russian Federation","1000","Multidisciplinary","Oceans,Lakes,Dissolved Organic Matter","52","Arctic Ocean,Chukchi Sea,Halocline","4424","95.248","96.502"
"Assessment of preservative-treated wooden poles using drilling-resistance measurements","Sharapov, E.| Brischke, C.| Militz, H.","3","57190288792| 23484587700| 6701603283","2020","Forests","1.25","11","1","1.57","17","17","Sharapov, E., Brischke, C., Militz, H. (2020).Assessment of preservative-treated wooden poles using drilling-resistance measurements. Forests,11(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85079789313&origin=resultslist","10.3390/F11010020","Article","2-s2.0-85079789313","Northern Arctic Federal University| Volga State University of Technology| University of Göttingen","60023408| 60104901| 60031514","Volga State University of Technology| Northern (Arctic) Federal University| Universität Göttingen","Germany| Russian Federation","1107","Forestry","Wood,Timber,Wood Products","302","Wood Properties,Lumber,Fiber Saturation","6697","73.628","88.826"
"Asymptotics of Solutions of Matrix Differential Equations with Nonsmooth Coefficients","Braeutigam, I.N.| Mirzoev, K.A.","2","56197918300| 6603516798","2018","Mathematical Notes","1.03","9","1","0.42","56","51","Braeutigam, I.N., Mirzoev, K.A. (2018).Asymptotics of Solutions of Matrix Differential Equations with Nonsmooth Coefficients. Mathematical Notes,104(1-2) 150-155","https://www.scopus.com/record/display.url?eid=2-s2.0-85054534522&origin=resultslist","10.1134/S0001434618070155","Article","2-s2.0-85054534522","Northern Arctic Federal University| Lomonosov Moscow State University","60104901| 60007457","Northern (Arctic) Federal University| Lomonosov Moscow State University","Russian Federation","2600","General Mathematics","Schrödinger Operator,Eigenvalue,Sturm-Liouville Operator","894","Deficiency Index,Self-Adjoint,Differential Operators","17183","18.072","62.97"
"Physiological markers of visual environment comfort in the North","Zvyagina, N.| Taleeva, A.| Kuznetsova, D.","3","23669919700| 57205172237| 57205495143","2019","IOP Conference Series: Earth and Environmental Science","1.59","19","1","2.14","43","13","Zvyagina, N., Taleeva, A., Kuznetsova, D. (2019).Physiological markers of visual environment comfort in the North. IOP Conference Series: Earth and Environmental Science,263(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85068254422&origin=resultslist","10.1088/1755-1315/263/1/012040","Conference Paper","2-s2.0-85068254422","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","1900| 2300","General Earth and Planetary Sciences| General Environmental Science","Algorithms,Computer Vision,Models","0","Saliency,Object Detection,Visual Attention","680","99.799","99.291"
"The language of left brackets as a morphism of a maximum prefix code","Melnikov, B.F.| Korabelshchikova, S.Y.| Dang, V.V.","3","55954040300| 57204497626| 57217116583","2020","IOP Conference Series: Materials Science and Engineering","0.6","3","1","5.15","17","5","Melnikov, B.F., Korabelshchikova, S.Y., Dang, V.V. (2020).The language of left brackets as a morphism of a maximum prefix code. IOP Conference Series: Materials Science and Engineering,862(5) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85086344030&origin=resultslist","10.1088/1757-899X/862/5/052043","Conference Paper","2-s2.0-85086344030","Northern Arctic Federal University| Vietnam National University Ho Chi Minh City","122910223| 60104901| 60078566| 60071399","Shenzhen MSU-BIT University| Northern (Arctic) Federal University| Viet Nam National University Ho Chi Minh City| Đại học Công nghệ Thành phố Hồ Chí Minh","China| Russian Federation| Viet Nam","2200| 2500","General Engineering| General Materials Science","Finite Automata,Formal Languages,P Systems","697","Matrix Semigroups,Spanners,Finitely Generated","38724","26.774","60.219"
"Mathematical model of the compact inertial navigation system of the robot","Lagunov, A.| Orlov, A.","2","16550229400| 57204256071","2019","Proceedings of the 2019 10th IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS 2019","2.18","19","1","1.01","43","29","Lagunov, A., Orlov, A. (2019).Mathematical model of the compact inertial navigation system of the robot. Proceedings of the 2019 10th IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS 2019,1345-350","https://www.scopus.com/record/display.url?eid=2-s2.0-85077040146&origin=resultslist","10.1109/IDAACS.2019.8924276","Conference Paper","2-s2.0-85077040146","Northern Arctic Federal University| Bonch-Bruevich Saint Petersburg State University of Telecommunications","60104901| 60008859","Northern (Arctic) Federal University| Sankt-Peterburgskij Gosudarstvennyj Universitet Telekommunikacij imeni professora Bonch-Bruevicha","Russian Federation","1702| 1705| 1706| 1707| 1710| 1711| 1802| 2606","Artificial Intelligence| Computer Networks and Communications| Computer Science Applications| Computer Vision and Pattern Recognition| Information Systems| Signal Processing| Information Systems and Management| Control and Optimization","Kalman Filters,Target Tracking,Algorithms","333","Accelerometers,Units of Measurement,Angular Velocity","31716","62.651","64.645"
"The influence of atmospheric emissions from the pulp and paper industry on the radial growth of the Scots pine in Arctic zone","Barzut, O.S.| Surso, M.V.| Porshneva, U.V.","3","6504472851| 6505813335| 57210914486","2019","IOP Conference Series: Earth and Environmental Science","1.42","17","1","2.14","43","13","Barzut, O.S., Surso, M.V., Porshneva, U.V. (2019).The influence of atmospheric emissions from the pulp and paper industry on the radial growth of the Scots pine in Arctic zone. IOP Conference Series: Earth and Environmental Science,302(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85071838666&origin=resultslist","10.1088/1755-1315/302/1/012015","Conference Paper","2-s2.0-85071838666","Northern Arctic Federal University| Russian Academy of Sciences","60104901| 60021331| 60109282","Northern (Arctic) Federal University| Russian Academy of Sciences| Federal Center for Integrated Arctic Research RAS","Russian Federation","1900| 2300","General Earth and Planetary Sciences| General Environmental Science","North American Indians,Residence Characteristics,Health","833","Reindeer,Nenets,Benefit Sharing","22086","53.347","86.417"
"Component characteristics of the postural control in women 55-64 years old with the risk development of the geriatric syndrome of falls","Dyomin, А.V.| Gudkov, А.B.| Gribanov, A.V.| Pashchenko, V.P.| Popova, O.N.","5","57214899021| 34876731200| 7006693822| 55530996100| 55531211800","2018","Ekologiya Cheloveka (Human Ecology)","0.36","8","1","0.18","56","64","Dyomin, А.V., Gudkov, А.B., Gribanov, A.V. and 2 more (...) (2018).Component characteristics of the postural control in women 55-64 years old with the risk development of the geriatric syndrome of falls. Ekologiya Cheloveka (Human Ecology),2018(4) 43-50","https://www.scopus.com/record/display.url?eid=2-s2.0-85079446420&origin=resultslist","10.33396/1728-0869-2018-4-43-50","Article","2-s2.0-85079446420","Northern Arctic Federal University| Northern State Medical Academy","60104901| 60025420","Northern (Arctic) Federal University| Northern State Medical University","Russian Federation","2303| 2307| 2739| 3306","Ecology| Health, Toxicology and Mutagenesis| Public Health, Environmental and Occupational Health| Health (social science)","Stroke,Gait,Rehabilitation","48","Independent Living,Accidental Falls,Weighing Devices","259","96.386","98.918"
"Structure of the geological section and the main features of oil and gas content","Verba, M.| Ivanov, G.| Zolotukhin, A.","3","6603611430| 7201495466| 7005085663","2015","International Arctic Petroleum Cooperation: Barents Sea Scenarios","1.91","20","1","1.16","66","26","Verba, M., Ivanov, G., Zolotukhin, A. (2015).Structure of the geological section and the main features of oil and gas content. International Arctic Petroleum Cooperation: Barents Sea Scenarios,125-146","https://www.scopus.com/record/display.url?eid=2-s2.0-84943185118&origin=resultslist","10.4324/9781315768762","Chapter","2-s2.0-84943185118","Northern Arctic Federal University| University of Stavanger| Russian Academy of Sciences| I.M. Gubkin Russian State University of Oil and Gas","60014497| 60010055| 60110215| 60104901","Universitetet i Stavanger| National University of Oil and Gas «Gubkin University»| Institute of Oil and Gas Problems of the Russian Academy of Sciences| Northern (Arctic) Federal University","Norway| Russian Federation","1400| 2000| 3300","General Business,Management and Accounting| General Economics,Econometrics and Finance| General Social Sciences","Hydrocarbons,Deposits,Basin","1407","Arctic Ocean,Dmitri Mendeleev,Large Igneous Province","6092","12.784","89.816"
"Basalt fiber insulating material with a mineral binding agent for industrial use","Drozdyuk, T.| Aizenshtadt, A.| Tutygin, A.| Frolova, M.","4","57189897936| 6507396764| 56811528400| 55877170900","2016","IOP Conference Series: Materials Science and Engineering","3.32","55","1","0.48","64","48","Drozdyuk, T., Aizenshtadt, A., Tutygin, A. and 1 more (...) (2016).Basalt fiber insulating material with a mineral binding agent for industrial use. IOP Conference Series: Materials Science and Engineering,124(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-84975698849&origin=resultslist","10.1088/1757-899X/124/1/012123","Conference Paper","2-s2.0-84975698849","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","2200| 2500","General Engineering| General Materials Science","Buildings,Air Conditioning,Ventilation","176","Walls (Structural Partitions),Rockwool,Insulation","10742","95.582","94.829"
"Flatfishes of the White Sea: New data on the biology of the Arctic Flounder Liopsetta glacialis, European flounder Platichthys flesus, and common dab Limanda limanda","Semushin, A.V.| Fuks, G.V.| Shilova, N.A.","3","27667734400| 56779855100| 56779840500","2015","Journal of Ichthyology","1.25","37","1","0","66","71","Semushin, A.V., Fuks, G.V., Shilova, N.A. (2015).Flatfishes of the White Sea: New data on the biology of the Arctic Flounder Liopsetta glacialis, European flounder Platichthys flesus, and common dab Limanda limanda. Journal of Ichthyology,55(4) 527-539","https://www.scopus.com/record/display.url?eid=2-s2.0-84939182182&origin=resultslist","10.1134/S0032945215030121","Article","2-s2.0-84939182182","Northern Arctic Federal University","60084604| 60104901","Knipovich Polar Research Institute of Marine Fisheries and Oceanography| Northern (Arctic) Federal University","Russian Federation","1100| 1104","General Agricultural and Biological Sciences| Aquatic Science","Oceans,Lakes,Dissolved Organic Matter","52","Clupea Pallasii Pallasii,Herring,Spawning Ground","49283","95.248","35.335"
"Brain energy state in elderly women living in the north","Deputat, I.S.| Gribanov, A.V.| Nekhoroshkova, A.N.| Startseva, L.F.| Bolshevidceva, I.L.","5","55842804100| 7006693822| 55531624100| 55913734100| 57046061900","2016","Human Ecology (Russian Federation)","0.96","25","1","0.13","64","68","Deputat, I.S., Gribanov, A.V., Nekhoroshkova, A.N. and 2 more (...) (2016).Brain energy state in elderly women living in the north. Human Ecology (Russian Federation),(9) 40-45","https://www.scopus.com/record/display.url?eid=2-s2.0-84991289546&origin=resultslist","10.33396/1728-0869-2016-9-40-45","Article","2-s2.0-84991289546","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","2303| 2307| 2739| 3306","Ecology| Health, Toxicology and Mutagenesis| Public Health, Environmental and Occupational Health| Health (social science)","Sudden Infant Death,Anoxia,Respiration","777","Pyelonephritis,General Education,Stomach Neoplasms","83023","35.141","3.756"
"Psychological features of adaptation of oil and gas workers in the arctic and in the south of russia","Korneeva, Y.| Simonova, N.","2","55872459600| 55872890500","2019","Society of Petroleum Engineers - SPE Symposium: Asia Pacific Health, Safety, Security, Environment and Social Responsibility 2019","0.65","6","1","0.99","43","30","Korneeva, Y., Simonova, N. (2019).Psychological features of adaptation of oil and gas workers in the arctic and in the south of russia. Society of Petroleum Engineers - SPE Symposium: Asia Pacific Health, Safety, Security, Environment and Social Responsibility 2019,","https://www.scopus.com/record/display.url?eid=2-s2.0-85085853652&origin=resultslist","10.2118/195426-ms","Conference Paper","2-s2.0-85085853652","Northern Arctic Federal University| Lomonosov Moscow State University","60104901| 60007457","Northern (Arctic) Federal University| Lomonosov Moscow State University","Russian Federation","2213| 2739","Safety, Risk, Reliability and Quality| Public Health, Environmental and Occupational Health","Sudden Infant Death,Anoxia,Respiration","777","Physical Development,Russian North,Nenets","26696","35.141","82.004"
"Arctic snow pollution: A GC-HRMS case study of Franz Joseph Land archipelago","Mazur, D.M.| Latkin, T.B.| Kosyakov, D.S.| Kozhevnikov, A.Y.| Ul'yanovskii, N.V.| Kirilov, A.G.| Lebedev, A.T.","7","55815482800| 57196074360| 6508111520| 56081864800| 57217213681| 57209617134| 7402203429","2020","Environmental Pollution","3.24","37","1","0.74","17","29","Mazur, D.M., Latkin, T.B., Kosyakov, D.S. and 4 more (...) (2020).Arctic snow pollution: A GC-HRMS case study of Franz Joseph Land archipelago. Environmental Pollution,265","https://www.scopus.com/record/display.url?eid=2-s2.0-85085590461&origin=resultslist","10.1016/j.envpol.2020.114885","Article","2-s2.0-85085590461","Northern Arctic Federal University| Lomonosov Moscow State University","60007457| 60104901| 119202122","Lomonosov Moscow State University| Northern (Arctic) Federal University| FSBI “National Park “Russian Arctic”","Russian Federation","2307| 2310| 3005","Health, Toxicology and Mutagenesis| Pollution| Toxicology","Aerosols,Air Quality,Atmospheric Aerosols","42","Mannosan,Galactosan,Biomass Burning","6847","97.657","97.132"
