

"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Feed-forward artificial neural network provides data-driven inference of functional connectivity","Frolov, N.| Maksimenko, V.| Lüttjohann, A.| Koronovskii, A.| Hramov, A.","5","16498801300| 56572360300| 35102865500| 7004189995| 6603156741","2019","Chaos","1.14","14","9","3.1","8","8","Frolov, N., Maksimenko, V., Lüttjohann, A. and 2 more (...) (2019).Feed-forward artificial neural network provides data-driven inference of functional connectivity. Chaos,29(9) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85072191916&origin=resultslist","10.1063/1.5117263","Article","2-s2.0-85072191916","Saratov State University| University of Münster| Innopolis University","60105869| 60000401| 60068671","Innopolis University| Westfälische Wilhelms-Universität Münster| Saratov State University","Germany| Russian Federation","2604| 2610| 3100| 3109","Applied Mathematics| Mathematical Physics| General Physics and Astronomy| Statistical and Nonlinear Physics","Synchronization,Chaotic Systems,Chaos Theory","210","Generalized Synchronization,Intermittency,Lorenz System","19503","85.81","68.372"
"Synchronization in ensembles of delay-coupled nonidentical neuronlike oscillators","Kulminskiy, D.D.| Ponomarenko, V.I.| Prokhorov, M.D.| Hramov, A.E.","4","57217157705| 35613865300| 7003520378| 6603156741","2019","Nonlinear Dynamics","1.31","20","9","2.71","8","9","Kulminskiy, D.D., Ponomarenko, V.I., Prokhorov, M.D. and 1 more (...) (2019).Synchronization in ensembles of delay-coupled nonidentical neuronlike oscillators. Nonlinear Dynamics,98(1) 735-748","https://www.scopus.com/record/display.url?eid=2-s2.0-85071495670&origin=resultslist","10.1007/s11071-019-05224-x","Article","2-s2.0-85071495670","Saratov State University| Russian Academy of Sciences| RAS - Kotelnikov Institute of Radio Engineering and Electronics| Saratov State Medical University| Innopolis University","60021331| 60104831| 60105869| 60068671| 60022695","Russian Academy of Sciences| Kotel'nikov Institute of Radio Engineering and Electronics of Russian Academy of Sciences, Saratov B| Innopolis University| Saratov State University| Saratov State Medical University named after V. I. Razumovsky","Russian Federation","2202| 2207| 2208| 2210| 2212| 2604","Aerospace Engineering| Control and Systems Engineering| Electrical and Electronic Engineering| Mechanical Engineering| Ocean Engineering| Applied Mathematics","Synchronization,Chaotic Systems,Chaos Theory","210","Complex Dynamical Networks,Pinning Control,Exponential Synchronization","2243","85.81","99.324"
"Present and ulterior software engineering","Mazzara, M.| Meyer, B.","2","8557895400| 7402073082","2017","Present and Ulterior Software Engineering","1.45","25","9","1.28","24","23","Mazzara, M., Meyer, B. (2017).Present and ulterior software engineering. Present and Ulterior Software Engineering,1-225","https://www.scopus.com/record/display.url?eid=2-s2.0-85054939739&origin=resultslist","10.1007/978-3-319-67425-4","Book","2-s2.0-85054939739","Innopolis University| Swiss Federal Institute of Technology Zurich","60105869| 60025858","Innopolis University| ETH Zürich","Switzerland| Russian Federation","1700","General Computer Science","Software Engineering,Models,Software Design","49","Software Architecture,Architects,Agile","10104","91.901","88.035"
"Machine Learning in IoT Security: Current Solutions and Future Challenges","Hussain, F.| Hussain, R.| Hassan, S.A.| Hossain, E.","4","55555819300| 35324500900| 36679064300| 6701362398","2020","IEEE Communications Surveys and Tutorials","3.63","25","9","9.53","2","2","Hussain, F., Hussain, R., Hassan, S.A. and 1 more (...) (2020).Machine Learning in IoT Security: Current Solutions and Future Challenges. IEEE Communications Surveys and Tutorials,22(3) 1686-1721","https://www.scopus.com/record/display.url?eid=2-s2.0-85083435246&origin=resultslist","10.1109/COMST.2020.2986444","Article","2-s2.0-85083435246","University of Manitoba| National University of Sciences and Technology Pakistan| Innopolis University| Royal Bank of Canada","60016683| 60105869| 60059937| 60009697","Royal Bank of Canada| Innopolis University| National University of Sciences and Technology Pakistan| University of Manitoba","Pakistan| Russian Federation| Canada","2208","Electrical and Electronic Engineering","Cryptography,Authentication,Data Privacy","84","Hardware Security,Static Random Access Storage,RRAM","11828","97.256","97.165"
"Cache aware user association for wireless heterogeneous networks","Haw, R.| Kazmi, S.M.A.| Thar, K.| Alam, M.G.R.| Hong, C.S.","5","35107116200| 56783838600| 56811684000| 26434126600| 56623778200","2019","IEEE Access","0.85","14","9","2.79","8","9","Haw, R., Kazmi, S.M.A., Thar, K. and 2 more (...) (2019).Cache aware user association for wireless heterogeneous networks. IEEE Access,73472-3485","https://www.scopus.com/record/display.url?eid=2-s2.0-85059907600&origin=resultslist","10.1109/ACCESS.2018.2885571","Article","2-s2.0-85059907600","Kyung Hee University| BRAC University| Innopolis University","60001873| 60105869| 60008935","Kyung Hee University| Innopolis University| BRAC University","South Korea| Bangladesh| Russian Federation","1700| 2200| 2500","General Computer Science| General Engineering| General Materials Science","Cloud Computing,Clouds,Distributed Computer Systems","70","Caching,Radio Access Networks,Zipf Distribution","23180","96.185","99.456"
"Multilayer Partially Homomorphic Encryption Text Steganography (MLPHE-TS): A Zero Steganography Approach","Naqvi, N.| Abbasi, A.T.| Hussain, R.| Khan, M.A.| Ahmad, B.","5","57202129770| 57202129143| 35324500900| 57217663333| 57202132121","2018","Wireless Personal Communications","1.1","20","9","1.15","17","26","Naqvi, N., Abbasi, A.T., Hussain, R. and 2 more (...) (2018).Multilayer Partially Homomorphic Encryption Text Steganography (MLPHE-TS): A Zero Steganography Approach. Wireless Personal Communications,103(2) 1563-1585","https://www.scopus.com/record/display.url?eid=2-s2.0-85047259768&origin=resultslist","10.1007/s11277-018-5868-1","Article","2-s2.0-85047259768","University of Science and Technology of China| Quaid-I-Azam University| Innopolis University","60019118| 60105869| 60064058","University of Science and Technology of China| Innopolis University| Quaid-i-Azam University","China| Pakistan| Russian Federation","1706| 2208","Computer Science Applications| Electrical and Electronic Engineering","Steganography,Watermarking,Digital Watermarking","525","Data Hiding,Steganography,Reversible Watermarking","559","66.466","99.009"
"Using deep features for video scene detection and annotation","Protasov, S.| Khan, A.M.| Sozykin, K.| Ahmad, M.","4","57192671495| 16679109100| 57200334935| 55232255600","2018","Signal, Image and Video Processing","1.47","24","9","1.14","17","26","Protasov, S., Khan, A.M., Sozykin, K. and 1 more (...) (2018).Using deep features for video scene detection and annotation. Signal, Image and Video Processing,12(5) 991-999","https://www.scopus.com/record/display.url?eid=2-s2.0-85040952021&origin=resultslist","10.1007/s11760-018-1244-6","Article","2-s2.0-85040952021","Innopolis University","60105869","Innopolis University","Russian Federation","1711| 2208","Signal Processing| Electrical and Electronic Engineering","Algorithms,Computer Vision,Models","0","First Person,Activity Recognition,First-Person Perspective","21072","99.799","94.97"
"Deep learning models for bone suppression in chest radiographs","Gusarev, M.| Kuleev, R.| Khan, A.| Rivera, A.R.| Khattak, A.M.","5","57197767716| 22134759700| 16679109100| 55344658600| 26031517700","2017","2017 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology, CIBCB 2017","2.67","33","9","2.92","24","8","Gusarev, M., Kuleev, R., Khan, A. and 2 more (...) (2017).Deep learning models for bone suppression in chest radiographs. 2017 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology, CIBCB 2017,","https://www.scopus.com/record/display.url?eid=2-s2.0-85034630633&origin=resultslist","10.1109/CIBCB.2017.8058543","Conference Paper","2-s2.0-85034630633","Zayed University| Universidade Estadual de Campinas| Innopolis University","60105869| 60029570| 60070818","Innopolis University| Universidade Estadual de Campinas| Zayed University","United Arab Emirates| Russian Federation| Brazil","1101| 1702| 1706| 1707| 2605| 2611| 2718","Agricultural and Biological Sciences (miscellaneous)| Artificial Intelligence| Computer Science Applications| Computer Vision and Pattern Recognition| Computational Mathematics| Modeling and Simulation| Health Informatics","Radiation,Tomography,Medical Imaging","245","X Ray Film,Computer-Aided Detection,Thorax","13904","75.904","93.926"
"Social-Aware Bootstrapping and Trust Establishing Mechanism for Vehicular Social Networks","Alishev, D.| Hussain, R.| Nawaz, W.| Lee, J.","4","57200273552| 35324500900| 36700271700| 50262320700","2017","IEEE Vehicular Technology Conference","1.05","11","9","3.31","24","6","Alishev, D., Hussain, R., Nawaz, W. and 1 more (...) (2017).Social-Aware Bootstrapping and Trust Establishing Mechanism for Vehicular Social Networks. IEEE Vehicular Technology Conference,2017-","https://www.scopus.com/record/display.url?eid=2-s2.0-85040563045&origin=resultslist","10.1109/VTCSpring.2017.8108459","Conference Paper","2-s2.0-85040563045","Innopolis University","60105869| 120088576","Innopolis University| Islamic University of Medinah","Saudi Arabia| Russian Federation","1706| 2208| 2604","Computer Science Applications| Electrical and Electronic Engineering| Applied Mathematics","Wireless Sensor Networks,Sensor Nodes,Routing Protocols","27","Vehicular Ad Hoc Networks,Location Privacy,Revocation","5492","97.992","99.429"
"Assessment of software developed by a third-party: A case study and comparison","Remencius, T.| Sillitti, A.| Succi, G.","3","25825534500| 6602286710| 7004757466","2016","Information Sciences","2.91","82","9","0.86","28","33","Remencius, T., Sillitti, A., Succi, G. (2016).Assessment of software developed by a third-party: A case study and comparison. Information Sciences,328237-249","https://www.scopus.com/record/display.url?eid=2-s2.0-84945541340&origin=resultslist","10.1016/j.ins.2015.08.028","Article","2-s2.0-84945541340","Free University of Bozen-Bolzano| Innopolis University","115905557| 60009914| 60105869","Connexx S.r.L.| Free University of Bozen-Bolzano| Innopolis University","Italy| Russian Federation","1702| 1706| 1712| 1802| 2207| 2614","Artificial Intelligence| Computer Science Applications| Software| Information Systems and Management| Control and Systems Engineering| Theoretical Computer Science","Software Engineering,Models,Software Design","49","Software Metrics,Maintainability,Object-Oriented","785","91.901","98.121"
"Interactive Robot Programing Using Mixed Reality","Ostanin, M.| Klimchik, A.","2","57203783042| 37016245900","2018","IFAC-PapersOnLine","2.27","39","9","1.35","17","22","Ostanin, M., Klimchik, A. (2018).Interactive Robot Programing Using Mixed Reality. IFAC-PapersOnLine,51(22) 50-55","https://www.scopus.com/record/display.url?eid=2-s2.0-85058208776&origin=resultslist","10.1016/j.ifacol.2018.11.517","Article","2-s2.0-85058208776","Innopolis University","60105869","Innopolis University","Russian Federation","2207","Control and Systems Engineering","Robots,Robotics,Manipulators","101","Null Space,Humanoid Robot,Inverse Kinematics","35674","92.838","85.185"
"A guided tour of the legal implications of software cloning","Ciancarini, P.| Russo, D.| Sillitti, A.| Succi, G.","4","7004218817| 57119027600| 6602286710| 7004757466","2016","Proceedings - International Conference on Software Engineering","0.97","12","8","0.84","31","34","Ciancarini, P., Russo, D., Sillitti, A. and 1 more (...) (2016).A guided tour of the legal implications of software cloning. Proceedings - International Conference on Software Engineering,563-572","https://www.scopus.com/record/display.url?eid=2-s2.0-85021831563&origin=resultslist","10.1145/2889160.2889220","Conference Paper","2-s2.0-85021831563","Innopolis University| University of Bologna","60028218| 116353701| 60105869","Alma Mater Studiorum Università di Bologna| Center for Applied Software Engineering and CINI| Innopolis University","Italy| Russian Federation","1712","Software","Software Engineering,Models,Software Design","49","Software Maintenance,Clone Cells,Refactoring","13238","91.901","90.494"
"Infotainment Enabled Smart Cars: A Joint Communication, Caching, and Computation Approach","Ahsan Kazmi, S.M.| Dang, T.N.| Yaqoob, I.| Ndikumana, A.| Ahmed, E.| Hussain, R.| Hong, C.S.","7","55027259700| 57188865186| 56045308100| 57103775100| 55727310000| 35324500900| 56623778200","2019","IEEE Transactions on Vehicular Technology","0.49","7","8","2.55","10","10","Ahsan Kazmi, S.M., Dang, T.N., Yaqoob, I. and 4 more (...) (2019).Infotainment Enabled Smart Cars: A Joint Communication, Caching, and Computation Approach. IEEE Transactions on Vehicular Technology,68(9) 8408-8420","https://www.scopus.com/record/display.url?eid=2-s2.0-85077500151&origin=resultslist","10.1109/TVT.2019.2930601","Article","2-s2.0-85077500151","University of Malaya| Kyung Hee University| Innopolis University","60105869| 60001873| 60029157","Innopolis University| Kyung Hee University| University of Malaya","South Korea| Malaysia| Russian Federation","2202| 2203| 2208| 2604","Aerospace Engineering| Automotive Engineering| Electrical and Electronic Engineering| Applied Mathematics","Wireless Sensor Networks,Sensor Nodes,Routing Protocols","27","Vehicular Ad Hoc Networks,Roadsides,Infotainment","30956","97.992","93.824"
"Machine Learning for Resource Management in Cellular and IoT Networks: Potentials, Current Solutions, and Open Challenges","Hussain, F.| Hassan, S.A.| Hussain, R.| Hossain, E.","4","55555819300| 36679064300| 35324500900| 6701362398","2020","IEEE Communications Surveys and Tutorials","1.31","9","8","8.47","2","2","Hussain, F., Hassan, S.A., Hussain, R. and 1 more (...) (2020).Machine Learning for Resource Management in Cellular and IoT Networks: Potentials, Current Solutions, and Open Challenges. IEEE Communications Surveys and Tutorials,22(2) 1251-1275","https://www.scopus.com/record/display.url?eid=2-s2.0-85085642041&origin=resultslist","10.1109/COMST.2020.2964534","Article","2-s2.0-85085642041","University of Manitoba| National University of Sciences and Technology Pakistan| Innopolis University| Royal Bank of Canada","60016683| 60059937| 60105869| 60009697","Royal Bank of Canada| National University of Sciences and Technology Pakistan| Innopolis University| University of Manitoba","Pakistan| Russian Federation| Canada","2208","Electrical and Electronic Engineering","Cognitive Radio,MIMO Systems,Orthogonal Frequency Division Multiplexing","3","Cellular Networks,Power Allocation,Relay Selection","5521","97.925","99.394"
"Proactive Maintenance of Railway Switches","Hegedus, C.| Ciancarini, P.| Franko, A.| Kancilija, A.| Moldovan, I.| Papa, G.| Poklukar, S.| Riccardi, M.| Sillitti, A.| Varga, P.","10","57193084519| 7004218817| 57202985581| 57203006747| 14016153500| 7103224284| 57203007851| 57203008950| 6602286710| 8562009900","2018","2018 5th International Conference on Control, Decision and Information Technologies, CoDIT 2018","1.48","16","8","3.73","19","5","Hegedus, C., Ciancarini, P., Franko, A. and 7 more (...) (2018).Proactive Maintenance of Railway Switches. 2018 5th International Conference on Control, Decision and Information Technologies, CoDIT 2018,725-730","https://www.scopus.com/record/display.url?eid=2-s2.0-85050213962&origin=resultslist","10.1109/CoDIT.2018.8394832","Conference Paper","2-s2.0-85050213962","Leonardo S.p.A.| Budapest University of Technology and Economics| Innopolis University| University of Bologna| J. Stefan Institute","101781354| 112968154| 60023955| 60073836| 60105869| 60028218| 60030035","AITIA| XLAB| Jozef Stefan Institute| Ansaldo Energia| Innopolis University| Alma Mater Studiorum Università di Bologna| Budapest University of Technology and Economics","Slovenia| Italy| Russian Federation| Hungary","1705| 1708| 1710| 1801| 2207| 2606","Computer Networks and Communications| Hardware and Architecture| Information Systems| Decision Sciences (miscellaneous)| Control and Systems Engineering| Control and Optimization","Reliability,Maintenance,Reliability Analysis","353","Condition-Based Maintenance,Industry 4.0,Downtime","33469","80.054","86.035"
"Comparison study of industrial robots for high-speed machining","Klimchik, A.| Ambiehl, A.| Garnier, S.| Furet, B.| Pashkevich, A.","5","37016245900| 57191657744| 55429632300| 6506956031| 6701582655","2017","Lecture Notes in Mechanical Engineering","2.59","54","8","1","26","29","Klimchik, A., Ambiehl, A., Garnier, S. and 2 more (...) (2017).Comparison study of industrial robots for high-speed machining. Lecture Notes in Mechanical Engineering,135-149","https://www.scopus.com/record/display.url?eid=2-s2.0-85019568487&origin=resultslist","10.1007/978-3-319-33581-0_11","Article","2-s2.0-85019568487","École centrale de Nantes| Innopolis University| Institut Mines-Télécom| Université de Nantes| IMT Atlantique","60105869| 60110511| 60110511| 60032006| 60110235| 60110235","Innopolis University| Laboratoire des Sciences du Numérique de Nantes| Laboratoire des Sciences du Numérique de Nantes| Universite de Nantes| IMT Atlantique| IMT Atlantique","France| Russian Federation","1507| 2202| 2203| 2210","Fluid Flow and Transfer Processes| Aerospace Engineering| Automotive Engineering| Mechanical Engineering","Robots,Robotics,Manipulators","101","Industrial Robots,Machining,Chatter","44404","92.838","85.291"
"Unsupervised geometrical feature learning from hyperspectral data","Ahmad, M.| Khan, A.M.| Hussain, R.| Protasov, S.| Chow, F.| Khattak, A.M.","6","55232255600| 16679109100| 35324500900| 57192671495| 57188762827| 26031517700","2017","2016 IEEE Symposium Series on Computational Intelligence, SSCI 2016","1.94","24","8","2.39","26","10","Ahmad, M., Khan, A.M., Hussain, R. and 3 more (...) (2017).Unsupervised geometrical feature learning from hyperspectral data. 2016 IEEE Symposium Series on Computational Intelligence, SSCI 2016,","https://www.scopus.com/record/display.url?eid=2-s2.0-85016031593&origin=resultslist","10.1109/SSCI.2016.7850136","Conference Paper","2-s2.0-85016031593","Zayed University| Innopolis University","60105869| 60070818| 60070818","Innopolis University| Zayed University| Zayed University","United Arab Emirates| Russian Federation","1702| 1705| 1802| 2606","Artificial Intelligence| Computer Networks and Communications| Information Systems and Management| Control and Optimization","Remote Sensing,Image Classification,Satellite Imagery","153","Endmember Extraction,Spectral Unmixing,Hyperspectral Imagery","2307","97.122","95.781"
"Reverse engineering: A European IPR perspective","Ciancarini, P.| Russo, D.| Sillitti, A.| Succi, G.","4","7004218817| 57119027600| 6602286710| 7004757466","2016","Proceedings of the ACM Symposium on Applied Computing","2.05","23","8","0.84","31","34","Ciancarini, P., Russo, D., Sillitti, A. and 1 more (...) (2016).Reverse engineering: A European IPR perspective. Proceedings of the ACM Symposium on Applied Computing,04-08-1498-1503","https://www.scopus.com/record/display.url?eid=2-s2.0-84975873974&origin=resultslist","10.1145/2851613.2851790","Conference Paper","2-s2.0-84975873974","Innopolis University| University of Bologna","60028218| 114983438| 60105869","Alma Mater Studiorum Università di Bologna| CINI| Innopolis University","Italy| Russian Federation","1712","Software","Students,Teaching,Education; Computer Science","559","Compilers,Parsers,Reverse Engineering","63871","60.71","12.851"
"Alert me: Enhancing active lifestyle via observing sedentary behavior using mobile sensing systems","Fahim, M.| Baker, T.| Khattak, A.M.| Alfandi, O.","4","36606049200| 34267505000| 26031517700| 24528586500","2017","2017 IEEE 19th International Conference on e-Health Networking, Applications and Services, Healthcom 2017","0.7","9","8","2.51","26","10","Fahim, M., Baker, T., Khattak, A.M. and 1 more (...) (2017).Alert me: Enhancing active lifestyle via observing sedentary behavior using mobile sensing systems. 2017 IEEE 19th International Conference on e-Health Networking, Applications and Services, Healthcom 2017,2017-1-4","https://www.scopus.com/record/display.url?eid=2-s2.0-85048168155&origin=resultslist","10.1109/HealthCom.2017.8210838","Conference Paper","2-s2.0-85048168155","Zayed University| Innopolis University| Liverpool John Moores University","60105869| 60028355| 60070818","Innopolis University| Liverpool John Moores University| Zayed University","United Arab Emirates| United Kingdom| Russian Federation","1705| 1706| 2718| 3306","Computer Networks and Communications| Computer Science Applications| Health Informatics| Health (social science)","Obesity,Motor Activity,Child","18","Sedentary Lifestyle,Sitting Position,Office Workers","6231","98.862","99.385"
"Edge-Computing-Enabled Smart Cities: A Comprehensive Survey","Khan, L.U.| Yaqoob, I.| Tran, N.H.| Kazmi, S.M.A.| Dang, T.N.| Hong, C.S.","6","57214757171| 56045308100| 23398461300| 56783838600| 57188865186| 56623778200","2020","IEEE Internet of Things Journal","2.04","19","8","7.38","2","3","Khan, L.U., Yaqoob, I., Tran, N.H. and 3 more (...) (2020).Edge-Computing-Enabled Smart Cities: A Comprehensive Survey. IEEE Internet of Things Journal,7(10) 10200-10232","https://www.scopus.com/record/display.url?eid=2-s2.0-85087819719&origin=resultslist","10.1109/JIOT.2020.2987070","Article","2-s2.0-85087819719","Kyung Hee University| University of Sydney| Innopolis University","60001873| 60025709| 60105869","Kyung Hee University| The University of Sydney| Innopolis University","South Korea| Australia| Russian Federation","1705| 1706| 1708| 1710| 1711","Computer Networks and Communications| Computer Science Applications| Hardware and Architecture| Information Systems| Signal Processing","Cloud Computing,Clouds,Distributed Computer Systems","70","Edge Computing,Task Scheduling,Location Awareness","4790","96.185","99.953"
"Medical image super-resolution with non-local embedding sparse representation and improved IBP","Zhang, M.| Desrosiers, C.| Qu, Q.| Guo, F.| Zhang, C.","5","57089261300| 23088056900| 37102566700| 16204771800| 7405490397","2016","ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings","2.79","34","8","1.75","31","16","Zhang, M., Desrosiers, C., Qu, Q. and 2 more (...) (2016).Medical image super-resolution with non-local embedding sparse representation and improved IBP. ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings,2016-888-892","https://www.scopus.com/record/display.url?eid=2-s2.0-84973400151&origin=resultslist","10.1109/ICASSP.2016.7471803","Conference Paper","2-s2.0-84973400151","Shandong University of Finance and Economics| École de technologie supérieure| Innopolis University| Shandong University","60026786| 60105869| 60031031| 60122420","École de Technologie Supérieure| Innopolis University| Shandong University| Shandong University of Finance and Economics","China| Canada","1711| 1712| 2208","Signal Processing| Software| Electrical and Electronic Engineering","Algorithms,Computer Vision,Models","0","Super-Resolution,Hallucinations,Sparse Representation","407","99.799","99.506"
"Stimulus classification using chimera-like states in a spiking neural network","Andreev, A.V.| Ivanchenko, M.V.| Pisarchik, A.N.| Hramov, A.E.","4","57197756291| 6603861723| 7005864666| 6603156741","2020","Chaos, Solitons and Fractals","1.87","10","8","10.12","2","2","Andreev, A.V., Ivanchenko, M.V., Pisarchik, A.N. and 1 more (...) (2020).Stimulus classification using chimera-like states in a spiking neural network. Chaos, Solitons and Fractals,139","https://www.scopus.com/record/display.url?eid=2-s2.0-85087845246&origin=resultslist","10.1016/j.chaos.2020.110061","Article","2-s2.0-85087845246","Technical University of Madrid| Innopolis University| Nizhny Novgorod State University","60105869| 60008673| 60028442","Innopolis University| Lobachevsky State University of Nizhni Novgorod| Universidad Politécnica de Madrid","Spain| Russian Federation","2600| 2604| 3100| 3109","General Mathematics| Applied Mathematics| General Physics and Astronomy| Statistical and Nonlinear Physics","Synchronization,Chaotic Systems,Chaos Theory","210","Kuramoto Model,Coupled Oscillators,Synchronization","8969","85.81","97.921"
"A correlation study between automated program repair and test-suite metrics","Yi, J.| Tan, S.H.| Mechtaev, S.| Böhme, M.| Roychoudhury, A.","5","55533068800| 42162322300| 57021983800| 55321057200| 7005260419","2018","Empirical Software Engineering","1.55","33","8","0.86","19","33","Yi, J., Tan, S.H., Mechtaev, S. and 2 more (...) (2018).A correlation study between automated program repair and test-suite metrics. Empirical Software Engineering,23(5) 2948-2979","https://www.scopus.com/record/display.url?eid=2-s2.0-85030169360&origin=resultslist","10.1007/s10664-017-9552-y","Article","2-s2.0-85030169360","National University of Singapore| Innopolis University","60105869| 60017161","Innopolis University| National University of Singapore","Singapore| Russian Federation","1712","Software","Software Engineering,Models,Software Design","49","Genetic Improvement,Bug,Program Synthesis","35430","91.901","92.964"
"Heavy tails and asymmetry of returns in the Russian stock market","Ankudinov, A.| Ibragimov, R.| Lebedev, O.","3","55805126900| 16678827400| 55804853900","2017","Emerging Markets Review","1.64","51","8","1.21","26","24","Ankudinov, A., Ibragimov, R., Lebedev, O. (2017).Heavy tails and asymmetry of returns in the Russian stock market. Emerging Markets Review,32200-219","https://www.scopus.com/record/display.url?eid=2-s2.0-85028946123&origin=resultslist","10.1016/j.ememar.2017.08.005","Article","2-s2.0-85028946123","Kazan Volga Region Federal University| Imperial College London| Innopolis University","60070941| 60105869| 60116484","Kazan Federal University| Innopolis University| Imperial College Business School","United Kingdom| Russian Federation","1403| 2002","Business and International Management| Economics and Econometrics","Models,Risks,Finance","54","Volatility Spillover,Stock Market Integration,Comovement","982","93.173","97.9"
"Artificial intelligence systems for classifying EEG responses to imaginary and real movements of operators","Kurkin, S.| Pitsik, E.| Frolov, N.","3","35334432000| 57192586726| 16498801300","2019","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","3.86","37","8","13.77","10","1","Kurkin, S., Pitsik, E., Frolov, N. (2019).Artificial intelligence systems for classifying EEG responses to imaginary and real movements of operators. Progress in Biomedical Optics and Imaging - Proceedings of SPIE,11067","https://www.scopus.com/record/display.url?eid=2-s2.0-85068549002&origin=resultslist","10.1117/12.2527730","Conference Paper","2-s2.0-85068549002","Innopolis University","60105869","Innopolis University","Russian Federation","2502| 2504| 2741| 3107","Biomaterials| Electronic, Optical and Magnetic Materials| Radiology, Nuclear Medicine and Imaging| Atomic and Molecular Physics, and Optics","Electroencephalography,Brain Computer Interface,Electrophysiology","659","Motor Imagery,Brain Computer Interface,Visual Evoked Potentials","23","78.782","99.769"
"Anomaly Detection, Analysis and Prediction Techniques in IoT Environment: A Systematic Literature Review","Fahim, M.| Sillitti, A.","2","36606049200| 6602286710","2019","IEEE Access","1.83","57","8","0.88","10","33","Fahim, M., Sillitti, A. (2019).Anomaly Detection, Analysis and Prediction Techniques in IoT Environment: A Systematic Literature Review. IEEE Access,781664-81681","https://www.scopus.com/record/display.url?eid=2-s2.0-85068998735&origin=resultslist","10.1109/ACCESS.2019.2921912","Review","2-s2.0-85068998735","Innopolis University","60105869","Innopolis University","Russian Federation","1700| 2200| 2500","General Computer Science| General Engineering| General Materials Science","Sensors,Accelerometers,Smartphones","880","Activity Recognition,Smart Home,Ambient Assisted Living","4263","71.419","98.847"
"Deep Learning Approach for Building Detection in Satellite Multispectral Imagery","Prathap, G.| Afanasyev, I.","2","57193419633| 57202156203","2018","9th International Conference on Intelligent Systems 2018: Theory, Research and Innovation in Applications, IS 2018 - Proceedings","1.21","13","8","4.04","19","5","Prathap, G., Afanasyev, I. (2018).Deep Learning Approach for Building Detection in Satellite Multispectral Imagery. 9th International Conference on Intelligent Systems 2018: Theory, Research and Innovation in Applications, IS 2018 - Proceedings,461-465","https://www.scopus.com/record/display.url?eid=2-s2.0-85065985533&origin=resultslist","10.1109/IS.2018.8710471","Conference Paper","2-s2.0-85065985533","Innopolis University","60105869| 60105869","Innopolis University| Innopolis University","Russian Federation","2207| 2208","Control and Systems Engineering| Electrical and Electronic Engineering","Algorithms,Computer Vision,Models","0","Object Detection,CNN,IOU","4338","99.799","99.999"
"Unifying requirements and code: An example","Naumchev, A.| Meyer, B.| Rivera, V.","3","57190306849| 7402073082| 55303471000","2016","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","1.66","17","8","1.5","31","19","Naumchev, A., Meyer, B., Rivera, V. (2016).Unifying requirements and code: An example. Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9609233-244","https://www.scopus.com/record/display.url?eid=2-s2.0-84979074159&origin=resultslist","10.1007/978-3-319-41579-6_18","Conference Paper","2-s2.0-84979074159","Innopolis University| Swiss Federal Institute of Technology Zurich","60105869| 60025858","Innopolis University| ETH Zürich","Switzerland| Russian Federation","1700| 2614","General Computer Science| Theoretical Computer Science","Verification,Model Checking,Semantics","96","Specification Languages,Predicate,Formal Verification","10098","71.151","79.405"
"Complete Contracts through Specification Drivers","Naumchev, A.| Meyer, B.","2","57190306849| 57191552403","2016","Proceedings - 10th International Symposium on Theoretical Aspects of Software Engineering, TASE 2016","1.43","17","8","1.15","31","26","Naumchev, A., Meyer, B. (2016).Complete Contracts through Specification Drivers. Proceedings - 10th International Symposium on Theoretical Aspects of Software Engineering, TASE 2016,160-167","https://www.scopus.com/record/display.url?eid=2-s2.0-84987995222&origin=resultslist","10.1109/TASE.2016.13","Conference Paper","2-s2.0-84987995222","Polytechnic University of Milan| Innopolis University","60105869| 60023256","Innopolis University| Politecnico di Milano","Italy| Russian Federation","1703| 1712","Computational Theory and Mathematics| Software","Verification,Model Checking,Semantics","96","Specification Languages,Predicate,Formal Verification","10098","71.151","79.405"
