

"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"The Spline Method for the Solution of the Transient Heat Conduction Problem with Nonlinear Initial and Boundary Conditions for a Plate","Kudoyarova, V.M.| Pavlov, V.P.","2","57190970220| 57190968157","2016","Procedia Engineering","0.79","10","6","1.54","37","19","Kudoyarova, V.M., Pavlov, V.P. (2016).The Spline Method for the Solution of the Transient Heat Conduction Problem with Nonlinear Initial and Boundary Conditions for a Plate. Procedia Engineering,1501419-1426","https://www.scopus.com/record/display.url?eid=2-s2.0-84984804390&origin=resultslist","10.1016/j.proeng.2016.07.204","Conference Paper","2-s2.0-84984804390","Ufa State Aviation Technical University","60001458","Ufa State Aviation Technical University","Russian Federation","2200","General Engineering","Homogenization,Elasticity,Continuum Mechanics","1146","Gradient Elasticity,Inextensible,Continuum Mechanics","18764","48.461","96.169"
"Effect of sodium-carboxymethylcellulose on inhibition of scaling by calcium carbonate and sulfate","Fakhreeva, A.V.| Gusakov, V.N.| Voloshin, A.I.| Tomilov, Y.V.| Nifant’ev, N.E.| Dokichev, V.A.","6","57193955871| 23489070200| 7102741013| 7004319208| 6506776154| 6603864276","2016","Russian Journal of Applied Chemistry","0.37","11","6","0.28","37","59","Fakhreeva, A.V., Gusakov, V.N., Voloshin, A.I. and 3 more (...) (2016).Effect of sodium-carboxymethylcellulose on inhibition of scaling by calcium carbonate and sulfate. Russian Journal of Applied Chemistry,89(12) 1955-1959","https://www.scopus.com/record/display.url?eid=2-s2.0-85017613473&origin=resultslist","10.1134/S1070427216120053","Article","2-s2.0-85017613473","RAS - Zelinsky Institute of Organic Chemistry| Russian Academy of Sciences| Ufa State Aviation Technical University","60001458| 60021331| 60014039| 60021331| 60104451| 100652807","Ufa State Aviation Technical University| Russian Academy of Sciences| N.D. Zelinsky Institute of Organic Chemistry, Russian Academy of Sciences| Russian Academy of Sciences| Ufa Institute of Chemistry of the Russian Academy of Sciences| RN-UfaNIPIneft","Russian Federation","1500| 1600","General Chemical Engineering| General Chemistry","Calcium Carbonate,Calcite,Fouling","758","Calcium Carbonates,Biomineralization,Nacre","1005","76.037","98.355"
"Cluster structure in amorphous Ti-Ni-Cu alloys subjected to high-pressure torsion deformation","Gunderov, D.V.| Boltynjuk, E.V.| Ubyivovk, E.V.| Lukyanov, A.V.| Churakova, A.A.| Kilmametov, A.R.| Zamula, Y.S.| Valiev, R.Z.","8","6603641163| 56830501800| 9741881100| 56358449500| 55513933000| 6603153834| 55921713400| 7103235084","2018","Journal of Alloys and Compounds","6.39","139","6","0.84","25","34","Gunderov, D.V., Boltynjuk, E.V., Ubyivovk, E.V. and 5 more (...) (2018).Cluster structure in amorphous Ti-Ni-Cu alloys subjected to high-pressure torsion deformation. Journal of Alloys and Compounds,749612-619","https://www.scopus.com/record/display.url?eid=2-s2.0-85044591239&origin=resultslist","10.1016/j.jallcom.2018.03.357","Article","2-s2.0-85044591239","St. Petersburg State University| Bashkir State University| Russian Academy of Sciences| Karlsruhe Institute of Technology| Ufa State Aviation Technical University","60031888| 60021331| 60001458| 60102538| 60001414","Saint Petersburg State University| Russian Academy of Sciences| Ufa State Aviation Technical University| Karlsruhe Institute of Technology| Baskirskij Gosudarstvennyj Universitet","Germany| Russian Federation","2210| 2211| 2505| 2506","Mechanical Engineering| Mechanics of Materials| Materials Chemistry| Metals and Alloys","Metallic Glass,Amorphous Alloys,Alloys","361","Metallic Glasses,Shear Bands,Amorphous Alloys","90","89.09","99.522"
"Integrability of systems of two second-order ordinary differential equations admitting four-dimensional Lie algebras","Gainetdinova, A.A.| Gazizov, R.K.","2","36806156300| 6603719313","2017","Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences","1.95","28","6","1.16","32","25","Gainetdinova, A.A., Gazizov, R.K. (2017).Integrability of systems of two second-order ordinary differential equations admitting four-dimensional Lie algebras. Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences,473(2197) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85012240378&origin=resultslist","10.1098/rspa.2016.0461","Article","2-s2.0-85012240378","Ufa State Aviation Technical University","60001458","Ufa State Aviation Technical University","Russian Federation","2200| 2600| 3100","General Engineering| General Mathematics| General Physics and Astronomy","Solitons,Waves,Nonlinear Equations","235","Second-order Ordinary Differential Equations,First Integral,Lie Symmetry","10357","80.187","76.204"
"Analysis of losses in the cable line of well submersible electric motor","Gizatullin, F.A.| Khakimyanov, M.I.| Khusainov, F.F.| Shafikov, I.N.","4","6602708590| 56825955600| 56826208900| 56825930500","2017","2017 International Conference on Industrial Engineering, Applications and Manufacturing, ICIEAM 2017 - Proceedings","2.06","27","6","2.54","32","9","Gizatullin, F.A., Khakimyanov, M.I., Khusainov, F.F. and 1 more (...) (2017).Analysis of losses in the cable line of well submersible electric motor. 2017 International Conference on Industrial Engineering, Applications and Manufacturing, ICIEAM 2017 - Proceedings,","https://www.scopus.com/record/display.url?eid=2-s2.0-85039951514&origin=resultslist","10.1109/ICIEAM.2017.8076285","Conference Paper","2-s2.0-85039951514","Ufa State Petroleum Technological University| Ufa State Aviation Technical University","60001458| 60001457","Ufa State Aviation Technical University| Ufa State Petroleum Technological University","Russian Federation","2207| 2209| 2606","Control and Systems Engineering| Industrial and Manufacturing Engineering| Control and Optimization","Electricity,Energy,Economics","81","Net Energy,Return on Investment,Georgescu-Roegen","35790","99.264","89.323"
"Advances in superplasticity of ultrafine-grained alloys: Recent research and development","Valiev, R.Z.| Semenova, I.P.","2","7103235084| 7006850417","2016","Materials Science Forum","6.05","74","6","4.35","37","4","Valiev, R.Z., Semenova, I.P. (2016).Advances in superplasticity of ultrafine-grained alloys: Recent research and development. Materials Science Forum,838-83923-33","https://www.scopus.com/record/display.url?eid=2-s2.0-84958059922&origin=resultslist","10.4028/www.scientific.net/MSF.838-839.23","Conference Paper","2-s2.0-84958059922","St. Petersburg State University| Ufa State Aviation Technical University","60001458| 60031888","Ufa State Aviation Technical University| Saint Petersburg State University","Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"Impact Toughness of Ultrafine-Grained Commercially Pure Titanium for Medical Application","Polyakov, A.V.| Semenova, I.P.| Bobruk, E.V.| Baek, S.M.| Kim, H.S.| Valiev, R.Z.","6","57189447314| 7006850417| 6508090854| 57191875456| 55921490700| 7103235084","2018","Advanced Engineering Materials","3.77","81","6","0.68","25","39","Polyakov, A.V., Semenova, I.P., Bobruk, E.V. and 3 more (...) (2018).Impact Toughness of Ultrafine-Grained Commercially Pure Titanium for Medical Application. Advanced Engineering Materials,20(5) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85040067277&origin=resultslist","10.1002/adem.201700863","Article","2-s2.0-85040067277","St. Petersburg State University| Pohang University of Science and Technology| Ufa State Aviation Technical University","60001458| 60031888| 60032330","Ufa State Aviation Technical University| Saint Petersburg State University| Pohang University of Science and Technology","South Korea| Russian Federation","2500| 3104","General Materials Science| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"Formation of ZrO2–SiC Composite Coating on Zirconium by Plasma Electrolytic Oxidation in Different Electrolyte Systems Comprising of SiC Nanoparticles","Sukumaran, A.| Sampatirao, H.| Balasubramanian, R.| Parfenov, E.| Mukaeva, V.| Nagumothu, R.","6","57201463100| 57201459821| 54413817400| 7004501048| 55553224100| 9941593200","2018","Transactions of the Indian Institute of Metals","3.5","69","6","1","25","29","Sukumaran, A., Sampatirao, H., Balasubramanian, R. and 3 more (...) (2018).Formation of ZrO2–SiC Composite Coating on Zirconium by Plasma Electrolytic Oxidation in Different Electrolyte Systems Comprising of SiC Nanoparticles. Transactions of the Indian Institute of Metals,71(7) 1699-1713","https://www.scopus.com/record/display.url?eid=2-s2.0-85044972661&origin=resultslist","10.1007/s12666-018-1306-z","Article","2-s2.0-85044972661","National Institute of Technology Tiruchirappalli| Ufa State Aviation Technical University","60005630| 60001458","National Institute of Technology, Tiruchirappalli| Ufa State Aviation Technical University","India| Russian Federation","2506","Metals and Alloys","Magnesium Alloys,Alloys,Aluminum Alloys","106","Magnesium Alloys,Ceramic Coatings,Potentiodynamic Polarization","1487","93.775","98.739"
"Symmetries, conservation laws and group invariant solutions of fractional PDEs","Gazizov, R.K.| Kasatkin, A.A.| Lukashchuk, S.Y.","3","6603719313| 36084371800| 6507539053","2019","Fractional Differential Equations","0","0","6","10.78","14","1","Gazizov, R.K., Kasatkin, A.A., Lukashchuk, S.Y. (2019).Symmetries, conservation laws and group invariant solutions of fractional PDEs. Fractional Differential Equations,353-382","https://www.scopus.com/record/display.url?eid=2-s2.0-85097120588&origin=resultslist","10.1515/9783110571660-016","Chapter","2-s2.0-85097120588","Ufa State Aviation Technical University","60001458","Ufa State Aviation Technical University","Russian Federation","2600","General Mathematics","Fractional,Fractional Order,Derivatives","522","Fractional Differential Equation,Lie Symmetry,Korteweg-de Vries Equation","18091","81.459","96.897"
"Synthesis of multilayer vacuum ion-plasma coatings Ti-Tin during the surface modification","Shekhtman, S.R.| Sukhova, N.A.","2","6602636278| 57190948395","2016","Materials Science Forum","0.9","12","6","3.63","37","5","Shekhtman, S.R., Sukhova, N.A. (2016).Synthesis of multilayer vacuum ion-plasma coatings Ti-Tin during the surface modification. Materials Science Forum,870113-117","https://www.scopus.com/record/display.url?eid=2-s2.0-84988318565&origin=resultslist","10.4028/www.scientific.net/MSF.870.113","Conference Paper","2-s2.0-84988318565","Ufa State Aviation Technical University","60001458","Ufa State Aviation Technical University","Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Design,Product Design,Product Development","263","Cost Estimation,Assembly Line,Aerospace","19259","72.825","87.148"
"Fast kNN-based prediction for the trajectory of a thrown body","Mironov, K.| Pongratz, M.","2","56732791500| 35194651200","2016","24th Mediterranean Conference on Control and Automation, MED 2016","1.57","22","6","2.28","37","11","Mironov, K., Pongratz, M. (2016).Fast kNN-based prediction for the trajectory of a thrown body. 24th Mediterranean Conference on Control and Automation, MED 2016,512-517","https://www.scopus.com/record/display.url?eid=2-s2.0-84986223652&origin=resultslist","10.1109/MED.2016.7536007","Conference Paper","2-s2.0-84986223652","Vienna University of Technology| Ufa State Aviation Technical University","60001458| 60018163","Ufa State Aviation Technical University| Technische Universitat Wien","Austria| Russian Federation","2207| 2606| 2611","Control and Systems Engineering| Control and Optimization| Modeling and Simulation","Robots,Robotics,Manipulators","101","Tennis,Balls,Capture of Animals","26946","92.838","73.319"
"Scenarios of mass transfer in fcc copper: The role of point defects","Bayazitov, A.M.| Korznikova, E.A.| Shepelev, I.A.| Chetverikov, A.P.| Khadiullin, K.S.| Sharapov, E.A.| Zakharov, P.V.| Dmitriev, S.V.","8","57192388902| 9939896100| 56035006500| 7004738886| 57204975629| 57204974683| 35197547600| 7102791521","2018","IOP Conference Series: Materials Science and Engineering","3.08","44","6","3.82","25","5","Bayazitov, A.M., Korznikova, E.A., Shepelev, I.A. and 5 more (...) (2018).Scenarios of mass transfer in fcc copper: The role of point defects. IOP Conference Series: Materials Science and Engineering,447(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85058217155&origin=resultslist","10.1088/1757-899X/447/1/012040","Conference Paper","2-s2.0-85058217155","Tomsk State University| Saratov State University| Bashkir State University| Russian Academy of Sciences| Ufa State Aviation Technical University","60001414| 60028722| 60068671| 60001458| 60085211| 60016896","Baskirskij Gosudarstvennyj Universitet| Institute for Metals Superplasticity Problems of RAS| Saratov State University| Ufa State Aviation Technical University| Altai State Humanities Pedagogical University| Tomsk State University","Russian Federation","2200| 2500","General Engineering| General Materials Science","Solitons,Waves,Nonlinear Equations","235","Discrete Breathers,Intrinsic Localized Modes,Modulational Instability","6781","80.187","87.554"
"Web-Based Information System for Modeling and Analysis of Parameters of Geomagnetic Field","Vorobev, A.V.| Shakirova, G.R.","2","56767909700| 57189275619","2015","Procedia Computer Science","1.61","19","6","2.09","40","13","Vorobev, A.V., Shakirova, G.R. (2015).Web-Based Information System for Modeling and Analysis of Parameters of Geomagnetic Field. Procedia Computer Science,5973-82","https://www.scopus.com/record/display.url?eid=2-s2.0-84948420764&origin=resultslist","10.1016/j.procs.2015.07.339","Conference Paper","2-s2.0-84948420764","Ufa State Aviation Technical University","60001458","Ufa State Aviation Technical University","Russian Federation","1700","General Computer Science","Design,Product Design,Product Development","263","Geomagnetic Field,Magnetic Probes,Geographic Information Systems","71396","72.825","61.916"
"Generalized mathematic model of electromechanical energy transducers with non-contact bearings","Ismagilov, F.R.| Khayrullin, I.H.| Vavilov, V.E.| Yakupov, A.M.","4","56462457100| 56184282600| 55768854800| 57190133689","2017","Engineering Letters","2.12","43","6","1.09","32","27","Ismagilov, F.R., Khayrullin, I.H., Vavilov, V.E. and 1 more (...) (2017).Generalized mathematic model of electromechanical energy transducers with non-contact bearings. Engineering Letters,25(1) 30-38","https://www.scopus.com/record/display.url?eid=2-s2.0-85013639023&origin=resultslist","-","Article","2-s2.0-85013639023","Ufa State Aviation Technical University","60001458| 60001458","Ufa State Aviation Technical University| Ufa State Aviation Technical University","Russian Federation","2200","General Engineering","Permanent Magnets,Induction Motors,Synchronous Motors","118","Synchronous Machine,Permanent Magnets,Eddy Currents","3316","86.948","97.124"
"Elevated tribological characteristics of ultrafine grained conductive Cu-0.5Cr-0.2Zr alloy","Sarkeeva, E.A.| Abramova, M.M.| Oreshkina, R.A.| Sitdikov, V.D.| Wei, K.X.| Wei, W.| Musin, F.F.| Alexandrov, I.V.","8","56974543300| 35224498700| 56974259700| 16310512200| 24382156000| 55249066200| 56121984900| 57194225626","2015","Materials Physics and Mechanics","0.92","29","6","0.44","40","49","Sarkeeva, E.A., Abramova, M.M., Oreshkina, R.A. and 5 more (...) (2015).Elevated tribological characteristics of ultrafine grained conductive Cu-0.5Cr-0.2Zr alloy. Materials Physics and Mechanics,24(3) 211-217","https://www.scopus.com/record/display.url?eid=2-s2.0-84947913332&origin=resultslist","-","Article","2-s2.0-84947913332","Ufa State Aviation Technical University| Changzhou University","60001458| 60104429| 60104429","Ufa State Aviation Technical University| Changzhou University| Changzhou University","China| Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Ti-Cu Alloy,Equal Channel Angular Pressing,Hot Working","7188","97.456","93.46"
"Group analysis of kinetic equations in a non-linear thermal transport problem","Ibragimov, N.H.| Kovalev, V.F.| Meleshko, S.V.| Bychenkov, V.Y.","4","16174907400| 7201852128| 6602198592| 7006890623","2015","International Journal of Non-Linear Mechanics","2.19","36","6","0.58","40","43","Ibragimov, N.H., Kovalev, V.F., Meleshko, S.V. and 1 more (...) (2015).Group analysis of kinetic equations in a non-linear thermal transport problem. International Journal of Non-Linear Mechanics,711-7","https://www.scopus.com/record/display.url?eid=2-s2.0-84922448766&origin=resultslist","10.1016/j.ijnonlinmec.2014.12.011","Article","2-s2.0-84922448766","Blekinge Institute of Technology| RAS - Keldysh Institute of Applied Mathematics| Russian Academy of Sciences| All-Russian Scientific Research Institute of Automatics| RAS - P.N. Lebedev Physics Institute| Suranaree University of Technology| Ufa State Aviation Technical University","60001458| 60016636| 60010862| 60021331| 60030229| 60026326| 60009114| 60021331","Ufa State Aviation Technical University| Blekinge Tekniska Högskola| Keldysh Institute of Applied Mathematics of Russian Academy of Sciences| Russian Academy of Sciences| Dukhov Research Institute of Automatics (VNIIA)| Suranaree University of Technology| P.N. Lebedev Physical Institute of the Russian Academy of Sciences| Russian Academy of Sciences","Thailand| Russian Federation| Sweden","2210| 2211| 2604","Mechanical Engineering| Mechanics of Materials| Applied Mathematics","Inertial Confinement Fusion,Laser Produced Plasmas,Plasmas (Physics)","312","Inertial Confinement Fusion,Implosions,Fokker-Planck","16391","65.596","80.468"
"Stability of the structure and properties of an ultrafine-grained Cr-Ni steel irradiated with neutrons in nuclear reactor core conditions","Shamardin, V.K.| Abramova, M.M.| Bulanova, T.M.| Karsakov, A.A.| Fedoseev, A.E.| Obukhov, A.V.| Valiev, R.Z.| Alexandrov, I.V.| Raab, G.I.| Enikeev, N.A.","10","7005223805| 35224498700| 7003865511| 55502808000| 7005122685| 16504521900| 7103235084| 57194225626| 7005306055| 57193776181","2018","Materials Science and Engineering A","2.84","64","6","0.73","25","38","Shamardin, V.K., Abramova, M.M., Bulanova, T.M. and 7 more (...) (2018).Stability of the structure and properties of an ultrafine-grained Cr-Ni steel irradiated with neutrons in nuclear reactor core conditions. Materials Science and Engineering A,712365-372","https://www.scopus.com/record/display.url?eid=2-s2.0-85036625767&origin=resultslist","10.1016/j.msea.2017.11.096","Article","2-s2.0-85036625767","St. Petersburg State University| Ufa State Aviation Technical University| All-Russian Scientific Research Institute of Atomic Reactors","60018834| 60001458| 60031888","Research Institute of Atomic Reactors, Russia| Ufa State Aviation Technical University| Saint Petersburg State University","Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Grain Boundaries,Radiation Injuries,Dislocation","14723","97.456","97.245"
"Issues of information security control in virtualization segment of company information system","Mashkina, I.V.| Guzairov, M.B.| Vasilyev, V.I.| Tuliganova, L.R.| Konovalov, A.S.","5","36561813800| 6504475472| 7005574457| 57191613429| 57191622883","2016","Proceedings of the 19th International Conference on Soft Computing and Measurements, SCM 2016","3.23","34","6","1.94","37","14","Mashkina, I.V., Guzairov, M.B., Vasilyev, V.I. and 2 more (...) (2016).Issues of information security control in virtualization segment of company information system. Proceedings of the 19th International Conference on Soft Computing and Measurements, SCM 2016,161-163","https://www.scopus.com/record/display.url?eid=2-s2.0-84992153651&origin=resultslist","10.1109/SCM.2016.7519715","Conference Paper","2-s2.0-84992153651","Ufa State Aviation Technical University","60001458","Ufa State Aviation Technical University","Russian Federation","1702| 1804| 2606| 2611","Artificial Intelligence| Statistics, Probability and Uncertainty| Control and Optimization| Modeling and Simulation","Knowledge Management,Industry,Research","325","Disaster Recovery,Virtualization,Information Security","90651","58.835","9.846"
"Wavelet and cross-wavelet analysis of the sums of atmospheric precipitation and surface air temperature in european Russia","Vasil'ev, D.Yu.| Babkov, O.K.| Kochetkova, E.S.| Semenov, V.A.","4","55600748400| 57200371916| 55781863900| 56879243400","2017","Izvestiya Rossiiskaya Akademii Nauk, Seriya Geograficheskaya","0.98","22","6","0.71","32","38","Vasil'ev, D.Yu., Babkov, O.K., Kochetkova, E.S. and 1 more (...) (2017).Wavelet and cross-wavelet analysis of the sums of atmospheric precipitation and surface air temperature in european Russia. Izvestiya Rossiiskaya Akademii Nauk, Seriya Geograficheskaya,(6) 63-77","https://www.scopus.com/record/display.url?eid=2-s2.0-85040968963&origin=resultslist","10.7868/S0373244417060068","Article","2-s2.0-85040968963","Russian State Hydrometeorological University| Russian Academy of Sciences| Ufa State Aviation Technical University","60001458| 60032844| 60021331| 60104983| 60021331","Ufa State Aviation Technical University| Russian State Hydrometeorological University| Russian Academy of Sciences| Institute of Geography, Russian Academy of Sciences| Russian Academy of Sciences","Russian Federation","1900| 3305","General Earth and Planetary Sciences| Geography, Planning and Development","Climate Models,Model,Rainfall","5","Stream Flow,Tree Rings,Teleconnections (Meteorology)","11087","98.996","94.069"
"2D model of axial-flux eddy current brakes with slotted conductive disk rotor","Robert, R.S.","1","57196033678","2017","2017 International Siberian Conference on Control and Communications, SIBCON 2017 - Proceedings","2.58","28","6","2.49","32","10","Robert, R.S. (2017).2D model of axial-flux eddy current brakes with slotted conductive disk rotor. 2017 International Siberian Conference on Control and Communications, SIBCON 2017 - Proceedings,","https://www.scopus.com/record/display.url?eid=2-s2.0-85028513979&origin=resultslist","10.1109/SIBCON.2017.7998501","Conference Paper","2-s2.0-85028513979","Ufa State Aviation Technical University","60001458","Ufa State Aviation Technical University","Russian Federation","1705| 2102| 2208| 2210| 2606","Computer Networks and Communications| Energy Engineering and Power Technology| Electrical and Electronic Engineering| Mechanical Engineering| Control and Optimization","Permanent Magnets,Induction Motors,Synchronous Motors","118","Eddy Currents,Retarders,Brakes","21103","86.948","79.135"
"Characteristics of the Reflection and Refraction of Acoustic Waves at Normal Incidence on the Interface between “Pure” and Bubbly Liquids","Shagapov, V.S.| Galimzyanov, M.N.| Vdovenko, I.I.","3","7003858599| 6506113707| 57203849835","2019","High Temperature","1.59","26","6","2.04","14","14","Shagapov, V.S., Galimzyanov, M.N., Vdovenko, I.I. (2019).Characteristics of the Reflection and Refraction of Acoustic Waves at Normal Incidence on the Interface between “Pure” and Bubbly Liquids. High Temperature,57(2) 256-262","https://www.scopus.com/record/display.url?eid=2-s2.0-85070854222&origin=resultslist","10.1134/S0018151X1901022X","Article","2-s2.0-85070854222","Bashkir State University| Russian Academy of Sciences| Ufa State Aviation Technical University","60003503| 60021331| 60001414| 60001458","Mavlyutov Institute of Mechanics of Ufa Branch RAS| Russian Academy of Sciences| Baskirskij Gosudarstvennyj Universitet| Ufa State Aviation Technical University","Russian Federation","2200| 3104","General Engineering| Condensed Matter Physics","Bubbles,Cavitation,Cavitation Flow","1375","Bubbles,Noise Abatement,Dispersion Relation","27190","30.254","69.284"
"Contribution of grain boundary related strain accommodation to deformation of ultrafine-grained palladium","Ivanisenko, Y.| Enikeev, N.A.| Yang, K.| Smoliakov, A.| Soloviev, V.P.| Fecht, H.| Hahn, H.","7","23966592100| 57193776181| 25823558400| 57189352013| 8843689300| 7005899755| 7402381713","2016","Materials Science and Engineering A","2.24","65","6","0.5","37","47","Ivanisenko, Y., Enikeev, N.A., Yang, K. and 4 more (...) (2016).Contribution of grain boundary related strain accommodation to deformation of ultrafine-grained palladium. Materials Science and Engineering A,668255-262","https://www.scopus.com/record/display.url?eid=2-s2.0-84969704608&origin=resultslist","10.1016/j.msea.2016.05.036","Article","2-s2.0-84969704608","All-Russian Scientific Research Institute of Experimental Physics| St. Petersburg State University| Robert Bosch GmbH| Karlsruhe Institute of Technology| Ulm University| Ufa State Aviation Technical University| Technische Universität Darmstadt","60027314| 60001458| 60031888| 60015776| 60069258| 60010586| 60011226","Karlsruhe Institute of Technology, Campus North| Ufa State Aviation Technical University| Saint Petersburg State University| Robert Bosch GmbH| All-Russian Research Institute of Experimental Physics| Universität Ulm| Technische Universität Darmstadt","Germany| Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"Microstructure, strength, electrical conductivity and heat resistance of an Al-Mg-Zr alloy after ECAP-conform and cold drawing","Murashkin, M.Yu.| Medvedev, A.E.| Kazykhanov, V.U.| Raab, G.I.| Ovid'ko, I.A.| Valiev, R.Z.","6","6602585059| 57193130128| 6603484753| 7005306055| 35566184000| 7103235084","2016","Reviews on Advanced Materials Science","2.07","65","6","0.28","37","59","Murashkin, M.Yu., Medvedev, A.E., Kazykhanov, V.U. and 3 more (...) (2016).Microstructure, strength, electrical conductivity and heat resistance of an Al-Mg-Zr alloy after ECAP-conform and cold drawing. Reviews on Advanced Materials Science,47(1-2) 16-25","https://www.scopus.com/record/display.url?eid=2-s2.0-85007372325&origin=resultslist","-","Article","2-s2.0-85007372325","St. Petersburg State University| Peter the Great St. Petersburg Polytechnic University| Ufa State Aviation Technical University","60001458| 60031888| 60017103","Ufa State Aviation Technical University| Saint Petersburg State University| Peter the Great St. Petersburg Polytechnic University","Russian Federation","2500| 3104","General Materials Science| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"Deformation of nanocrystalline binary aluminum alloys with segregation of Mg, Co and Ti at grain boundaries","Zinovev, A.V.| Bapanina, M.G.| Babicheva, R.I.| Enikeev, N.A.| Dmitriev, S.V.| Zhou, K.","6","57188820605| 57193423691| 36547494300| 57193776181| 7102791521| 54954093200","2017","Physics of Metals and Metallography","2.68","64","6","0.61","32","43","Zinovev, A.V., Bapanina, M.G., Babicheva, R.I. and 3 more (...) (2017).Deformation of nanocrystalline binary aluminum alloys with segregation of Mg, Co and Ti at grain boundaries. Physics of Metals and Metallography,118(1) 65-74","https://www.scopus.com/record/display.url?eid=2-s2.0-85013793284&origin=resultslist","10.1134/S0031918X16110144","Article","2-s2.0-85013793284","Université catholique de Louvain| Nanyang Technological University| Russian Academy of Sciences| Peter the Great St. Petersburg Polytechnic University| Ufa State Aviation Technical University| Belgian Nuclear Research Center","60021331| 60028722| 60068581| 60000874| 60005510| 60031307| 60001458| 60017103","Russian Academy of Sciences| Institute for Metals Superplasticity Problems of RAS| SCK-CEN| Université Catholique de Louvain| Nanyang Technological University| School of Mechanical and Aerospace Engineering| Ufa State Aviation Technical University| Peter the Great St. Petersburg Polytechnic University","Belgium| Singapore| Russian Federation","2505| 3104","Materials Chemistry| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"First experimental impulse-radio ultra-wideband transmission under the Russian spectral emission mask","Grakhova, E.P.| Rommel, S.| Jurado-Navas, A.| Sultanov, A.K.H.| Vegas Olmos, J.J.| Tafur Monroy, I.","6","56586258500| 56785754800| 55666344400| 55785518000| 6505601246| 7003831693","2016","Electronics Letters","0.79","17","6","0.44","37","50","Grakhova, E.P., Rommel, S., Jurado-Navas, A. and 3 more (...) (2016).First experimental impulse-radio ultra-wideband transmission under the Russian spectral emission mask. Electronics Letters,52(10) 877-879","https://www.scopus.com/record/display.url?eid=2-s2.0-84969497627&origin=resultslist","10.1049/el.2016.0635","Article","2-s2.0-84969497627","University of Málaga| Technical University of Denmark| Ufa State Aviation Technical University","60011373| 60001458| 60003662","Danmarks Tekniske Universitet| Ufa State Aviation Technical University| Universidad de Malaga","Spain| Denmark| Russian Federation","2208","Electrical and Electronic Engineering","Photonics,Optical Communication,Optical Fibers","113","Ultra-Wideband (UWB),Impulse Radio,Semiconductor Optical Amplifiers","20990","76.774","67.84"
"Nanotube effect on conformation of encapsulated disilane molecule","Kuznetsov, V.V.","1","16239070900","2015","Russian Journal of General Chemistry","0.19","7","6","0.16","40","65","Kuznetsov, V.V. (2015).Nanotube effect on conformation of encapsulated disilane molecule. Russian Journal of General Chemistry,85(8) 1989-1991","https://www.scopus.com/record/display.url?eid=2-s2.0-84942645269&origin=resultslist","10.1134/S1070363215080356","Article","2-s2.0-84942645269","Ufa State Petroleum Technological University| Ufa State Aviation Technical University","60001458| 60001457","Ufa State Aviation Technical University| Ufa State Petroleum Technological University","Russian Federation","1600","General Chemistry","Quantum Chemistry,Microwave Spectroscopy,Rotational Spectra","754","Dioxanes,Discrete Fourier Transforms,Sofa","50028","28.046","36.31"
